Drugbank_id,Uniprot_id
DB04876,Q16134
DB06510,O75340
DB00593,P40261
DB00672,P10632
DB09054,Q8TDS4
DB00876,P22413
DB06813,P23246
DB05395,Q08881
DB15114,Q9P0L2
DB11994,P40238
DB06016,Q02750
DB01419,Q8NEY4
DB00308,P35968
DB00585,P50579
DB11478,O15350
DB00967,P07332
DB09212,O14791
DB00215,P50613
DB00842,Q13733
DB09229,P68363
DB06013,P21549
DB13014,Q13546
DB00543,P02787
DB06243,P29350
DB00899,P06727
DB01427,Q6FHJ7
DB01611,O94804
DB09212,Q12866
DB00708,P21802
DB12645,Q9Y5Y4
DB00630,Q96PN6
DB09047,O75838
DB00427,P51451
DB00231,P08913
DB01260,P34932
DB01189,P15954
DB09330,P01303
DB05424,O95263
DB06595,Q9NYK1
DB03585,P50993
DB09286,P34903
DB01618,Q12874
DB08932,P23975
DB00333,P62736
DB02266,P80404
DB08950,P22102
DB09288,P09493
DB11652,P20810
DB01173,Q14289
DB00284,P28329
DB04824,Q9BY41
DB00801,P10599
DB00218,P22557
DB00732,P57078
DB01189,P13631
DB00331,Q02750
DB00394,O14791
DB00604,Q13733
DB00759,P37231
DB01204,Q15596
DB08167,O60840
DB04468,P00326
DB06144,P25788
DB08877,Q9H2M3
DB01186,Q06278
DB00651,P07947
DB00432,P35913
DB08828,P63104
DB00942,P29275
DB11853,A5X5Y0
DB04890,P12004
DB12513,P14410
DB06266,P62312
DB06726,Q9UPZ9
DB13876,Q99808
DB02691,P46098
DB01656,P23219
DB11363,P36507
DB13783,P16050
DB06021,Q9UI33
DB00884,P11142
DB15442,O43570
DB09128,Q16760
DB15566,Q14164
DB06780,O00763
DB00431,P49411
DB01359,P63000
DB01419,P46098
DB00468,P31391
DB14006,P31939
DB00977,P40261
DB06506,Q9H6Z9
DB06446,P48443
DB01223,Q96I99
DB08877,P07949
DB13345,P31040
DB05316,P04839
DB00898,Q09428
DB08893,P31939
DB01104,P51857
DB06733,P18846
DB09185,Q15080
DB02207,Q6V0L0
DB01352,P23975
DB00452,P29323
DB01207,Q9UBK8
DB09262,Q8N8Y2
DB14541,P21918
DB01433,Q8TD19
DB00524,P55769
DB11703,Q06418
DB14071,P25021
DB01579,P29972
DB06148,Q9UHA3
DB00316,P02746
DB00178,P02795
DB00462,P01308
DB12598,P48729
DB00811,P31644
DB00804,Q99584
DB01351,Q03426
DB00908,Q00536
DB14068,P50613
DB01181,P20711
DB11235,Q9P0Z9
DB08313,P52209
DB01237,P14735
DB00805,Q07343
DB00944,P48729
DB01297,O14920
DB00283,Q6FHJ7
DB13867,Q9Y271
DB01144,Q13370
DB01425,P31152
DB01211,P29474
DB01428,Q02818
DB00288,P09038
DB00233,P02790
DB09064,O15530
DB01045,P02792
DB01197,P27797
DB01580,Q9NRH2
DB06623,P02679
DB01429,Q15493
DB01229,P61978
DB15565,Q13488
DB00199,P22314
DB00998,O95819
DB00922,Q01082
DB06654,Q9BXA7
DB04846,P30405
DB01254,Q14654
DB01791,P29372
DB00422,P07477
DB00922,P13645
DB00831,Q96L21
DB12499,Q05513
DB00155,Q12879
DB00315,Q99707
