0,1
25207521,P12931
4878,P29323
42636222,Q12809
44418857,P80365
11657278,P00749
90373214,P07339
145431055,P15538
118432653,P27338
86715811,P07339
10712340,P23219
23018008,P08253
11637551,P27338
9871074,P43405
9953181,Q9UHL4
127035378,Q6V1X1
155534748,Q12809
44433798,P08684
122510305,Q9NYK1
24746434,O15379
71519381,Q12809
9849735,P13861
90413928,P07339
135320927,Q13547
137639657,P08581
126555352,P07339
131709617,P21397
10182563,O76074
89455219,Q13976
17748274,Q12809
72712051,P08246
9849735,P23443
76336291,P24941
86287681,Q12809
25110764,P08912
57391826,Q12809
118726008,P14416
138686263,Q9NR96
135565082,Q12809
145985638,P51449
90412940,P07339
71471109,P55212
90373194,P07339
44605035,O15111
101911912,P80365
90372938,P07339
2764,Q12809
132272454,Q9NR96
90413989,P07339
71453567,Q04828
155546691,Q9UBN7
118217858,Q92753
118401375,Q96GD4
2333,P18031
90395381,P27338
6918642,Q08499
11596123,Q6V1X1
71537208,Q14432
127045361,Q12809
118432655,P27338
73670823,P07339
133081097,P06870
134329529,Q9NR96
72946010,Q12809
121365006,P06870
135321114,Q13547
10761664,P23219
10552051,P24530
90441917,P07339
118720945,P23219
121255,P14780
71517401,Q12809
135421564,Q9UGN5
136203812,O14965
21699977,P03956
9956843,P00747
52934180,Q12809
122548367,Q8WUI4
54413479,Q01118
73353757,Q6V1X1
118211317,P36894
44398126,Q6V1X1
44403438,P27487
9867212,P49146
155539283,O60885
127052536,P23219
44408590,P32238
44600409,P35228
124150550,Q12809
117600872,P07339
11429654,Q12809
46868959,O15530
126558764,P07339
10197984,Q13255
11526826,P03956
90413619,P07339
11456566,P50281
67447066,P21397
6213016,P21397
12005086,P49802
16124208,P06213
118432652,P27338
44395168,P23219
11416338,Q6V1X1
127026193,P27338
9880758,P23219
9797847,P05129
46835914,P08684
137638623,P29275
86715833,P07339
71578307,Q00535
71585687,O15151
11963346,O75460
155525265,P29275
91933052,Q12809
53356518,P10635
89809517,P07339
59292007,Q12809
118453722,P10635
73670654,P07339
6918668,Q14432
122510311,Q9NYK1
90372830,P07339
138686584,Q9NR96
137254511,P35968
53356518,O14920
126509209,Q9UBN7
23647126,Q9UHL4
146676738,Q13547
57750369,Q12809
1548955,P37058
155535084,Q8WUI4
2182,O00408
90411858,P07339
16040152,Q15078
132272559,Q9NR96
130470509,Q13535
146676715,Q13547
456214,Q05655
134812690,Q13547
24860444,P00734
132272694,Q9NR96
86715828,P07339
124107498,Q12809
44391811,P06276
44561969,Q07869
66547425,P24941
25062766,Q9P2R7
11517980,Q12809
86732134,P07339
139557069,P36888
134330103,Q9NR96
90413138,P07339
127047761,P27487
10342016,Q12809
54669894,P41145
49796933,Q12884
25034472,P21397
44580753,Q9Y345
44308550,P21452
44565965,P00533
9950669,P23219
17759555,P23443
132272000,Q9NR96
90205743,O75164
73670148,P07339
12049163,P00915
90373209,P07339
124222792,P07339
10961828,P03956
134329948,Q9NR96
131709612,P21397
134442205,P09619
155553510,P29275
10070428,P33261
9834183,P35368
155555191,Q9UBN7
54761473,Q13315
44581071,P08254
71666140,P07339
11308052,P10635
91895768,Q9UHL4
25151352,P61160
133081223,P06870
11268003,P06239
71449919,P52895
44431797,Q13085
44581071,O14672
44629662,Q6V1X1
155541849,Q13535
155556370,P21397
137639385,P00748
122599348,P27986
11697907,P55055
134329474,Q9NR96
118503071,Q13535
45101723,P48147
45269631,P78536
72943187,Q6PL18
16658102,Q6V1X1
91895822,Q6V1X1
118401302,Q96GD4
25211572,Q07869
127029809,P00533
86715869,P07339
57328144,Q9H3N8
91895787,Q9UHL4
145981960,Q9UBN7
10405951,P08684
131709604,P27338
16718671,P00734
49848443,P21554
49797607,Q9UHL4
134491883,P03372
9896504,P39900
77108121,Q12809
141724616,P15538
76318342,Q12809
651615,P34972
91896075,P06276
66829310,Q12809
90441935,P07339
155524872,Q9Y345
78105035,P07339
53354365,Q6V1X1
72697499,Q9UHL4
25115964,Q12809
71212419,O14965
155530069,Q12809
155519776,P29275
134136620,P46098
24772513,Q14432
134442198,P36888
90441975,P07339
76310909,P00915
71744397,P07339
10041271,P23219
141724594,P15538
72734382,Q9UBN7
90411972,P07339
135566923,Q12809
89601523,O15151
10394828,P08254
118705851,P23219
11503999,Q9Y345
90412691,P07339
90396977,P27338
44600413,P35228
90654823,P00915
23644662,P14780
44420244,P80365
44357174,P24530
45487946,P48147
44418498,Q12809
45271997,P23219
46833780,P21554
134374895,Q8NER1
78104985,P07339
127046862,P51451
15986261,P03956
122510345,Q9NYK1
141724655,P15538
153999,Q9NSD9
22336142,P00734
44423811,P29275
10318708,P08684
155569607,Q9UBF8
90373184,P07339
155549538,Q9BY41
5220706,P08253
126557650,P07339
90665810,P56524
121364639,P06870
10427712,Q06187
126558753,P07339
25171661,Q12809
117809287,Q12809
137125261,Q9BY41
59635652,P08684
130282633,Q12809
138725357,Q9NR96
132272467,Q9NR96
11541277,Q6V1X1
5257127,P48067
10548486,P24530
137249593,P35968
135285418,P07339
131709602,P27338
131709597,P27338
118433256,P21397
44427858,P46098
130453590,P21397
126556830,P07339
86715855,P07339
11626920,P41240
9864718,P00533
10832238,P23219
449241,P68400
145969909,Q13085
118401369,Q96GD4
44448674,P51813
72793099,P08684
25062766,Q14289
118432902,P27338
134325577,P48736
50925486,Q07343
89809840,P07339
136214196,Q9NR96
118433013,P27338
44561192,Q6V1X1
56589672,P10635
11818569,Q6V1X1
139558700,Q9UBN7
89844945,Q12809
54018601,Q03181
11560568,Q96GD4
57328212,Q9H3N8
122188924,Q96PD7
24810867,Q12809
78105033,P07339
137653295,Q9UBN7
56970466,Q12809
49797602,Q6V1X1
