drugbank_id_1,drugbank_id_2,label
DB00780,DB04920,1
DB00240,DB06718,1
DB00374,DB00528,1
DB01015,DB00450,1
DB00489,DB01113,1
DB00166,DB06203,1
DB00572,DB00880,1
DB01074,DB00872,1
DB01624,DB01106,1
DB01232,DB00175,1
DB01156,DB00866,1
DB00889,DB00875,1
DB08873,DB00396,1
DB00400,DB00266,1
DB00450,DB01621,1
DB00966,DB06616,1
DB00582,DB00266,1
DB09212,DB00866,1
DB00748,DB04946,1
DB00199,DB00751,1
DB01149,DB00593,1
DB08899,DB00637,1
DB00527,DB09085,1
DB01186,DB01100,1
DB05812,DB00497,1
DB06267,DB01612,1
DB09073,DB08895,1
DB00586,DB00335,1
DB01129,DB00624,1
DB06237,DB01020,1
DB00708,DB00232,1
DB00697,DB01601,1
DB06737,DB08439,1
DB09042,DB01239,1
DB09241,DB09068,1
DB00818,DB00296,1
DB08984,DB00635,1
DB00375,DB11921,1
DB00661,DB01359,1
DB11609,DB09071,1
DB01215,DB09071,1
DB00215,DB00592,1
DB00831,DB00967,1
DB00490,DB09034,1
DB06723,DB00591,1
DB01355,DB00367,1
DB00696,DB01623,1
DB08815,DB00672,1
DB00233,DB00912,1
DB00972,DB06441,1
DB00321,DB09027,1
DB09167,DB00195,1
DB01250,DB11921,1
DB00241,DB04844,1
DB01000,DB00266,1
DB01154,DB01353,1
DB00320,DB00738,1
DB00921,DB04896,1
DB00850,DB00335,1
DB00418,DB01028,1
DB01241,DB00227,1
DB00843,DB00866,1
DB00810,DB12278,1
DB00802,DB01028,1
DB00598,DB01067,1
DB00648,DB00872,1
DB09167,DB00281,1
DB06697,DB09183,1
DB00501,DB01181,1
DB00673,DB00477,1
DB01200,DB01435,1
DB08918,DB00816,1
DB01223,DB00872,1
DB00623,DB00899,1
DB00468,DB01224,1
DB00189,DB00934,1
DB08807,DB09080,1
DB00251,DB00622,1
DB00564,DB00843,1
DB00400,DB00604,1
DB00353,DB05381,1
DB05265,DB00227,1
DB09039,DB00623,1
DB00320,DB00622,1
DB00298,DB00191,1
DB00405,DB00985,1
DB01587,DB00949,1
DB00972,DB00524,1
DB00468,DB01181,1
DB00804,DB00732,1
DB00681,DB09216,1
DB06201,DB00768,1
DB01171,DB01267,1
DB09065,DB06700,1
DB00421,DB01092,1
DB01319,DB00773,1
DB00697,DB00768,1
DB00405,DB01041,1
DB00680,DB01452,1
DB00687,DB00419,1
DB09218,DB00385,1
DB09279,DB01235,1
DB08933,DB01072,1
DB01037,DB01274,1
DB00238,DB00296,1
DB00654,DB01089,1
DB11348,DB00258,1
DB04574,DB00731,1
DB06148,DB01267,1
DB00870,DB01418,1
DB09048,DB00910,1
DB01189,DB00695,1
DB00549,DB00870,1
DB12532,DB00476,1
DB00681,DB09268,1
DB00503,DB00914,1
DB01232,DB01026,1
DB01095,DB00991,1
DB01142,DB01501,1
DB00240,DB01155,1
DB00176,DB00422,1
DB00232,DB01340,1
DB04855,DB01076,1
DB00527,DB00427,1
DB06663,DB00539,1
DB04948,DB00765,1
DB00768,DB01297,1
DB00213,DB01418,1
DB01015,DB01224,1
DB00482,DB00467,1
DB00296,DB01210,1
DB00537,DB01624,1
DB00674,DB01137,1
DB01319,DB09555,1
DB00208,DB00744,1
DB01367,DB00938,1
DB00320,DB09225,1
DB00750,DB01154,1
DB00179,DB06826,1
DB01353,DB00949,1
DB00619,DB00458,1
DB01380,DB04576,1
DB01397,DB00547,1
DB00582,DB00218,1
DB08881,DB00255,1
DB01282,DB09026,1
DB01263,DB08860,1
DB00661,DB08808,1
DB00817,DB00266,1
DB09289,DB00871,1
DB00854,DB00742,1
DB00749,DB00977,1
DB00681,DB01203,1
DB01577,DB00748,1
DB11093,DB00381,1
DB01614,DB00571,1
DB01050,DB00385,1
DB00244,DB09091,1
DB01149,DB00997,1
DB00829,DB00768,1
DB06739,DB13167,1
DB00564,DB01120,1
DB08797,DB01208,1
DB00263,DB00700,1
DB00487,DB00266,1
DB00596,DB06412,1
DB01151,DB09117,1
DB00289,DB00308,1
DB00831,DB00996,1
DB00582,DB00619,1
DB13025,DB00748,1
DB00881,DB01395,1
DB00726,DB00204,1
DB00881,DB00993,1
DB01264,DB00586,1
DB04855,DB00422,1
DB00418,DB09296,1
DB05676,DB08970,1
DB01167,DB00547,1
DB01161,DB01080,1
DB00496,DB13874,1
DB01247,DB00502,1
DB00420,DB11609,1
DB09075,DB01098,1
DB01551,DB01367,1
DB01321,DB00280,1
DB01238,DB00284,1
DB01180,DB08931,1
DB01205,DB09072,1
DB00586,DB09218,1
DB00714,DB06292,1
DB00285,DB00433,1
DB06737,DB00288,1
DB09072,DB00231,1
DB02703,DB01076,1
DB00243,DB00180,1
DB00818,DB00590,1
DB00312,DB12267,1
DB00376,DB00219,1
DB00890,DB04938,1
DB00881,DB00390,1
DB06700,DB00514,1
DB01104,DB00865,1
DB01198,DB06216,1
DB00477,DB01086,1
DB00450,DB01075,1
DB04871,DB01409,1
DB08933,DB01067,1
DB00328,DB06737,1
DB01101,DB01037,1
DB00896,DB00827,1
DB00735,DB00798,1
DB08880,DB01214,1
DB01129,DB01198,1
DB02703,DB01008,1
DB00208,DB00625,1
DB00283,DB00802,1
DB00188,DB00295,1
DB01576,DB00927,1
DB00215,DB00623,1
DB08882,DB00722,1
DB00788,DB00498,1
DB00179,DB00779,1
DB00285,DB06217,1
DB01149,DB00567,1
DB04552,DB00282,1
DB08991,DB09204,1
DB06716,DB08910,1
DB00625,DB09236,1
DB00370,DB01622,1
DB00813,DB00697,1
DB00206,DB00865,1
DB01075,DB01115,1
DB00390,DB01042,1
DB01623,DB09118,1
DB00482,DB08868,1
DB01591,DB01081,1
DB01026,DB00356,1
DB00705,DB00762,1
DB09073,DB00361,1
DB01589,DB00379,1
DB06717,DB00270,1
DB00458,DB00949,1
DB01159,DB00543,1
DB00934,DB00477,1
DB01410,DB01245,1
DB00519,DB00590,1
DB00932,DB00806,1
DB09119,DB00890,1
DB01151,DB00191,1
DB01045,DB08798,1
DB00483,DB12278,1
DB01624,DB06690,1
DB00899,DB09112,1
DB06636,DB00835,1
DB01609,DB00835,1
DB01392,DB00325,1
DB00691,DB02638,1
DB01174,DB01074,1
DB00679,DB09026,1
DB00575,DB00843,1
DB01142,DB01182,1
DB00203,DB00690,1
DB00196,DB00234,1
DB00750,DB01114,1
DB00220,DB01424,1
DB00648,DB09143,1
DB09167,DB11614,1
DB05265,DB01048,1
DB00208,DB01396,1
DB01246,DB08807,1
DB09054,DB06700,1
DB01161,DB11609,1
DB00927,DB00604,1
DB00705,DB00612,1
DB09065,DB01229,1
DB00877,DB00396,1
DB00254,DB01221,1
DB00367,DB00419,1
DB00193,DB00228,1
DB00856,DB08864,1
DB00674,DB09204,1
DB01087,DB08808,1
DB06636,DB01219,1
DB06636,DB09083,1
DB08871,DB00904,1
DB00343,DB00264,1
DB01583,DB00924,1
DB00263,DB00496,1
DB01171,DB04846,1
DB09167,DB00843,1
DB12924,DB09268,1
DB01463,DB01041,1
DB00371,DB12532,1
DB08991,DB00720,1
DB00177,DB00605,1
DB00215,DB00222,1
DB06595,DB01181,1
DB08808,DB08931,1
DB00327,DB01437,1
DB05676,DB04576,1
DB00263,DB08899,1
DB00472,DB00201,1
DB01274,DB01118,1
DB01200,DB00818,1
DB09093,DB09147,1
DB00679,DB00391,1
DB00268,DB00694,1
DB00788,DB01024,1
DB00350,DB00695,1
DB06736,DB13167,1
DB01215,DB00252,1
DB01623,DB00904,1
DB01605,DB01418,1
DB00267,DB09268,1
DB00554,DB00710,1
DB00363,DB01166,1
DB00333,DB09570,1
DB00343,DB01078,1
DB09167,DB00191,1
DB00454,DB13323,1
DB00794,DB01235,1
DB00586,DB01177,1
DB09118,DB08827,1
DB09048,DB04572,1
DB00257,DB00338,1
DB00582,DB00679,1
DB00181,DB00349,1
DB00395,DB01175,1
DB01151,DB01098,1
DB00907,DB06203,1
DB00224,DB06636,1
DB01032,DB01060,1
DB01241,DB01424,1
DB00980,DB01235,1
DB00468,DB00531,1
DB00231,DB01618,1
DB00289,DB00243,1
DB00661,DB01193,1
DB00937,DB00719,1
DB00976,DB00549,1
