drugbank_id_1,drugbank_id_2,label
DB00771,DB09271,1
DB01143,DB09026,1
DB00571,DB01238,1
DB06196,DB09477,1
DB00213,DB00317,1
DB00177,DB00335,1
DB00976,DB01184,1
DB00557,DB00754,1
DB00956,DB04855,1
DB00498,DB00775,1
DB00248,DB06144,1
DB00378,DB01418,1
DB01211,DB06636,1
DB00500,DB01021,1
DB04843,DB09290,1
DB00400,DB00460,1
DB01201,DB04835,1
DB00390,DB00573,1
DB01182,DB08873,1
DB00862,DB04861,1
DB00294,DB00582,1
DB00277,DB01558,1
DB01380,DB01609,1
DB00503,DB01035,1
DB00956,DB01041,1
DB00524,DB01551,1
DB00834,DB01036,1
DB00440,DB09214,1
DB01254,DB06589,1
DB00384,DB00584,1
DB01098,DB09291,1
DB01238,DB08899,1
DB00549,DB00682,1
DB00555,DB06201,1
DB00346,DB00449,1
DB00468,DB00790,1
DB00266,DB00501,1
DB01198,DB06290,1
DB01182,DB01264,1
DB00341,DB06201,1
DB00384,DB00794,1
DB00206,DB00820,1
DB00903,DB01551,1
DB00773,DB09054,1
DB00814,DB09285,1
DB00220,DB01224,1
DB00224,DB00997,1
DB00414,DB00880,1
DB01600,DB06228,1
DB00921,DB08872,1
DB00582,DB08867,1
DB00479,DB00578,1
DB00492,DB00537,1
DB01406,DB06335,1
DB00938,DB00983,1
DB00542,DB01392,1
DB00449,DB00696,1
DB00559,DB05294,1
DB08860,DB09102,1
DB00956,DB09300,1
DB01193,DB09009,1
DB00563,DB08976,1
DB00214,DB00881,1
DB00277,DB01288,1
DB00625,DB06616,1
DB00363,DB00998,1
DB00541,DB00615,1
DB00327,DB00956,1
DB01288,DB06413,1
DB00706,DB00862,1
DB01320,DB09214,1
DB00615,DB04908,1
DB00563,DB04817,1
DB00252,DB00443,1
DB06287,DB06290,1
DB00346,DB01029,1
DB00252,DB00736,1
DB00318,DB00501,1
DB00310,DB00391,1
DB01203,DB05039,1
DB01076,DB02703,1
DB00887,DB00921,1
DB00404,DB01041,1
DB01319,DB06605,1
DB08877,DB09054,1
DB01023,DB01045,1
DB00684,DB00710,1
DB00437,DB00999,1
DB00564,DB03880,1
DB00625,DB08903,1
DB00196,DB01394,1
DB00921,DB00950,1
DB00387,DB00747,1
DB01263,DB08896,1
DB00214,DB00959,1
DB01203,DB01274,1
DB06335,DB06789,1
DB01601,DB08907,1
DB01120,DB01357,1
DB00834,DB09063,1
DB00460,DB00482,1
DB00248,DB00952,1
DB00493,DB03615,1
DB00559,DB04574,1
DB06274,DB06800,1
DB00266,DB00957,1
DB00921,DB04908,1
DB00598,DB08895,1
DB00486,DB01595,1
DB00363,DB01165,1
DB00682,DB00717,1
DB00349,DB08826,1
DB00252,DB04574,1
DB00273,DB00979,1
DB00276,DB01097,1
DB00932,DB01195,1
DB00623,DB06700,1
DB00177,DB00343,1
DB00782,DB09272,1
DB09074,DB09118,1
DB00861,DB01254,1
DB00397,DB00983,1
DB00193,DB00669,1
DB00252,DB09071,1
DB00224,DB03880,1
DB00006,DB09030,1
DB00641,DB09102,1
DB01208,DB01600,1
DB00007,DB01087,1
DB00554,DB06695,1
DB01296,DB08816,1
DB01259,DB06695,1
DB00582,DB01427,1
DB00449,DB01193,1
DB00367,DB01418,1
DB00459,DB00595,1
DB00549,DB00834,1
DB01076,DB01254,1
