PubChem_id,Uniprot_id
15983966,Q00537
15949418,Q86TI2
46191454,P46734
5756,Q9H255
11530377,P08842
23647726,Q86TI2
6442177,O96013
89870630,P07339
137644693,P21397
72712978,P00533
10180993,P08253
70977969,P10635
24748204,O95835
155804436,O76083
162722365,Q13547
155054127,P33261
44516953,P08684
45142457,Q96S44
23645399,Q86TI2
25145656,Q8IYD1
19978059,P28335
11494412,P00519
11712649,P31749
42642648,O95819
24794418,O60313
66547425,O14965
51039094,O14757
13452859,O14965
11707110,Q9NQU5
23635314,Q15759
72713638,P03956
118721398,P00915
11719003,P42684
24771867,P54753
22336148,P00742
11719003,Q13043
122510375,Q9NYK1
11719003,Q96RR4
44137675,Q00536
24767976,O00444
46840946,O60939
10235,P32297
140629025,P07339
42642648,P22612
133081264,P03952
23635314,P49840
122186551,Q9BY41
10430360,Q15375
118720891,Q12809
15983966,P29317
121364647,P06870
127051087,O60885
118559717,Q12879
11488320,O14578
11167602,O75116
9849735,Q8IW41
151194,P31749
118432948,P27338
123631,P23443
86290566,P00748
44454416,P56524
146432439,Q06418
124087,P49356
46843057,Q02880
9826528,P12236
10296883,Q8TD08
57345660,P05177
25227436,Q00535
46843057,Q14004
9826528,P49840
57990770,Q13873
11973736,O15197
3038522,Q06187
146421686,Q14524
9911830,Q32MK0
23643975,Q14680
9808844,P20340
10297043,Q00537
11610353,P11712
25227436,Q96GD4
3062316,Q13177
49855569,Q9BY41
23653175,P43405
154584273,P42336
16719221,P24941
9823820,Q7L7X3
11978790,Q14289
50922675,P31751
11497983,P51617
11497983,P49841
44354907,P11511
25151352,O14965
162722044,Q92769
16041424,P53350
46220502,Q9UGJ0
16725726,P49674
16747683,Q16832
11338033,P36507
76287389,Q05513
44621447,P42338
86687351,Q14524
25167777,P50613
53315878,P26358
156156694,Q96GD4
90654823,P00915
44342018,P10635
46843057,Q9Y616
3794,P52564
153999,P54619
134491580,P03372
25102847,O00311
127049204,P11712
49796990,Q86TI2
122599434,P42338
45142457,P37173
11955855,Q9UK32
78321760,P07339
9863672,Q92918
11285002,Q9UKE5
11707110,P41743
45142457,Q13555
10127622,P06213
156422,Q04759
16222096,Q7KZI7
135321037,Q13547
154593762,O60885
78105032,P07339
11620908,Q16512
9933475,P45985
9849735,Q7KZI7
6420138,P46734
25118925,P42680
25167777,P36507
5494449,Q14004
10296883,Q9Y6M4
11671467,P49840
6688,Q9HCP0
11973736,O75385
5287969,P08631
25169384,P00918
132019596,P08684
6918736,O14757
11152667,P06493
78322709,P07339
3081361,O75676
44340907,P17252
44603533,Q8NI60
56960607,P41743
25145656,P13861
6445562,P49589
117889648,P06870
11671467,Q04771
44205240,P06493
10090485,P61160
5287969,P08069
3794,P20340
10437629,P14780
11349170,P52564
118866474,P07339
72793098,P33261
46191454,Q13873
44205240,P21709
46216796,P29323
151194,P12236
137637770,P08684
71041625,P11712
9915743,P05771
11338033,Q13233
22049997,Q14164
44182295,Q14680
134283810,Q9UQL6
9869943,P17948
147753662,Q12809
50922691,Q05397
10430360,P49759
49798462,P10635
137632017,Q16790
5287969,Q99640
9849735,P08631
11301501,Q01959
22097198,P52333
72204933,P22894
121272745,Q16288
9808844,P36507
24756910,Q9P289
42642648,P06737
15604510,P51955
11973736,Q15831
24748573,Q13418
122650373,P10635
162779159,P06870
5291,Q99683
122589434,P42336
24856436,Q9Y572
25151352,Q9H2G2
56649450,Q5VT25
90683764,Q12809
44137675,Q9UKE5
9884685,P35968
154593660,O60885
44555845,Q12809
46835914,P11712
44182295,P23443
2803,P35368
11511120,Q14289
11292933,P33261
24771867,Q8TD08
25127713,P06241
44137675,Q8TBX8
118938531,Q12879
51039094,Q9Y5S2
150356527,Q9NR96
11234052,Q92499
71285760,P23458
44342242,P00734
9823820,P30085
11548630,P42680
11441300,Q86TI2
24756910,Q15418
53384644,P14616
10430360,Q9NQU5
146421660,P35498
148173955,P08684
11349170,Q14004
44389098,Q03181
9826528,P31749
24756910,P37173
11978790,Q13233
57663405,Q12809
137655697,P43681
146421896,P35498
11667893,P46734
23643975,Q9NSY1
6918736,Q9Y2U5
25102847,P24941
