PubChem_id,Uniprot_id
9961766,P05107
155804973,Q15303
3964,P35367
11582178,Q13255
16659841,O60674
16658103,P27487
135368373,O95835
168286940,P28335
58109240,P28845
138479309,Q92793
140629025,P56817
126565,Q15831
10256503,P41143
10571335,P35354
4543,P35367
49784893,P42336
155289405,Q12809
11678534,P37231
15983966,P53350
58088056,P46098
46896338,Q13547
74221070,P22894
11576852,P42574
10414330,P08514
126565,Q16620
122548372,O15379
28864,P28223
136056548,P43403
53325283,P45984
127030069,Q99705
59337052,P28845
87343636,P42336
57345659,Q9Y5N1
6918852,P49761
49855167,P31749
10436126,P00734
85468763,P56817
71212337,P49840
68336251,P68400
45482735,P08684
126557761,P56817
11712625,O15197
145983516,P51684
45379811,P35968
58191997,Q13547
11458616,P33261
56960607,P23458
163196365,P22303
155559306,P27487
139390026,P06493
124121435,Q13224
10388027,P27487
135743577,O60341
121494214,Q9H2K2
91895914,P04626
76324878,Q8WUI4
54582924,P55210
23644745,Q05655
5328940,P06239
90411892,P56817
24999737,P42345
10072299,P08709
70693248,P42338
16040671,P51677
11705343,P04626
45275255,P23458
22336172,P13726
16718671,P00749
132259623,Q9UBN7
71553310,P09211
25182769,P21453
145489022,O00767
2551,P20309
76310598,P05556
16659061,Q99705
44620895,O95977
155547509,P27338
44576212,P53778
44416036,P14635
9999276,Q08493
135576187,O60341
24748573,P14635
162678296,P08581
11120913,P27338
11497983,P16234
136092218,P00749
6507285,P34913
87343636,P42338
3689,Q12809
134152624,O60674
4634,P20309
25262792,P42336
24754344,P15538
155550772,P21397
10216627,P22694
5330158,P22607
24360,P30872
16125372,P20309
135126462,P56817
71463198,P11712
145988110,P35498
5327837,P00533
168270594,Q9Y2D0
81689842,Q8WUI4
146474154,Q9NR97
155925021,Q13547
44319005,P00915
11577725,P05771
78321765,P56817
24905204,P78527
118717617,P00533
72698602,Q9UHD2
117917302,Q7KZI7
122653241,Q14145
118723327,P42574
162722055,Q9UBN7
44447542,P30542
60170775,P35372
122419211,Q08345
90396949,P09211
22097191,P23458
44454303,Q92847
5330804,P14635
129205172,P51449
46846072,Q02156
44592833,P00742
134263768,P08173
25183872,P49720
90665811,Q13547
24860443,P27338
23648378,P25774
130288431,Q99500
129237035,O60674
11664423,P42574
16086340,P00749
71586553,Q00987
16007391,P09619
118457052,P00740
153531813,P22455
10389239,Q13627
90373358,P56817
44473128,O15492
162658578,P08253
58189810,P11712
155517088,P23458
155765875,Q9BZP6
5280442,P04798
90395377,O60341
176155,P48729
31036,P43166
10740410,P00915
118796698,P27487
155765825,Q9BZP6
5360696,P31645
90414194,P53634
46946083,P21397
44349787,P08254
11514219,P00915
126565,O14920
10366136,Q9Y6E0
73453,P50406
86687639,Q15858
10519415,P00915
1377410,Q16790
137640248,P00740
46216796,Q04771
16748789,P13497
132020475,Q15858
11545508,P27487
136240093,O00311
118728326,P42336
122184848,Q9UBN7
44251637,Q04759
46885626,Q9NQS7
11396738,P16234
9927764,P14867
16122818,P29274
68335348,P68400
118063735,Q96RI1
135285462,P56817
139557074,P07333
122650373,P14902
44377665,P13945
57389627,P42338
138686416,Q9NR97
75201717,P29597
118689233,P31645
155765769,Q9BZP6
10625651,Q16790
