Drugbank_id,Uniprot_id
DB00528,P00533
DB00768,P30536
DB01062,P19320
DB12543,Q01814
DB01010,P0CG30
DB00511,Q15120
DB01085,Q969S8
DB00424,Q9UDR5
DB00275,P20701
DB11590,P00505
DB13877,P12104
DB11275,P02751
DB13953,P10176
DB00322,P00748
DB01116,P60842
DB01595,P27824
DB00590,Q9BY32
DB02691,P27338
DB11738,Q99250
DB01252,O75762
DB00927,P36897
DB01252,P47989
DB13925,P22001
DB09555,Q96SW2
DB08799,Q99828
DB09186,Q9Y5Y4
DB00541,P29401
DB11652,Q9BRS2
DB09065,P05181
DB06709,Q9Y4U1
DB09241,Q96S37
DB09090,P07204
DB04843,Q9BUB5
DB06736,P10515
DB00975,Q9P2K8
DB01054,P38936
DB15102,P05023
DB01427,O14842
DB00246,P37088
DB09272,Q9UF02
DB00519,P24385
DB00611,Q9Y230
DB06711,O60701
DB00725,P35368
DB01535,P37059
DB00253,Q9Y2H9
DB02207,O95865
DB00736,P18825
DB00922,O75762
DB11633,P50579
DB01425,Q16512
DB01250,P11166
DB05223,P18846
DB01192,P10109
DB01195,P13945
DB09257,O00469
DB00165,P20594
DB00533,Q13547
DB00831,Q14680
DB00145,Q96QT4
DB02285,P15121
DB00532,Q14534
DB00530,Q9UJT0
DB05482,P07332
DB06283,O14757
DB01229,O75762
DB01442,P61073
DB01497,Q8NHE4
DB11273,Q9HBG4
DB11619,Q15303
DB01396,Q16873
DB01342,O95864
DB09121,O75880
DB00480,O15554
DB06718,Q99640
DB00762,P63000
DB13191,O75838
DB00938,O14936
DB06210,P21731
DB00127,O95977
DB11674,P42684
DB01082,P03372
DB00422,P98066
DB06678,Q9UJT1
DB00207,Q8IU85
DB00642,P19525
DB01536,O75891
DB16165,Q8TDU6
DB01463,Q86W47
DB12836,P62829
DB00757,Q16595
DB12565,P55072
DB06144,Q92934
DB01303,Q969P6
DB04821,P39748
DB05542,P14618
DB01026,Q15303
DB01608,P21917
DB00732,Q9H2X6
DB08834,O94804
DB01093,P00390
DB00938,Q2M2I8
DB01079,Q9Y478
DB09209,P30874
DB00558,Q16584
DB00233,P02790
DB01273,O60706
DB01144,P48058
DB05246,P28223
DB06594,P29320
DB13346,Q9Y5Y6
DB00894,O75838
DB00764,Q9NPA1
DB00746,Q14353
DB01200,P09486
DB00395,P28476
DB04468,Q13523
DB01564,P22748
DB01620,Q13733
DB02329,O14936
DB03394,Q9Y691
DB11447,P02649
DB13872,P00441
DB11642,O60391
DB00437,Q9H0K1
DB00412,Q6IA69
DB06712,Q7KZI7
DB09047,P02792
DB06741,Q05329
DB13164,P06576
DB04863,P56524
DB01002,P62942
DB01076,P34903
DB01223,O15382
DB09488,P28223
DB02342,P51884
DB01324,O75897
DB01419,Q8NEY4
DB01220,O00408
DB12110,P07288
DB02845,Q9Y463
DB09186,Q8TCG2
DB01433,Q8N159
DB00280,Q00266
DB05018,P18031
DB00645,P48736
DB02691,O15392
DB09214,Q5JPH6
DB00535,P15924
DB01114,Q9P286
DB04898,P14616
DB04440,P29590
DB00351,Q13177
DB00913,Q92781
DB01437,P29973
DB06137,Q05940
DB01157,P00338
DB01164,Q13557
DB00570,P28482
DB09245,P16860
DB00950,P27338
DB12010,Q14643
DB06718,P21281
DB01425,P98170
DB05928,P09619
DB12543,P04054
DB11712,P19525
DB01621,Q96FI4
DB01191,Q14524
DB01011,Q9UL54
DB06246,P04196
DB04690,P50579
DB00532,Q9UBF8
DB06587,P04217
DB05383,P11712
DB01034,Q14749
DB12332,P00750
DB01221,P05771
DB01548,P00966
DB12695,P02795
DB02377,P07327
DB00747,P48051
DB06013,P21549
DB00887,P06576
DB00655,P31151
DB14754,P80404
DB06153,P49662
DB05015,P29972
DB02377,P27797
DB12789,P00374
DB00904,Q96BR1
DB01878,P62269
DB05542,P43116
DB14766,P32297
DB00909,Q8NEV4
DB00876,P22413
DB01185,Q9H0K1
DB00659,P02533
DB09090,Q14833
DB00491,P08493
DB00503,Q13332
DB00499,P53350
DB01437,Q9UHC3
DB11689,P15086
DB01586,Q9HAZ1
DB09064,O60359
DB09061,P04271
DB00178,P54709
DB13003,Q9UKI8
DB01207,O00222
DB08922,Q9BQI3
DB00596,P19784
DB00197,Q96NR8
DB00904,P78356
DB01520,P08069
DB00970,P35348
DB03496,P08700
DB01100,P22830
DB08911,Q9UHD2
DB01438,Q8TCC7
DB00317,Q16478
DB08810,Q9HB21
DB01142,Q16864
DB11590,Q8NFM4
DB12177,O00329
DB00700,Q96FI4
DB06738,Q9UI12
DB11660,Q13873
DB00130,O60391
DB03374,P06703
DB00772,P09958
DB08951,P10145
DB00636,P24752
DB00900,P51168
DB04821,Q16873
DB11963,Q9Y2J8
DB06420,O14578
DB01394,P56524
DB04017,P00533
DB13760,P29074
DB09232,P49585
DB13720,P13569
DB00590,P13500
DB12255,Q8TCT9
DB08964,Q15878
DB00170,P17936
DB01565,Q7RTX0
DB00635,Q13393
DB00495,Q99571
DB13179,P28161
DB09371,Q13554
DB00239,O00763
DB01393,Q06830
DB00768,P31040
DB00499,P19021
DB04513,P04070
DB00302,P11413
DB09207,Q9H4B7
DB02901,Q14524
DB00383,Q9UBN7
DB00989,P29466
DB01193,O95835
DB06127,P00325
DB00327,P13073
DB06199,P33261
DB00959,Q9NSD9
DB06266,P60903
DB00652,P68104
DB01026,P62857
DB00552,Q86XF0
DB04898,P19835
DB08896,Q7Z2Z2
DB01419,Q9BQI3
DB05885,P07359
DB01071,P07741
DB00558,P55072
DB14840,O94804
DB11752,P07998
DB11800,P24752
DB05087,Q12879
DB09112,P06748
DB00831,P51858
DB04665,P40306
DB01110,P21283
DB00980,P61927
DB04356,P40926
DB00212,P27449
DB06204,Q13936
DB11348,P46782
DB00431,P49411
DB02282,Q13224
DB00223,P23921
DB01428,Q16832
DB00656,Q12851
DB05129,P11142
DB13877,P22309
DB00474,O15111
DB06154,P00740
DB00628,Q01118
DB00444,P04798
DB08877,P51800
DB06719,O75747
DB12537,P31350
DB00239,P48048
DB01186,P43403
DB08820,P46782
DB00775,Q6PHR2
DB00989,P14866
DB08901,Q02108
DB08836,P52788
DB09283,Q8TCG2
DB12005,Q9H3S4
DB00208,O43306
DB01410,P02708
DB03256,P51164
DB00342,P42330
DB00561,Q14103
DB12379,Q13177
DB00972,Q9Y617
DB00360,P27487
DB00388,O95954
DB01209,P78330
DB04794,P21452
DB06218,P06756
DB00285,Q13233
DB09054,P01579
DB01009,P02652
DB09048,Q9GZZ6
DB00997,P22460
DB02285,P84098
DB14507,Q02779
DB16098,Q16739
DB00648,Q15596
DB11800,P11802
DB00163,P47870
DB00820,P14060
DB06288,Q13873
DB13951,P62942
DB01489,P02790
DB01261,Q07021
DB02234,P07327
DB00914,P25100
DB08437,P24310
DB14542,P06396
DB09092,O76083
DB09185,Q9UJU2
DB01011,P35398
DB04845,P48051
DB02329,Q04771
DB12843,P35968
DB08486,P00325
DB03695,P14061
DB06442,Q9NZK7
DB00914,P50453
DB16690,P04350
DB02552,P21917
DB00768,P05121
DB06358,Q14542
DB01097,P06732
DB00232,P08493
DB04846,P63098
DB00443,P02786
DB09245,Q99527
DB00361,P17948
DB13269,P21397
DB01219,P00915
DB01400,Q96A05
DB04832,P14735
DB04885,P10632
DB13014,Q8NHE4
DB12340,Q9GZP0
DB00312,P05155
DB09123,P53609
DB04871,Q9NPA2
DB09239,Q9GZZ6
DB00557,P98170
DB08486,P98170
DB01219,Q00535
DB00234,P08100
DB14542,P00750
DB00502,Q08499
DB12645,Q9Y5Y4
DB01353,Q99653
DB08927,P04798
DB00776,P30874
DB06558,Q9NR82
DB00596,Q9NZQ7
DB01002,O43708
DB00280,Q06203
DB00761,P16455
DB00897,O43772
DB01012,P43652
DB00423,P20701
DB11397,Q16665
DB09093,Q8N907
DB01110,Q9H2K8
DB00897,P08294
DB04325,Q8NER1
DB12543,P63244
DB06579,Q07699
DB06267,Q9UPZ9
DB09013,P11586
DB01161,Q9NSD9
DB00728,P68363
DB17851,P02452
DB01093,P69905
DB01154,P50613
DB14539,P09486
DB01056,Q9UGI6
DB02901,P28329
DB11633,Q9UQL6
DB04903,P02818
DB14498,Q8WXS5
DB13014,P00747
DB02266,P54762
DB06243,P29350
DB09270,Q9NZV8
DB00870,P02708
DB00312,Q5S007
DB12001,P14902
DB00699,P07101
DB12062,Q9Y271
DB00643,P29474
DB11363,Q7LG56
DB08802,O75838
DB00322,P01138
DB12637,P52564
DB08912,P32004
DB00393,P04264
DB01426,P14410
DB00690,P10176
DB01212,P60709
DB00637,P07998
DB07348,Q13363
DB06148,Q16558
DB00901,P40261
DB00347,P29350
DB00539,Q13370
DB00758,Q6W5P4
DB11478,O14841
DB01427,Q15208
DB00511,O95977
DB05381,P00813
DB01213,Q92598
DB00663,Q14103
DB00575,Q9H1R3
DB15494,P28482
DB01210,O43772
DB00452,P34969
DB09202,Q9UBF8
DB00334,P00738
DB01039,O95264
DB00334,P29973
DB00641,P01591
DB00703,P54764
DB00967,Q9BY66
DB00593,O60706
DB01535,Q92736
DB11079,Q9Y6Y9
DB00176,Q9NP56
DB06406,P08708
DB02067,P24310
DB07996,P33151
DB01411,Q05329
DB00321,P07900
DB09285,P08235
DB15102,Q92952
DB06663,P42263
DB07841,Q9Y2T6
DB06739,P35590
DB01438,P12821
DB12831,P06746
DB00902,P45954
DB01170,P62312
DB14185,P21397
DB01133,Q9NYV7
DB01247,O43193
DB00187,P25103
DB06786,Q8N907
DB13872,Q9Y233
DB16629,P36897
DB12612,Q9NPA2
DB00482,O75348
DB06480,O95670
DB11699,P62753
DB09073,O75911
DB06191,P48551
DB08807,O14730
DB03756,O60359
DB12093,O95622
DB00370,P04264
DB00389,P55157
DB13310,Q9Y6F1
DB00228,P26358
DB02860,P42765
DB06741,Q14571
DB04835,P31323
DB09203,Q93050
DB00563,Q7Z2W7
DB01472,Q9UEW8
DB06155,P06756
DB01251,P41180
DB04851,P06746
DB08806,P02647
DB06800,P15502
DB00796,O14841
DB01408,P32004
DB00471,Q07075
DB00186,P49913
DB09073,O60488
DB03849,Q9UBN1
DB12843,P01100
DB05266,P18848
DB09143,Q15904
DB04690,Q9BXJ7
DB01063,O15197
DB06422,P19429
DB00572,Q9HC29
DB00759,P21731
DB00819,P10515
DB06016,Q05932
DB00441,P25705
DB00216,O94925
DB02659,P18405
DB05219,O60503
DB00884,P11142
DB00372,Q9H4B4
DB06233,Q9H2X6
DB13014,P08913
DB04334,P03951
DB11541,Q9Y285
DB03783,Q13370
DB09229,Q9H252
DB01126,O94788
DB01136,P17936
DB00316,P02746
DB01204,P19801
DB07954,P61925
DB06191,P04217
DB01408,P19838
DB06446,Q12874
DB00636,P35556
DB03394,P00367
DB11619,Q9NZD4
DB01791,P04839
DB00615,O96017
DB00762,P31025
DB04743,P55769
DB00437,Q08828
DB11830,P47869
DB01629,Q15878
DB01195,P04035
DB09244,Q02153
DB04890,Q92753
DB06736,P23415
DB00775,P49840
DB00328,Q01118
DB00641,O14730
DB14723,P25103
DB09124,P48039
DB13335,P14061
DB01129,P12235
DB02691,P00326
DB11793,Q04760
DB09096,Q06323
DB12978,Q9NSY1
DB01189,Q9NPA2
DB09238,P02649
DB06358,O15197
DB01159,Q969S8
DB09342,P29401
DB04209,P11216
DB09389,P05362
DB00940,Q9H1R3
DB06470,P12236
DB03566,P21266
DB00452,O60760
DB14568,O14980
DB04953,Q9Y230
DB00518,P11229
DB01698,Q8TCT1
DB00799,Q16322
DB00623,P30793
DB09099,Q9NQU5
DB00719,P49368
DB06040,O14746
DB04844,P68400
DB06412,Q16539
DB08960,Q15120
DB01250,P62269
DB00776,P30613
DB06678,Q9BY66
DB00211,Q13464
DB01173,P05181
DB01615,P07237
DB09049,P00441
DB00796,P42336
DB09257,P53985
DB07931,Q96PR1
DB02852,P08758
DB12001,P78352
DB08897,Q9P289
DB00960,Q9NNW7
DB01628,P15559
DB01069,P62316
DB06814,P02746
DB06781,P98194
DB09080,Q86T13
DB06678,P04083
DB09217,P35368
DB00445,P05155
DB01108,Q9NRF9
DB00852,O14757
DB00200,P12814
DB02589,Q05397
DB00189,P28676
DB00439,Q8NET8
DB00476,P08620
DB13158,Q13733
DB06751,P10632
DB06207,Q92736
DB06230,P46939
DB05294,P42681
DB04846,Q16512
DB00728,P07451
DB09488,P62857
DB01053,P05141
DB00552,P51649
DB11951,P20618
DB16200,P02786
DB14541,P10606
DB03394,P09769
DB04573,P02788
DB01472,P14679
DB01942,O95259
DB00346,P19801
DB02377,P30530
DB00682,P06396
DB00636,Q8N159
DB01394,Q14978
DB00640,P37231
DB12874,P45954
DB08899,Q99653
DB01628,P02749
DB11703,P15814
DB14881,P31644
DB13437,P40933
DB06213,P25705
DB00247,P35590
DB00704,P02753
DB04263,Q92736
DB06246,P27635
DB09289,Q9Y5Y9
DB07720,Q9UBN1
DB09231,Q14571
DB00402,P63000
DB00692,Q7L7X3
DB11730,P16233
DB06764,P68366
DB13837,P07478
DB00703,P31152
DB13154,P19878
DB11541,Q14697
DB00296,P05108
DB14723,P19838
DB11581,Q9UQD0
DB11994,P15502
DB09173,Q16134
DB09229,P30542
DB06695,P62508
DB01082,Q15139
DB07615,P29275
DB00700,Q9UHW9
DB00724,Q7Z460
DB00175,O00408
DB01623,Q96EB6
