Drugbank_id,Uniprot_id
DB08910,P35354
DB04871,P28335
DB16267,O75874
DB01303,P30542
DB00397,P18089
DB01048,P01889
DB14533,O14618
DB00518,P68371
DB08896,Q16832
DB12010,P04629
DB09283,P35913
DB11619,P30968
DB12364,P00742
DB01708,O60391
DB00404,P28472
DB11148,Q9P0X4
DB00237,Q9GZZ6
DB09130,P30041
DB11638,P09382
DB00483,P11229
DB00818,Q99928
DB11085,P07202
DB08882,P27487
DB00934,P23975
DB00268,P21917
DB14642,P30518
DB04842,P28223
DB00333,Q05586
DB00907,Q01959
DB00774,P43166
DB00897,P47870
DB14481,P27797
DB09061,Q16678
DB00252,P47870
DB09166,P18507
DB00248,P08588
DB00408,P28335
DB01295,P35348
DB12010,O96017
DB00313,Q9UBN7
DB00637,O95259
DB00912,Q09428
DB00477,P18089
DB00794,Q99928
DB14487,P35858
DB12010,P54762
DB02589,P29474
DB01592,Q96FI4
DB00227,P04035
DB00908,P35348
DB09285,Q15722
DB13345,P28221
DB08875,P08581
DB01036,P11229
DB01567,Q99928
DB04348,P19835
DB01215,P47870
DB01159,Q8TCU5
DB12141,P34969
DB01054,Q9NPA1
DB00555,P30542
DB00142,Q13002
DB00813,P35372
DB00598,P08588
DB00834,O75469
DB06282,P35367
DB00469,P35354
DB08162,P61925
DB12404,P47870
DB01236,O14764
DB00988,P21918
DB00311,P22748
DB09130,P15531
DB00622,P35368
DB08800,P35367
DB00568,P21918
DB12116,Q86XF0
DB00672,Q09428
DB01212,Q8TCC7
DB01483,P42262
DB06605,P00742
DB00584,P12821
DB01215,P28472
DB01577,Q01959
DB01253,P35348
DB06335,P27487
DB11823,O15399
DB00307,P28702
DB00490,P25100
DB00747,P08173
DB13872,O14764
DB01244,P0DP23
DB14533,P00450
DB04513,P0DP23
DB01544,Q9UN88
DB01238,P35368
DB01567,P47870
DB13025,P25100
DB14490,P69905
DB08964,P43116
DB06288,P35372
DB11951,O43613
DB00573,P35354
DB14487,P01031
DB00831,P63316
DB09048,P25103
DB00162,O95237
DB00904,P28222
DB15488,Q92847
DB01242,P28335
DB12695,P03886
DB00751,P35367
DB01065,P03372
DB13746,Q9UQD0
DB09555,P35367
DB00454,Q14957
DB01043,Q8TCU5
DB00502,P35462
DB14481,Q99584
DB12010,Q9BXA7
DB11273,P08908
DB09096,Q05655
DB00455,P35367
DB13025,P08908
DB13985,P32745
DB06809,P61073
DB00540,P28335
DB01216,P31213
DB00659,O15399
DB09096,P05129
DB14489,Q96FI4
DB00748,P35367
DB05885,P23415
DB02282,Q13126
DB01489,Q99928
DB00242,P31350
DB11800,P10721
DB09173,P35372
DB00349,P18507
DB01136,P48050
DB01558,Q8N1C3
DB00564,O75469
DB11590,Q9UPY5
DB11755,Q7Z2W7
DB01220,O75469
DB01325,P55011
DB11582,P78334
DB01173,P23975
DB11541,P03372
DB11093,P30626
DB14533,P46663
DB00934,P25100
DB01236,P47870
DB00982,P13631
DB09167,P31645
DB00228,P62955
DB00159,Q07869
DB00907,O60939
DB00502,P35348
DB05018,P06280
DB00454,O15399
DB01159,Q9NPC2
DB00435,P29474
DB14973,P23458
DB01085,P20309
DB06144,P35348
DB03758,P08238
DB13837,P28472
DB01136,P16860
DB00598,P35368
DB09061,P21554
DB01428,P10275
DB01576,P18089
DB12695,P55072
DB12010,P41240
DB01295,P08588
DB00675,P62508
DB01242,P31645
DB00568,P35367
DB12278,P35348
DB08815,P28223
DB04440,P00813
DB13985,P30874
DB14488,Q969S2
DB00252,P28472
DB01013,P04150
DB12141,Q9UM73
DB00831,P35348
DB01593,P14923
DB09167,P08912
DB14672,P18507
DB01014,P09917
DB00408,P21917
DB03467,Q04828
DB00523,P19793
DB08399,P25705
DB00201,Q14432
DB00280,Q9UK17
DB00811,P12268
DB06288,P14416
DB12537,P18505
DB00675,Q12809
DB14533,P00736
DB00189,Q99928
DB01026,P08686
DB00371,P18507
DB01090,Q9GZZ6
DB05541,Q99250
DB12645,Q8WUI4
DB01205,P28472
DB00252,Q14524
DB00182,P25100
DB09130,P02656
DB00548,P14679
DB12116,P26358
DB00342,P08912
DB01115,P0DP23
DB00631,P23921
DB00898,Q8N1C3
DB15490,P18505
DB01079,P41595
DB00334,P08588
DB11755,O75762
DB05381,P25021
DB01239,P08173
DB00132,O60427
DB00565,P17787
DB09304,P28221
DB02587,O60266
DB00233,P09917
DB05137,Q9UGM1
DB15822,Q08345
DB01174,Q12879
DB11901,Q16445
DB01548,P35372
DB00364,P02671
DB14840,P16234
DB01224,P28566
DB06153,P28222
DB00753,P17787
DB00252,Q99928
DB01211,Q9Y6L6
DB00313,P51649
DB01708,P28472
DB00726,P20309
DB01136,Q12809
DB00292,P18507
DB09286,P28223
DB00489,Q12809
DB00726,P35367
DB11582,O14788
DB09235,O00555
DB14011,P05177
DB05271,P14416
DB14715,Q9UN88
DB09244,P21397
DB01559,O14764
DB00342,Q12809
DB01248,O75469
DB00159,P09917
DB00206,Q05940
DB05262,P47989
DB12010,Q9HBH9
DB00334,P21917
DB13875,P50135
DB01174,P42262
DB00350,P00797
DB09201,P37231
DB00252,P54284
DB00493,Q9Y694
DB04946,P35367
DB01045,O75469
DB00168,Q7RTX0
DB00248,P14416
DB01553,Q8N1C3
DB04209,P41743
DB01593,P68104
DB00244,P09917
DB00228,P18505
DB00363,P28566
DB00610,P35348
DB01077,P12236
DB01373,P20810
DB00228,Q99928
DB12010,Q9UK32
DB02587,Q92793
DB00652,P35372
DB09130,Q15185
DB09213,P12104
DB11855,P08912
DB14533,P35527
DB01558,P28472
DB00308,Q14654
DB00312,P78334
DB12565,Q9UBN7
DB00849,P36544
DB01159,O14649
DB00181,Q9UBS5
DB08889,P49721
DB09213,P35354
DB09089,Q92952
DB00201,Q14571
DB01544,P47870
DB02527,P31323
DB12010,O15075
DB00458,P34969
DB05465,P36888
DB00399,O95749
DB14481,P04271
DB00477,P21917
DB15566,P04150
DB00984,P10275
DB00589,P34969
DB06255,P42574
DB00925,P35368
DB00197,Q07869
DB06712,P54284
DB14542,P04150
DB01452,P35372
DB00312,P47870
DB00934,P18089
DB04842,P14416
DB05428,P31350
DB01136,P63252
DB14487,O14618
DB04868,P10721
DB00153,Q08289
DB08804,P28222
DB14487,P07357
DB14488,Q96FI4
DB01589,P78334
DB00433,P14416
DB13955,P03372
DB00945,Q13131
DB01587,Q8N1C3
DB00388,P35348
DB00312,Q99928
DB05812,P05093
DB01454,Q05940
DB01238,P28223
DB00159,P32418
DB02342,P04798
DB00986,P08173
DB00243,P54284
DB00546,P18507
DB00468,O15554
DB01114,P23975
DB09064,Q07869
DB12010,P06241
DB01189,Q09470
DB00574,P28335
DB04836,P31645
DB01118,O00305
DB00661,P54289
DB00543,Q99928
DB00246,P28335
DB00945,P28482
DB00988,P23975
DB00373,P08588
DB00186,Q16445
DB09079,P09619
DB01303,P27815
DB00899,P35372
DB09195,P35348
DB00935,P25100
DB09130,P62937
DB00683,P47869
DB00142,Q9UPY5
DB08804,P10275
DB13953,Q14457
DB06712,Q13936
DB05383,P35228
DB06738,O60391
DB01224,P11229
DB00248,P41595
DB01234,P35228
DB01472,P21397
DB11638,Q08170
DB00555,Q9UN88
DB01043,Q05586
DB01545,P18505
DB09085,Q9NY46
DB01033,P12268
DB11994,P10635
DB01017,Q16539
DB11273,P08588
DB00277,P30542
DB00775,P05106
DB01209,P35372
DB00783,O75469
DB00823,P03372
DB09295,P35354
DB14533,P01011
DB13269,Q99250
DB05015,Q8WUI4
DB01591,P08173
DB04896,O60391
DB01544,Q99928
DB12010,P49840
DB01221,P29475
DB13437,P78334
DB00924,Q06278
DB00280,Q12809
DB00153,Q02641
DB00722,P12821
DB09536,Q9UEW3
DB09194,P20309
DB06595,P16234
DB12010,P22309
DB14185,P28223
DB00603,P28472
DB00675,P41743
DB00120,P17735
DB04896,Q14957
DB01076,P04035
DB01017,P35228
DB01221,P28223
DB04855,P18089
DB00035,P37288
DB11763,Q04771
DB01142,P28223
DB12582,O75469
DB01149,P35368
DB00825,Q13936
DB00842,Q99928
DB11348,P09486
DB00904,P08908
DB00306,P47870
DB00237,P48058
DB00312,O14764
DB14649,O75469
DB14924,Q08881
DB00413,P35462
DB01336,Q15822
DB13643,P18505
DB05260,P31350
DB11235,P08912
DB01133,Q8NEY4
DB01593,O75340
DB14487,P60174
DB00481,P50453
DB01215,Q99928
DB00543,P28223
DB00480,P35354
DB01593,P02766
DB09202,P35368
DB09085,Q92736
DB13751,P01375
DB01151,P35348
DB02845,P06276
DB06153,P28335
DB00404,P78334
DB00306,P18507
DB09130,P22626
DB03600,P37231
DB05095,P35354
