0,1
44259,PIK3CG
5494449,RSK1(KinDom.1-N-terminal)
5329102,ROCK2
6450551,AURKB
44150621,PIP5K2B
16725726,SGK3
5328940,GRK4
10113978,YSK4
10184653,RIPK2
11984591,PKAC-alpha
153999,HIPK2
44259,MEK3
10461815,ABL1
123631,LTK
3062316,SBK1
25243800,CSF1R
11717001,RAF1
3081361,VEGFR2
10138260,HIPK3
11427553,CSF1R
11338033,DYRK1B
11234052,KIT
5287969,DRAK1
16038120,MST3
44150621,RIOK2
3081361,MINK
51004351,CDK11
11427553,EPHB6
16007391,EIF2AK1
156414,ACVR1
51004351,ROCK1
5329102,MINK
126565,PKAC-alpha
44259,NEK5
176155,JNK1
5287969,CDK11
16038120,AAK1
126565,EGFR
11427553,LATS2
126565,PIK3CB
24180719,BRAF
11667893,MAP3K2
10138260,BLK
5287969,DYRK1B
126565,TNK1
126565,MAP4K3
176167,RPS6KA4(KinDom.1-N-terminal)
11626560,ANKK1
44259,ZAP70
42642645,MINK
5329102,SBK1
5329102,STK16
25243800,CSNK2A2
5328940,ULK1
5329102,TLK2
16038120,LATS2
208908,LOK
126565,LIMK1
11409972,STK35
3062316,JAK3(JH1domain-catalytic)
16722836,CIT
44259,TLK2
126565,FLT4
123631,PIP5K2C
9926791,DCAMKL1
44259,MKNK2
3025986,MKNK1
11364421,MYO3B
44150621,PIP5K1C
3025986,BRAF
126565,FGFR1
11409972,RIOK2
25127112,STK39
9809715,FAK
4908365,MEK1
11364421,PIK3CD
5494449,MLK3
10138260,GAK
51004351,MAST1
156414,RIOK1
9926054,ERK3
51004351,LRRK2
447077,FLT3
11656518,BRAF
51004351,PRKR
5328940,MST2
16038120,CLK3
10461815,CDKL2
5494449,MELK
9809715,RPS6KA5(KinDom.1-N-terminal)
44150621,CDKL2
11409972,CAMK1
17755052,GAK
44259,BMPR1B
5287969,CAMK2G
5287969,MLK2
3081361,AURKC
25243800,TRKB
11485656,ROCK2
11409972,AURKB
153999,PIM3
25243800,SLK
11626560,DDR1
4908365,GSK3A
176870,ERBB4
11626560,INSRR
5291,CLK1
44259,SNRK
5287969,CSNK1A1L
44259,IKK-beta
11409972,PRKX
3025986,IRAK3
5328940,TAK1
16722836,DAPK2
3062316,MAP4K2
5287969,STK33
176167,CDK3
9933475,CSNK1E
5329102,TYRO3
44259,AKT1
42642645,MET
16038120,PRKCE
216239,MAP4K5
44259,PLK2
176870,TXK
9915743,TIE1
11314340,VRK2
25127112,GRK1
4908365,EPHB6
5329102,CSF1R
16038120,MAP3K2
216239,FLT3
16722836,INSR
11984591,LYN
25243800,RIPK5
5329102,DYRK1B
126565,SRC
4908365,TGFBR1
126565,RPS6KA4(KinDom.1-N-terminal)
16722836,MKNK2
9933475,FGFR1
9933475,TIE2
10138260,CLK4
16038120,SRPK3
3062316,EPHB6
126565,TLK1
3062316,CSNK1E
11338033,CLK3
216239,HIPK4
11485656,EPHB2
10113978,RIPK1
176870,TNK1
9915743,GCN2(KinDom2S808G)
24180719,FLT3
5287969,GRK7
5494449,TNK2
9933475,EPHA3
6450551,FGFR3
25243800,FLT1
216239,HPK1
11984591,MLK2
42642645,JNK1
10461815,SRPK2
5291,TNNI3K
5329102,CAMK1D
5287969,ALK
156414,EPHA4
11364421,PHKG2
24180719,ABL1
5329102,ROCK1
5328940,RSK3(KinDom.1-N-terminal)
16007391,TAK1
10427712,ERBB4
16007391,AXL
10138260,RET
9915743,BLK
16038120,ULK2
126565,CDC2L5
11314340,PKN1
16722836,MEK3
11338033,DCAMKL2
9926054,STK36
6450551,ROS1
126565,TRKA
153999,PIM1
16038120,CDK7
4908365,ACVR1B
123631,CSNK1D
447077,DDR2
11656518,ABL1
5328940,EPHA6
16038120,TRKA
11427553,FGFR2
5494449,TAOK1
10461815,CSNK1E
42642645,RIPK1
44259,LATS1
11984591,STK35
44259,FGFR4
11984591,PAK4
9926791,MAP4K2
24889392,LYN
11656518,PDGFRB
5329102,ULK1
11667893,FLT3
176870,FLT3
5328940,ABL1
25243800,SIK
42642645,HIPK4
11656518,TAOK2
16038120,RPS6KA4(KinDom.1-N-terminal)
5287969,PLK4
16038120,EPHA7
3081361,FGFR3
16007391,ANKK1
126565,MEK4
5494449,PLK4
3038522,AURKB
4908365,FLT3
126565,ABL2
176870,PIP5K2C
176155,PIP5K1C
4908365,MUSK
9884685,YSK4
126565,PYK2
126565,PIP5K1A
11409972,GSK3A
5328940,EIF2AK1
9915743,MST1R
156414,TXK
5494449,RSK2(KinDom.1-N-terminal)
156422,FLT3
10461815,ARK5
16038120,CAMK2D
51004351,FLT3
51004351,MAP4K2
10461815,BLK
11314340,CAMK2G
10461815,CASK
16007391,AURKC
10138260,JAK2(JH1domain-catalytic)
11409972,ZAK
11314340,TAOK2
51004351,PKN1
10184653,CIT
11409972,TIE1
9809715,MAP3K2
25243800,EPHA4
42642645,LTK
16722836,EPHA1
16038120,BRK
3081361,RIPK2
11314340,PAK2
216239,TAOK2
11427553,CSNK1A1
4908365,SRPK3
11409972,BLK
447077,NEK5
44259,IRAK3
176155,GSK3B
9809715,LRRK2
11984591,FLT3
16038120,ROS1
16722836,CAMKK1
24180719,HIPK4
10113978,FLT4
16722836,DYRK1B
10461815,EPHB6
10074640,BLK
24180719,CDK11
16038120,ERK2
151194,PDGFRB
42642645,TBK1
11409972,CSNK1D
11427553,CAMKK1
11984591,CAMK1
5329102,RIOK1
3062316,BRAF
51004351,GCN2(KinDom2S808G)
11656518,TYK2(JH1domain-catalytic)
153999,PKAC-beta
25127112,MAP3K15
5328940,EPHA1
16007391,ZAK
176167,PIM3
3062316,MAP4K3
9809715,MYO3B
9809715,PDGFRA
44150621,BIKE
11485656,CLK1
11338033,PCTK3
11667893,CIT
11314340,GSK3A
6450551,MEK2
11485656,AURKB
44150621,ULK3
9809715,PLK4
16722836,IKK-beta
44259,PHKG1
25127112,ROCK1
9809715,AURKC
11409972,CSNK1G3
126565,EPHA6
10138260,LYN
11626560,RIPK1
44259,EPHB6
3081361,CDK7
4908365,BTK
10427712,RIOK2
17755052,MYLK4
4908365,FGFR3
24889392,PDGFRB
447077,SYK
126565,AURKC
9915743,JAK3(JH1domain-catalytic)
3081361,ADCK3
16038120,YES
16038120,JNK3
11409972,MEK4
10113978,AURKC
51004351,FRK
11427553,BMPR1B
44150621,CLK2
4908365,ULK2
11712649,AURKC
24889392,SLK
11626560,EPHA5
16722836,FES
11234052,MAP4K5
16038120,TIE2
176870,SRPK3
11984591,FRK
44259,ROS1
11984591,ZAP70
11485656,CDK7
156414,IRAK4
9933475,EPHB6
44259,RSK3(KinDom.1-N-terminal)
16038120,MARK4
11427553,DMPK
156414,SIK2
16722836,NEK4
16007391,PDGFRB
16722836,CAMKK2
5494449,BLK
9929127,CLK2
44150621,LATS2
10184653,MEK5
44259,AMPK-alpha2
11314340,YSK4
126565,DCAMKL2
9809715,TBK1
10138260,SRPK3
25243800,PAK6
9915743,DRAK2
156414,BIKE
11626560,MAP4K2
11314340,MAP4K4
6450551,CSNK2A2
42642645,EPHB3
5494449,TESK1
123631,EPHA1
126565,CASK
16722836,PAK2
5329102,TAOK3
11409972,RPS6KA5(KinDom.1-N-terminal)
11667893,LCK
447077,VEGFR2
5494449,LTK
16038120,ABL1
10138260,MEK4
11626560,CDC2L2
9915743,MEK2
25243800,CSNK1E
10074640,ZAK
11712649,EPHA1
9915743,CSK
44259,MAP4K4
5287969,CAMK2D
208908,RIPK2
51004351,TRKA
44259,CTK
3062316,DDR2
3081361,HPK1
176870,JNK3
156414,ZAK
24889392,FRK
25243800,EPHB6
51004351,AKT2
9933475,EPHA8
3081361,PHKG1
44150621,GRK4
126565,YSK1
176167,AXL
25243800,MEK1
9809715,FYN
11656518,RIPK2
44259,RIOK3
447077,DMPK2
5329102,PAK4
5329102,RSK3(KinDom.1-N-terminal)
11626560,MAP3K15
11364421,HUNK
5329102,FLT4
25127112,JAK1(JH1domain-catalytic)
11427553,JNK3
9809715,ULK1
10138260,LOK
44150621,CIT
25127112,MARK2
153999,PKN1
447077,TNK2
10138260,CAMK2B
11984591,EPHB1
11984591,EPHB4
9884685,HIPK1
16722836,HPK1
11409972,EPHA6
44259,MST1
447077,ACVR2A
9933475,VEGFR2
10427712,CSNK1A1L
126565,CAMKK1
42642645,FGFR1
25127112,JAK2(JH1domain-catalytic)
11984591,LIMK1
