0,1
110,1866
1797,1688
1181,287
550,1869
905,1946
1150,916
262,2028
2367,2044
2360,286
1009,1458
1807,1137
2516,1138
2526,1125
1115,2044
698,1054
2187,1735
1919,972
2047,332
1171,133
1370,195
113,1799
1459,1828
807,153
2011,1245
499,673
783,1895
2089,2307
1115,1403
2505,499
2509,732
1452,1737
662,1119
1811,287
1765,1367
2469,1741
1181,1117
1579,2361
1150,2140
1466,948
269,484
916,557
627,739
617,186
2257,584
2522,173
1243,345
1524,356
1845,879
406,1303
717,1059
1452,151
508,200
47,1869
1825,1085
851,2428
416,215
526,619
227,1623
2010,732
1951,1335
2469,2178
318,529
2434,1949
642,1418
47,1329
999,1578
2143,361
769,2241
2475,333
1275,161
151,739
1409,21
1442,2314
588,1383
1811,453
318,764
2010,118
1155,1661
1065,1264
1593,2383
1655,1136
1316,2111
1872,919
1584,1070
2186,2475
2357,1196
2060,1751
1453,1117
1362,1340
1896,2282
110,893
165,254
240,365
698,234
1097,1229
1864,121
1918,1523
1205,622
107,1984
1852,1688
1107,1761
746,2243
734,2321
2023,47
546,1874
2186,521
70,619
873,2340
2365,430
268,209
704,424
318,1352
2089,439
698,763
1005,453
698,1929
301,1440
319,310
1797,869
2026,1241
1367,1862
2023,1053
1976,153
1807,1827
1935,1295
1722,467
2365,1001
2308,985
3,1637
1138,1576
800,1461
1322,430
1367,2140
2089,442
1205,2092
1773,148
1655,2138
720,2183
1977,1957
1204,1579
2218,1362
2306,153
734,1520
2434,213
994,21
1175,2370
240,161
886,102
1395,2000
1006,668
1476,1313
957,2208
1598,1352
1038,1675
1967,663
1724,1001
1803,18
1018,1927
807,1813
43,314
525,2040
1003,2258
2516,99
2257,296
1909,2160
1738,957
42,202
2003,317
2010,925
1936,1576
1773,1006
521,1560
1929,1054
2124,1822
951,1519
526,1370
1807,1513
367,572
293,836
771,1494
1030,2449
1516,187
1313,1966
2422,1418
957,2521
2047,2049
1362,408
783,1573
550,1793
2438,221
2330,2393
987,685
743,1094
723,2018
596,551
2469,1630
70,1813
2225,173
1159,2225
766,615
769,436
2002,2028
2326,354
1274,779
1765,988
1811,1001
1435,1719
1524,606
3,330
1003,1846
2509,355
2483,679
110,2153
2218,510
1159,1723
1723,631
1435,2498
1367,2417
556,1111
47,1658
2133,1399
2143,2229
1409,70
2351,1491
2447,2356
1395,321
42,486
1009,400
1346,823
2213,2017
2011,2361
1146,391
987,1914
1936,1484
2370,1094
331,2088
1991,2094
2213,314
2357,1238
1872,2124
1794,470
1035,1412
1856,1896
2416,2145
2186,1110
2105,1389
1773,373
2,581
2473,155
951,1289
1274,891
262,1626
1052,458
2017,1141
1115,992
1598,740
722,844
2367,1169
1313,2377
367,2131
2150,1839
475,1792
301,612
504,1960
783,2324
2521,1188
2376,7
1409,1107
2218,2324
2002,2229
113,1133
1765,1379
1204,1353
2360,1106
415,2474
273,1513
2330,1299
107,678
1656,630
1279,440
1825,1136
403,2399
1466,67
556,584
480,2110
1442,1874
1441,1948
2258,2259
1608,979
2133,983
1684,2436
1666,1809
1724,2136
689,133
432,725
1779,605
1150,2320
566,490
950,1472
999,1794
1032,1510
1181,1833
2232,1948
2193,1135
2308,1628
816,1288
1502,965
110,1065
2218,1436
807,1374
2483,526
1608,818
1797,1969
2281,871
596,336
256,209
2179,201
1204,1551
432,1389
743,342
1097,2383
107,1960
2281,132
2168,614
873,789
2067,181
662,2426
1722,2189
3,2498
653,310
800,657
698,293
113,819
1061,552
1131,1084
2213,2210
774,2021
1517,1680
330,1787
606,581
1835,2145
755,1109
687,1780
909,1135
1155,1725
1274,1755
740,2238
1276,1739
2433,109
1909,506
1723,173
2164,1335
2010,1444
2218,226
1729,1135
738,1626
151,389
916,1809
319,2171
1476,403
19,506
2505,1329
499,707
2179,920
588,260
1673,2071
504,148
1584,1760
1572,2508
1453,865
1728,2078
769,458
1579,241
1107,622
1171,8
2164,417
413,1014
1765,155
1466,1824
385,1578
1909,967
