PubChem_id,Uniprot_id
118560618,P05177
25118925,Q99759
54753626,P08684
11511120,Q5VT25
137636981,O43570
11485656,Q9ULC5
9811611,O75385
25118925,Q9UGJ0
66615678,Q12809
941361,P33261
54754722,Q12809
11977753,Q06187
118217854,Q92753
68071,P11309
24856041,Q00526
6433883,Q9UKV0
122589437,P42338
44182295,P46734
25118925,Q04759
11285002,Q9BZE4
5494449,P48730
3547,P07949
24905401,Q9NSE4
23653175,P54764
51042438,Q9Y4K4
25117126,Q13131
9933475,Q05513
92036,P22303
25145656,P36897
16123056,O15254
10127622,P27707
49797605,Q86TI2
176870,P29323
42642648,P45984
52913813,Q9Y572
86715938,P07339
644241,P49589
24826799,O43683
24889392,Q14680
53356518,O14920
25262792,P30086
25227436,P42685
644241,O95819
137659815,P32297
9810884,O96013
66553214,P08684
71300862,P42336
16654980,Q16584
23582824,Q9Y2U5
3213,P04150
17754438,P41250
132271619,P48736
9823820,P54753
46911863,P36896
71212434,O14965
25118925,P50613
25171648,Q9NWZ3
57869953,P08684
1893730,P27707
9811611,Q9UL54
23648330,P43235
44160269,Q13464
3033,P15121
90675933,P24864
11973736,Q8TDX7
118219043,P36894
66562573,P07339
126557182,P07339
24905401,Q92918
9811611,P29597
3038522,P07741
118737647,P07478
56949517,P31153
50922675,P51955
11511120,Q13555
9823820,Q13043
11620908,P07949
3025986,Q8IW41
5291,Q05655
164885415,O95271
10020588,P23219
11552706,P11802
72164201,P00750
11152667,P45984
25227436,P36888
10138259,Q08345
9808844,P11274
11234052,P51617
134129996,O00408
1893730,Q9P2R7
25145656,O14757
11620908,O15254
24993189,Q13177
122589389,P27986
25031915,P53667
45142457,Q9NWZ3
9829523,O00238
162722814,Q13547
25180108,P10635
23635314,P43405
10388027,Q86TI2
66829310,Q12809
24180585,Q12884
1779,Q16099
44591848,Q12809
9874913,Q9P2R7
11494412,P51812
49797000,Q86TI2
56949517,Q15131
11427553,Q16539
11667893,Q9H0K1
11978790,P07947
56949517,Q15375
53468202,P13866
176167,P31749
3794,Q00526
3062316,Q15067
25141092,P78368
6445562,Q9Y616
42642648,P36888
59757974,P23443
15295578,O15111
17755052,Q6P5Z2
10151881,O15264
151194,O00238
90645092,P05556
50922675,P50750
10074640,Q04912
11234052,O14965
10437018,P10398
51042438,P50750
9874913,P42685
24795070,P23458
71659494,P11712
31307,P33261
135398510,P37173
153125016,O60885
89455219,Q2M2I8
3547,Q15569
3038522,P19784
16659841,Q9H773
25181472,P55263
24995524,P49761
9915743,P33981
15984063,P03952
11552706,P07947
3152,P21397
682145,P21397
24905401,Q02750
46220502,P13861
44137675,P36896
90413383,P07339
24905401,Q15375
11656518,Q13976
11712649,Q02750
45142457,P49841
58083336,Q12809
24864821,Q13464
11667893,Q9NSD9
132271630,P42345
90654827,P00915
137530120,P29474
94391,P24941
24993189,Q99683
68678653,P50750
24993500,P11712
136173253,P33261
17755052,Q92499
25227462,Q5VT25
9808844,Q13555
11667893,P27448
24826799,O96013
25151352,O95819
25167777,P36888
1893730,P16591
118712788,Q12809
42642648,O75116
9868037,Q9Y6R4
91808046,O96013
44137675,Q14289
86687611,Q14524
46893990,P27487
54586969,O75469
137633007,P29275
59635683,P08684
11952856,P11362
118706538,P05177
70682584,P07711
24756910,P48730
16725726,Q9NTK5
123631,Q9NSD9
68290592,P20248
24871655,P08254
49806720,Q13627
891940,Q00987
24995524,P12931
23645407,Q14524
57379345,P15735
46191454,P29323
23582824,Q13177
24856041,Q9UL54
10302451,P12268
11494412,Q9UGJ0
11719003,P25098
11349170,Q12851
42611257,P53671
24993189,Q00535
16118392,O14757
24964624,P31153
68767124,Q12809
162722055,Q13547
15983966,Q14289
44462760,Q9P1W9
135368495,O95835
101902999,Q9H4B4
5327823,P12931
3062316,Q00535
165112162,P21917
24995524,P45983
51039094,Q02880
145962848,P42338
6918736,P78368
24905251,P42345
16654980,P09619
44289263,P07478
46843057,Q96RR4
164946811,P08684
122179847,P00918
44603533,P30085
155550748,Q6GPI1
9871074,Q04912
118211226,O00238
24794418,P36897
44187362,Q13976
25062766,P10398
24856436,P33981
59603829,P51955
46209133,Q86TI2
25262792,Q9UHD2
