0,1
6918454,RIPK5
11656518,DYRK2
216239,MYLK
9933475,CLK4
10427712,CHEK2
151194,TNNI3K
11234052,PFTK1
123631,TNK1
216239,PDPK1
11656518,PIK3CG
9929127,GSK3B
176870,CAMKK2
11712649,SRPK3
9926054,AURKB
11364421,TIE2
24180719,MLK3
11617559,PAK4
9929127,CDK5
16725726,CSNK1G2
11656518,PIK3C2G
10113978,DYRK1A
176870,LATS2
6918454,NDR2
11617559,PCTK3
11364421,BRSK2
10127622,TTK
10427712,INSRR
16038120,PIK3CB
5291,IKK-beta
11314340,TESK1
156422,FGR
11234052,SIK2
10074640,PHKG1
25243800,MLK2
16007391,ICK
16038120,CIT
9929127,ROCK2
10138260,ERK2
3025986,HCK
3081361,TAOK1
156414,MYLK2
11656518,MAK
25127112,PKAC-beta
11409972,PIK3CB
11617559,ERK2
5287969,FYN
9884685,CTK
11626560,CSNK1D
11427553,PIK3CD
11717001,TGFBR2
11338033,PIK3CD
9933475,SRPK1
42642645,MARK3
176167,CDK11
11409972,ARK5
11364421,EPHB2
9884685,MEK3
644241,ERBB4
25127112,ERK4
9926054,DRAK2
10074640,MAP4K5
10113978,CDK3
151194,MEK3
3025986,RIPK4
10127622,MAP3K15
25243800,TLK2
11667893,ERN1
6918454,ALK
42642645,CSNK1G3
176167,DAPK1
208908,NEK5
3038525,ULK1
11656518,ANKK1
216239,ACVR1B
11314340,TIE2
16725726,CSF1R
3038525,YANK3
176167,NEK9
24180719,CAMK2D
151194,MAP3K2
6450551,MUSK
11717001,PKNB(Mtuberculosis)
6918454,CDK11
10461815,RPS6KA4(KinDom.1-N-terminal)
176155,PDGFRA
3038525,MUSK
11338033,YANK1
11717001,CDKL1
176870,DLK
11717001,PDGFRA
24779724,BRAF
11485656,PKMYT1
3038525,CHEK2
6918454,CDK4-cyclinD1
11338033,MKNK1
16007391,MAP4K2
10127622,PAK2
208908,FAK
3062316,DYRK1B
11338033,ADCK3
208908,ABL1
447077,HUNK
151194,BRAF
6450551,DRAK1
11314340,MEK5
10127622,CSNK1G1
10127622,AURKC
11626560,RSK2(KinDom.1-N-terminal)
3038525,DMPK2
11338033,SNRK
42642645,NEK5
10074640,ULK2
6450551,AKT2
11427553,CSNK1A1L
11409972,TYRO3
11234052,LTK
123631,BRSK2
10127622,PRKR
10461815,SYK
5494449,PIK3CG
6450551,NEK3
11617559,NIM1
11234052,MELK
644241,DRAK1
9929127,LATS1
3038525,PAK7
176167,SRMS
4908365,VRK2
9933475,LATS1
24779724,PHKG2
176167,CSNK1E
5494449,PIK3CA
644241,NEK1
11427553,CDK3
17755052,DYRK1A
16007391,NEK5
11338033,MEK1
3081361,ERK4
17755052,JAK2(JH1domain-catalytic)
24889392,ASK2
11234052,AURKC
5328940,SRPK1
151194,TAOK1
9933475,AMPK-alpha1
123631,PLK1
11617559,CDC2L1
11656518,TNK2
216239,PAK4
11667893,PIK4CB
9926054,MAP4K5
151194,PRKCI
9933475,CHEK1
44150621,JNK1
151194,MYO3B
3038522,PRP4
5329102,CDC2L5
24180719,ANKK1
11364421,SIK
11617559,LIMK2
156414,CAMK2A
24779724,ASK2
6450551,PIP5K1C
6450551,TAOK3
24889392,CSNK1D
6918454,MAP4K3
9809715,EPHA7
10074640,NEK9
10461815,DYRK2
176155,CAMKK2
11712649,NLK
447077,ANKK1
5291,MARK3
9929127,MST1
11485656,DRAK1
176167,JNK1
3062316,NEK7
11717001,ACVRL1
44150621,SIK
151194,CSNK1A1
17755052,CDC2L5
447077,PRKD1
24180719,DLK
9926791,EPHA2
11338033,BMPR1A
10138260,ERK4
208908,GRK7
644241,ASK1
3038522,FYN
11338033,NDR1
16007391,p38-gamma
10138260,ACVR2A
11338033,p38-gamma
11364421,TLK2
176870,YANK3
11712649,MEK6
11338033,FGR
24180719,EPHA5
153999,BMPR1A
3038525,ZAK
11234052,ZAK
9926791,MAPKAPK2
42642645,GRK4
17755052,FGFR4
216239,RIOK2
11667893,ICK
11617559,STK33
9884685,LATS1
6918454,TSSK1B
11617559,KIT
10074640,TNK1
