drugbank_id_1,drugbank_id_2,label
DB00771,DB09271,1
DB00196,DB06616,1
DB00820,DB01359,1
DB00582,DB00910,1
DB00673,DB06335,1
DB00459,DB00603,1
DB00452,DB00671,1
DB00220,DB00620,1
DB00206,DB06480,1
DB06791,DB09063,1
DB00295,DB00376,1
DB00374,DB00974,1
DB00285,DB01038,1
DB00199,DB09128,1
DB01100,DB09290,1
DB00479,DB00554,1
DB00222,DB09128,1
DB00582,DB00864,1
DB01072,DB08439,1
DB00177,DB01359,1
DB00294,DB00582,1
DB00864,DB03880,1
DB00391,DB01036,1
DB00482,DB08976,1
DB00990,DB01238,1
DB00399,DB06696,1
DB00564,DB06616,1
DB00214,DB00497,1
DB00908,DB09118,1
DB00862,DB05521,1
DB00248,DB00571,1
DB00909,DB09072,1
DB06287,DB09118,1
DB00188,DB00625,1
DB00300,DB00749,1
DB09074,DB09118,1
DB00384,DB00783,1
DB00295,DB00774,1
DB00252,DB01030,1
DB00288,DB09063,1
DB01168,DB09289,1
DB01184,DB01264,1
DB00564,DB09065,1
DB00224,DB00227,1
DB00346,DB00350,1
DB00555,DB00692,1
DB00224,DB00997,1
DB06145,DB08912,1
DB00764,DB01021,1
DB00414,DB00731,1
DB00196,DB00717,1
DB00177,DB01275,1
DB00950,DB09280,1
DB00285,DB08820,1
DB00468,DB01193,1
DB00839,DB01045,1
DB01224,DB01255,1
DB00264,DB00281,1
DB00788,DB01082,1
DB00688,DB01097,1
DB01560,DB06282,1
DB01211,DB04868,1
DB01234,DB06626,1
DB01211,DB04835,1
DB00486,DB08872,1
DB00252,DB06145,1
DB00669,DB00767,1
DB00974,DB06441,1
DB00497,DB09118,1
DB00489,DB08896,1
DB00834,DB08871,1
DB00317,DB08899,1
DB00373,DB01119,1
DB01201,DB06335,1
DB00193,DB00601,1
DB00368,DB00745,1
DB00816,DB00880,1
DB00216,DB00696,1
DB04938,DB09063,1
DB00414,DB01267,1
DB00266,DB01095,1
DB00214,DB05039,1
DB00673,DB00700,1
DB00204,DB00246,1
DB00363,DB00842,1
DB01030,DB04855,1
DB00975,DB01136,1
DB01241,DB08899,1
DB00450,DB01233,1
DB00615,DB05521,1
DB00387,DB00945,1
DB01083,DB01595,1
DB00601,DB06144,1
DB00280,DB01120,1
DB00906,DB09054,1
DB00363,DB01558,1
DB01083,DB06527,1
DB00501,DB06702,1
DB06695,DB08820,1
DB00496,DB09118,1
DB00482,DB00502,1
DB00615,DB00956,1
DB00263,DB00996,1
DB01319,DB01320,1
DB00373,DB08868,1
DB00601,DB00935,1
DB00388,DB01001,1
DB00263,DB00277,1
DB00606,DB01192,1
DB00682,DB00991,1
DB01418,DB08794,1
DB00700,DB00806,1
DB09042,DB09080,1
DB00353,DB09065,1
DB00404,DB00470,1
DB00628,DB01017,1
DB00279,DB01045,1
DB00794,DB01201,1
DB04835,DB09054,1
DB00588,DB00598,1
DB00604,DB09065,1
DB01207,DB06228,1
DB00875,DB01017,1
DB00499,DB09277,1
DB01067,DB09280,1
DB00397,DB00841,1
DB06702,DB06717,1
DB01035,DB01182,1
DB00465,DB00642,1
DB09073,DB09119,1
DB00834,DB04953,1
DB00293,DB04817,1
DB00364,DB01137,1
DB00867,DB01288,1
DB00343,DB00374,1
DB00956,DB06204,1
DB01198,DB08912,1
DB01222,DB09065,1
DB00378,DB09075,1
DB00503,DB01259,1
DB00687,DB00808,1
DB00814,DB00945,1
DB00346,DB00796,1
DB06176,DB08873,1
DB00503,DB08877,1
DB01210,DB08896,1
DB00889,DB01247,1
DB01414,DB01418,1
DB00872,DB01232,1
DB00541,DB09063,1
DB00187,DB09080,1
DB01036,DB08820,1
DB00177,DB08822,1
DB01241,DB04938,1
DB01087,DB01614,1
DB00673,DB00864,1
DB00759,DB01061,1
DB00492,DB01021,1
DB00554,DB00563,1
DB00224,DB09071,1
DB01023,DB01254,1
DB00765,DB00921,1
DB06290,DB08895,1
DB00440,DB01016,1
DB01294,DB01418,1
DB00443,DB01097,1
DB01119,DB01162,1
DB00450,DB00843,1
DB00500,DB08794,1
DB01235,DB08941,1
DB00479,DB01416,1
DB00877,DB01016,1
DB00220,DB09227,1
DB01070,DB01436,1
DB00976,DB09074,1
DB00974,DB09030,1
DB00502,DB01600,1
DB00193,DB00953,1
DB00586,DB00686,1
DB00559,DB01590,1
DB00181,DB00875,1
DB00590,DB09054,1
DB00586,DB06605,1
DB00839,DB01203,1
DB00997,DB01033,1
DB00268,DB01106,1
DB01171,DB06707,1
DB00224,DB09143,1
DB00503,DB01238,1
DB00559,DB04908,1
DB00974,DB06228,1
DB00671,DB01082,1
DB00689,DB01418,1
DB01018,DB09118,1
DB00910,DB08873,1
DB00333,DB00387,1
DB00343,DB01590,1
DB00884,DB01082,1
DB00625,DB09102,1
DB00104,DB00414,1
DB00177,DB00999,1
DB00559,DB01229,1
DB00705,DB01609,1
DB00871,DB00938,1
DB00199,DB00938,1
DB00872,DB04845,1
DB00396,DB08907,1
DB06228,DB08912,1
DB00334,DB01560,1
DB00872,DB04855,1
DB00222,DB01234,1
DB09054,DB09065,1
DB01083,DB05246,1
DB06211,DB09268,1
DB00014,DB00864,1
DB00503,DB06684,1
DB00687,DB01016,1
DB00872,DB09073,1
DB00203,DB00338,1
DB00691,DB09282,1
DB00530,DB00834,1
DB01045,DB09268,1
DB01020,DB08931,1
DB00843,DB01038,1
DB00938,DB09073,1
DB01264,DB08912,1
DB08864,DB08874,1
DB00732,DB03615,1
DB00816,DB01364,1
DB00541,DB08899,1
DB06414,DB06616,1
DB01017,DB09071,1
DB00611,DB00999,1
DB01005,DB08895,1
DB00564,DB09123,1
DB00413,DB00996,1
DB00615,DB00884,1
DB00230,DB00790,1
DB00541,DB01601,1
DB00500,DB04272,1
DB00687,DB00977,1
DB00537,DB01232,1
DB00263,DB01067,1
DB00482,DB01172,1
DB00380,DB00997,1
DB01407,DB05039,1
DB00246,DB00956,1
DB00387,DB00875,1
DB00790,DB00999,1
DB00186,DB00651,1
DB00035,DB06204,1
DB00862,DB06717,1
DB00199,DB01100,1
DB01211,DB09075,1
DB00765,DB00897,1
DB00233,DB00563,1
DB01182,DB08873,1
DB00220,DB01254,1
DB00220,DB04868,1
DB00413,DB00660,1
DB00390,DB09102,1
DB06237,DB08873,1
DB01067,DB01211,1
DB00181,DB00593,1
DB00559,DB01023,1
DB01399,DB09214,1
DB00187,DB01182,1
DB00327,DB00524,1
DB00834,DB06589,1
DB00673,DB06413,1
DB00373,DB00449,1
DB01320,DB05271,1
DB00535,DB03615,1
DB01609,DB06414,1
DB00196,DB06636,1
DB00224,DB00404,1
DB01156,DB01238,1
DB00323,DB01041,1
DB00460,DB00999,1
DB06290,DB06480,1
DB01238,DB01609,1
DB00450,DB09071,1
DB00687,DB01155,1
DB00615,DB00619,1
DB00177,DB00195,1
DB00946,DB01166,1
DB00956,DB09042,1
DB00300,DB00452,1
DB00559,DB05812,1
DB00731,DB01120,1
DB00687,DB01609,1
DB00976,DB08896,1
DB00421,DB00854,1
DB00397,DB00601,1
DB00180,DB01264,1
DB00188,DB00945,1
DB00604,DB01072,1
DB00320,DB00502,1
DB00898,DB06204,1
DB00180,DB00880,1
DB09073,DB09102,1
DB00311,DB00333,1
DB00204,DB00594,1
DB00264,DB09291,1
DB00486,DB01106,1
DB00007,DB00938,1
DB00204,DB00346,1
DB00875,DB01247,1
DB05812,DB08899,1
DB01264,DB08895,1
DB00281,DB00521,1
DB00199,DB09075,1
DB00794,DB06589,1
DB00450,DB00794,1
DB01406,DB01436,1
DB00266,DB00493,1
DB01201,DB01211,1
DB00819,DB01560,1
DB00218,DB01024,1
DB00275,DB08907,1
DB00252,DB09079,1
DB06702,DB08893,1
DB00178,DB09292,1
DB00682,DB01319,1
DB06772,DB09063,1
DB01590,DB04855,1
DB00461,DB00465,1
DB00285,DB00573,1
DB00503,DB01048,1
DB00611,DB09272,1
DB00391,DB00765,1
DB01590,DB06335,1
DB00475,DB09272,1
DB01254,DB06616,1
DB00282,DB00788,1
DB00976,DB01609,1
DB00475,DB00872,1
DB00368,DB06262,1
DB00195,DB01392,1
DB00216,DB06290,1
DB00834,DB09078,1
DB00320,DB01267,1
DB00853,DB00864,1
DB00252,DB01166,1
DB00246,DB00952,1
DB00564,DB04574,1
DB05294,DB06616,1
DB00181,DB06204,1
DB00537,DB00881,1
DB00635,DB08895,1
DB00603,DB00976,1
DB00851,DB08880,1
DB00343,DB00938,1
DB00732,DB00959,1
DB00204,DB00450,1
DB00850,DB04844,1
DB00501,DB00706,1
DB01100,DB01211,1
DB00163,DB06209,1
DB00762,DB01241,1
DB00615,DB00980,1
DB00413,DB00593,1
