PubChem_id,Uniprot_id
52913813,Q9UL54
9806229,P00519
11167602,Q04759
124106089,P10635
9868037,P49137
11167602,P23443
25118925,Q9BZE4
122553494,Q92793
91930014,P27338
72188648,P00734
92045024,O15379
136173253,P05177
44187362,Q9HCP0
11713159,Q13177
9915743,O75385
66555680,Q14289
44205240,Q96GD4
168295973,P28065
11547499,P10635
44600413,P35228
9823820,Q15067
49836299,Q12809
23582824,Q00536
42642645,Q05655
56960447,Q9H773
44450384,P29275
44462760,O00311
9868037,P49589
49806720,P53667
24748573,P00519
44182295,P49674
91935959,Q86TI2
24993189,P11802
45142457,P30086
57394711,Q12809
66818541,P11712
135398495,O43353
9806229,P50750
135321127,Q13547
24756910,Q99759
25151352,P21709
118117357,P08684
54761473,Q13315
24767976,Q9NSD9
16222096,P50613
16222096,P25098
44449361,P10635
60195904,P25774
54586968,O75469
26257,P22303
57335384,O75385
44516953,P29597
11497983,Q9NSE4
25143506,Q14524
16659841,P36894
20801160,P07477
9911960,P07477
9849735,P52564
16665072,Q969V1
156012515,Q92753
3081361,P24941
42601485,Q96DB2
57990770,Q13043
11552706,P54764
151194,P53671
68078742,O15530
44450006,O75469
24864821,P51617
6445562,Q9UL54
10297043,P36896
25066467,P23443
23635314,P20340
155561694,Q9Y233
26218,P00915
16718576,Q13535
5291,P07949
44340907,P05129
44620892,Q99500
11667893,Q9NTK5
151194,Q04759
86292783,Q92793
42642648,Q9UHD2
86305217,P20813
24756910,P49840
52949426,P08684
9884685,P17252
11338033,Q9Y4K4
5287969,Q13177
42642648,Q9NYL2
46843057,Q05655
17754438,P12268
3025986,P43686
162722732,Q9UQL6
135398495,O14578
3821945,P06276
11712625,Q96L34
9863672,P61158
71496458,P00519
11494412,Q8IW41
56949517,Q9UBE8
24765037,Q96L34
10837144,O76074
46946079,P27338
24794418,P49840
121470709,P10635
11552706,P27448
9829523,P22612
134442331,P09619
11719003,Q96GD4
9806229,P36507
44330147,P45452
3038522,Q00526
25141092,Q9NYL2
15729977,P29275
16041424,Q9P1W9
16747696,P08631
25227462,P55263
118705849,P23219
71304814,P33261
42611257,P42685
44561191,Q6V1X1
10403711,P07900
44516953,P06213
42642648,Q8TD19
5330286,O75460
121365093,P06870
25134326,Q15746
176167,P00519
24853956,P0DMS8
9874913,Q16539
91826365,Q92793
644241,O14976
71727581,Q92499
11552706,Q12851
49806720,P10398
76282073,Q12809
164514095,O60885
23635314,O14578
11152667,O14578
129164668,P08684
24826799,Q99640
10341154,P29317
9896504,P03956
3038522,P52564
118433042,P21397
9868037,Q9NYV4
46885626,Q15569
44315664,P00734
57379345,Q96S44
71496458,P06737
45142457,P41743
16123056,P42685
11338033,Q8TDX7
11625818,Q6PHR2
117606729,P09769
127255875,P08684
23643975,P07947
10296883,P29317
25167777,P54619
4596836,Q9UQL6
59422203,P48729
60209195,P35916
11625818,Q16644
145952345,P08588
9829523,O60313
24964624,P15056
56649450,Q92499
9808844,Q13164
24995524,P33981
10437018,Q08345
10366136,P42684
10625652,P00915
9869943,Q05655
23635314,P23458
57335384,P41743
49864459,P03951
11955855,Q00534
16118392,Q14164
16222096,P41743
11712625,P49674
46885626,P09619
135398495,P28482
44188274,Q01959
25117126,P53667
44364680,P49662
22736235,Q05655
15983966,P38117
57335384,P49137
216239,Q9Y6E0
118720636,Q9NZ08
11973736,Q9Y616
16123056,P51955
24795070,O15254
25171648,P06737
123631,P13861
24795070,P21709
46220502,P61158
11713159,Q32MK0
50922675,Q02750
66555680,Q12851
153999,P06737
10074640,Q9NSY1
24756910,P30291
11569716,P03956
10288191,P36896
9826528,P46734
11532340,P29475
118217851,Q92753
6420138,Q86XP3
11285002,Q9UBE8
57379345,Q99759
46216796,P30291
132046817,P10635
10117027,P00747
16666708,Q9UPZ9
59268935,P32297
16007391,P54764
10297043,Q96L34
71041627,Q12809
16041424,P20340
117606729,Q9Y6M4
25256832,Q12809
11234052,P04629
10437018,P08069
17754438,Q9Y6R4
9826528,P36897
15887336,O00459
121470706,P10635
162722395,Q8WUI4
10341154,Q14289
16718576,Q6P5Z2
16124208,P05771
122589382,P42338
86290252,P00747
16666708,O75460
89455219,P54619
70694179,P42336
122181014,P24941
10151881,O15264
53384644,P10721
9826528,Q13164
66558639,P20813
11152667,P45983
10049358,P05177
6442177,P54760
13781932,Q14957
16739650,P46734
1893730,P06493
11978790,Q92918
138478955,O60885
25005985,P05177
10288191,P25098
11494412,P11309
51039094,Q16512
58881846,P45983
118523397,Q13535
16747683,Q9NSD9
44605037,Q13464
11167602,P20340
25147252,P15144
155548898,P20813
49806721,P05771
11952856,Q16512
86715905,P07339
25227462,Q9NTK5
44631912,O14578
11338033,O14578
10624176,P23219
58528757,P10635
22049997,Q13164
44603533,Q86XP3
25141092,Q15569
60753,Q13936
10437018,P23443
5287969,P53667
24826799,Q9UGJ0
44603533,P27707
10361512,P14416
58191997,Q9UBN7
44364107,P00734
11667893,P45984
11548630,Q13976
44182295,P49841
145704650,Q02750
141716982,P27986
45260674,O15399
118987449,Q9UQL6
11548630,Q16513
16041424,Q9P2R7
46841499,P35498
25141092,Q96RR4
9911830,Q6PHR2
176167,O76039
124222808,P07339
155518496,O15379
162722365,Q13547
16739650,Q04759
23582824,P41250
24964624,P48730
25066467,P12268
25141092,Q9UPZ9
11955855,Q9Y2U5
24889392,P49759
118731272,P27338
44454650,Q9UBN7
9823820,P27361
51039094,Q6PHR2
10341154,P27707
9806229,P17612
53354365,P08473
44462760,Q9Y6R4
68768923,Q12809
15986917,P08684
3820,P53350
44459743,P05106
9823820,P07948
11707110,Q9UL54
86290567,P00748
5039,P08684
54584273,P08684
24856436,P13861
5169,P52333
11973736,P15735
11955855,P51812
10427712,Q13555
17748274,Q86TI2
4878,P29323
11234052,Q9Y616
5291,Q9Y2K2
22049997,Q00537
16719221,Q00537
15295,P35218
24794418,P11362
16747683,P49760
4708,P06241
71566341,P08684
50922675,P54619
10414708,P11229
46220502,Q06187
23653175,P43686
25127713,O14578
44569927,P05177
86719933,P00915
24856041,P42680
90396967,P27338
9806229,Q8TBX8
11167602,P12268
44137675,Q92499
24905251,P42345
11719003,O15197
16666708,P42685
136069531,P08684
44344083,P07477
24864821,P49674
11671467,O95819
44472635,P05177
117737118,P08684
10575755,P24530
44423677,P03956
118987958,Q9H4B4
10864710,P00734
56658548,P10635
49855758,P56524
3062316,Q9H773
10288191,O43683
9890746,P28482
46830346,P45984
25118925,Q15569
16222096,P51812
9849735,Q04771
44143371,P49137
49864459,P00740
46885626,P17252
42642645,P31749
16123056,P10398
49867929,P24385
5287969,Q16832
165414710,Q08499
162648094,Q01064
54764158,P08684
10743381,P05106
53373577,P08172
42642648,Q06187
56954013,P05181
9871074,P54619
71585176,O15151
134442205,P09619
9863672,Q92918
9808844,Q00534
126689144,Q13535
10437018,Q9P2R7
58035576,P27338
24794418,Q13873
155526359,Q86TI2
44288112,Q15761
24964624,Q96S44
23653175,Q9NSY1
1893730,O94804
10324367,P00747
9863672,P78368
16666708,O75582
44340974,Q04759
3038522,Q9UKE5
139600335,P05181
17758019,Q13555
49806720,Q16832
58423153,Q9Y4K4
135398495,P06493
139301832,P00747
118720570,P21554
10296883,P18074
11152667,Q8NI60
44540072,P11712
11497983,P23443
5328940,P13861
49806720,P15056
10288191,Q9UGJ0
137654554,Q8WTQ7
44158089,P29466
10651147,P08588
118169620,Q12809
10430360,Q8NI60
9818702,P54750
11978790,P13861
25145656,P08240
45142457,O75460
44187362,P31749
49839480,O14920
17754438,Q9UHD2
44137946,Q00535
53483937,P08684
25171648,Q9H2K8
15467370,P35462
71727581,O43353
44137946,P52564
10113978,P49840
56846693,Q04912
11952856,P27361
24826799,Q8TBX8
1401,Q02750
9806229,O75116
9915743,Q5VT25
91826322,Q92793
11952856,O95835
176870,P16591
