PubChem_id,Uniprot_id
15983966,P49760
15604510,Q02880
46216796,Q9UK32
5291,P21709
11511120,Q9UKE5
23646231,P00734
6442177,Q12809
90200922,Q13936
137645065,P29275
72793778,P07477
10138259,Q9NYV4
71212337,P49674
24748204,P07947
155925021,Q9UBN7
162722379,Q8WUI4
155054127,P11712
44517677,P11712
45256689,P10635
23643975,Q8IW41
25145656,Q15759
17759555,Q13554
11493219,Q12884
11712625,P61158
44125170,O95977
24794418,P49674
66555680,P12268
51039094,Q7KZI7
11978790,P49585
11671467,P29317
23635314,P54764
72793778,P07478
118733354,Q12809
11713159,P07947
24767976,Q04912
22049997,Q16513
11713159,P61160
145704650,Q8IW41
11715767,Q16644
44137675,Q9P289
24765037,P42680
46843057,P78368
6253,P32320
141483850,P19838
44129065,P05177
134130546,P21453
23582824,P36888
155512836,Q86TI2
10430360,Q9Y616
118732037,Q99685
15604510,Q13131
121399082,P08684
129032964,Q13547
118707826,P10635
11485656,P12931
11152667,P52564
9849735,P52564
151194,O43683
71496458,Q13043
123631,P78368
86302574,Q9UM73
44462760,P54760
131965316,P06756
123631,Q7L7X3
46843057,P16591
9826528,P49589
10296883,P12931
57379345,P29323
25227462,Q9Y6M4
46864000,P21802
9826528,Q5VT25
58109730,P33261
11955855,Q14164
3038522,O00311
146408620,P05177
9910982,P00749
23635515,P06276
9808844,Q13555
10297043,P41240
11552706,Q15746
25227462,Q9UKE5
3062316,Q9ULC5
49855950,Q13547
23648322,P43235
154584271,P48736
16719221,P53671
9823820,Q8TD08
11977753,O14965
50922675,P48730
11494412,P55263
11494412,Q00537
44395024,P23219
25151352,Q16644
162722099,Q13547
16041424,P36894
46835922,P11712
16725726,P53671
16747683,Q12851
11285002,O95835
76325821,P35030
44631912,P53667
86715889,P07339
25167777,Q16513
53354365,Q86TI2
156869375,P08684
90675941,P24941
44355299,Q04759
46843057,Q9Y6M4
3794,O95835
153999,O14965
134491927,P03372
25110765,P20309
129012239,P00918
49797091,Q86TI2
122678983,O75469
45142457,O15254
11952856,P29317
85468764,P07339
9849735,Q00536
11234052,P15056
11671467,P49840
45142457,Q9Y616
10127622,O76039
156422,P68400
16222096,O75676
135338047,P07948
154593763,O60885
162722512,Q13547
11620908,P08631
9915743,P29597
9835305,P10635
6420138,Q15418
25118925,Q13043
25171648,Q9NWZ3
5494449,Q9P2R7
10296883,Q16584
11667893,P51955
5775,P35367
11955855,P31749
5287969,P49674
25171648,Q9ULC5
155534340,P00915
6918736,P29323
11048367,P05129
86267612,P05177
3062316,Q9UHD8
44347573,P00750
44605037,O14757
56960607,Q9H2G2
25145656,Q9P2R7
6445562,Q00534
118117690,P08684
11667893,O75582
44205240,P09619
10090485,P11362
5282335,P06239
3794,Q86XP3
10437018,P53350
11338033,Q9Y2U5
118960615,P31645
73214799,P03372
46216796,Q8IVH8
44205240,O15254
46216796,Q9Y6E0
151194,P10398
162722836,Q13547
71212446,Q00535
9911830,P15056
11303594,P33261
22049997,O14757
44182295,Q92499
134325553,O00329
9868037,Q7KZI7
59757974,P49760
50922691,Q16584
10430360,P28482
49803313,Q14004
137632356,P29275
5287969,P29323
9849735,Q04912
11272989,P06276
22049997,Q04912
155551969,Q9Y2K7
129032898,Q13547
9808844,P48729
24756910,P29597
42642648,Q15208
15604510,Q9NSE4
11955855,P07741
24748204,P41743
122193679,Q9Y233
162779167,P03951
5291,P11362
122599157,P27986
24856436,P53667
25151352,O14965
56649450,P27707
162675429,P33261
44137675,O94804
9874913,P04629
57990770,O96013
44580532,O00141
46843057,Q8TBX8
44182295,P54756
2754,Q01668
11497983,O00444
11271947,P00740
24771867,Q9Y616
25127713,P49759
44137675,P23458
146680920,P10635
51039119,P25025
150337226,Q9NR96
11213558,P49674
71461809,P08684
44355299,Q02156
9823820,P49761
11548630,Q9ULC5
11387605,Q04759
24748573,P28482
53384644,Q13464
10430360,P31751
146408603,P20813
90415322,P07339
11338033,Q32MK0
44406421,P07478
9826528,P53350
24756910,P07947
11977753,Q16513
57990770,Q16512
137655697,P02708
89809703,P07339
11656518,Q8TBX8
23635632,P06276
6918736,P18074
25102847,Q9BZL6
10127622,P04629
156013511,P00740
