0,1
6918454,TIE2
11656518,IKK-epsilon
216239,PRP4
9933475,IRAK1
10427712,FLT4
151194,TGFBR2
11234052,PRKD1
123631,TLK1
216239,SNARK
17755052,ROCK1
9929127,MAPKAPK2
176870,CSNK1G2
11717001,ASK2
9926054,DAPK3
11338033,CAMK2D
24180719,PFTAIRE2
25243800,PRKCQ
9929127,EPHA6
16725726,DDR2
25127112,TSSK1B
10113978,IKK-epsilon
176870,MRCKA
6918454,PKN2
11667893,CHEK2
11364421,DDR2
10138260,CSK
10427712,MRCKB
11364421,ULK2
5291,IGF1R
11314340,YES
156422,GSK3B
11712649,JNK1
10074640,PRKX
25243800,NEK2
24779724,MYLK4
11338033,TXK
9929127,VRK2
10138260,PIM2
3025986,MEK4
4908365,CAMK2A
156414,PAK7
16725726,ADCK4
11485656,FAK
11409972,RIOK3
17755052,CDK7
5287969,MST1
9884685,GRK1
24889392,EPHA8
11427553,YANK3
16725726,SRMS
11338033,PYK2
10074640,AMPK-alpha2
24180719,QSK
176167,CSK
11409972,DRAK2
11364421,GCN2(KinDom2S808G)
9884685,PCTK1
644241,LATS1
25127112,FAK
9926054,JNK2
10074640,NEK11
10113978,DRAK2
151194,MEK3
3025986,TRKC
10127622,MYLK
11717001,p38-beta
11667893,MARK4
6918454,CLK1
11717001,PFTK1
176167,DRAK2
208908,RIOK3
3062316,CDK7
11656518,CLK4
216239,CSNK2A1
11656518,RPS6KA4(KinDom.1-N-terminal)
16725726,CSNK2A1
3062316,CLK2
176167,PIK3CA
24180719,DYRK1B
151194,MAP3K3
6450551,PRKD3
11717001,SRMS
6918454,DYRK1A
11234052,AMPK-alpha2
176155,PKN2
3038525,PIP5K1A
11364421,BMPR1A
11717001,FGFR3
176870,GRK7
11717001,PYK2
24779724,CSNK1G3
11485656,SRC
3038525,ERBB4
6918454,EGFR
11338033,NEK6
16007391,MERTK
10127622,PRKCQ
208908,MAP3K4
3062316,MARK1
11314340,RAF1
208908,CDKL1
447077,PFTK1
151194,CAMK2D
6450551,MAPKAPK5
11409972,PIP5K1A
10127622,ERK1
10127622,CDKL5
11656518,AURKA
3038525,HPK1
16038120,MAPKAPK2
42642645,PIK4CB
10113978,CAMK2A
6450551,EPHA2
11427553,MTOR
11427553,CAMK4
11234052,MRCKA
123631,ADCK4
10127622,SYK
11234052,BMX
6450551,ARK5
6450551,RAF1
11656518,CHEK2
11717001,IRAK4
644241,IKK-epsilon
9929127,MRCKA
3038525,RAF1
176167,TRKA
5287969,CSK
9933475,NEK7
16725726,p38-gamma
176167,DAPK3
6450551,ALK
644241,PRKCH
11617559,TGFBR1
17755052,FER
16007391,PCTK3
11338033,MST2
