PubChem_id,Uniprot_id
71583193,P42574
148181020,Q92793
49797604,P27487
122510236,Q9NR97
163322146,P04629
134491835,P04150
156069343,P03952
154593787,Q92793
11619303,P21453
10573729,P00915
132272285,Q9NYK1
139326590,Q04771
135126139,P56817
118169620,P98170
23648387,P25774
15984936,P10275
90395377,P09211
166629032,P28062
3501,P00533
58528735,Q96BI3
16725726,P51817
162678561,P51449
51051331,P27487
117741618,Q15858
145991244,P28223
44137946,P04629
73659118,P29475
5330790,Q8WWL7
11647372,P48736
137529965,O14842
3793,P08684
118707111,P17252
24905401,Q9UK32
115237,P18089
10624176,P35354
133081097,P00734
16007391,O15197
168298901,O15379
44541014,P17252
656911,P29474
126556918,P56817
155560951,Q16790
71556703,P04626
5766869,P21918
134329686,Q9NR97
69922083,P39900
23647903,P00797
49797362,P27487
10615632,O95271
5328940,P54760
126523877,P56817
5329032,P35968
134330253,Q9NR97
91933047,P27487
132168392,Q9NR97
1924413,Q00535
14576389,P28223
9849697,P13612
71657619,Q99685
89951906,P05067
156070080,P03952
118500108,Q13315
141724616,P19099
44298728,P13945
25183872,P28072
57411837,O00329
135400189,P35913
10409068,Q16539
155551946,Q6PL18
145964978,Q13315
25141092,Q16620
44565585,P27487
10367277,Q9BZJ3
145955362,P23458
9808844,P09619
23647573,P31749
134442185,P10721
71077940,O75907
44327417,Q07869
45272511,P34913
90396977,P09211
5328354,P00533
127052286,P27487
44816692,Q9Y5N1
24882686,Q9HBW0
71455731,P48729
44376515,P00742
155765764,Q13231
5566,P35462
44593550,P43681
44430520,P43166
135747628,P11309
127025658,P21453
154593801,Q92793
156441743,P15056
76328790,P34972
76314267,P35462
1836,P14780
1474853,O43353
9935481,P00734
130196825,Q15078
118938565,Q13224
4260,P18089
124168080,P31391
5989034,P27338
86292783,P25440
73891099,P08069
6918647,P50406
16203668,P0DMS8
164620063,P42338
9961766,P20701
9808844,P35916
118559717,Q13224
3501,P51812
44255043,P41143
11187195,P27487
162506703,O15379
90415313,P56817
155512728,Q8IXJ6
44459743,P05106
137643121,Q15858
46884914,P05067
1897797,P23141
117652502,P52333
147111650,Q92793
57389627,P31749
