drugbank_id_1,drugbank_id_2,label
DB01248,DB01137,1
DB00953,DB00334,1
DB00480,DB01001,1
DB00734,DB00912,1
DB00945,DB00947,1
DB00945,DB00654,1
DB00860,DB01044,1
DB01586,DB00443,1
DB00557,DB00184,1
DB01217,DB00544,1
DB00180,DB00745,1
DB01212,DB00327,1
DB01076,DB00960,1
DB00454,DB00425,1
DB00196,DB00813,1
DB01233,DB00625,1
DB00180,DB00813,1
DB00945,DB00991,1
DB00396,DB01611,1
DB00332,DB00448,1
DB00818,DB00776,1
DB00953,DB00776,1
DB00213,DB00305,1
DB00780,DB00641,1
DB01026,DB00537,1
DB01112,DB00722,1
DB00440,DB01197,1
DB00635,DB00193,1
DB00836,DB01050,1
DB00350,DB01023,1
DB00275,DB01069,1
DB00445,DB01229,1
DB00635,DB00773,1
DB01140,DB00381,1
DB00883,DB01069,1
DB00927,DB01022,1
DB00881,DB00938,1
DB00313,DB00317,1
DB00381,DB00489,1
DB00480,DB00773,1
DB00512,DB01216,1
DB00153,DB00983,1
DB00975,DB00727,1
DB00230,DB00370,1
DB00564,DB00317,1
DB00635,DB01045,1
DB00630,DB01023,1
DB00621,DB00196,1
DB00924,DB01079,1
DB00398,DB01059,1
DB00577,DB00621,1
DB00577,DB00523,1
DB00333,DB00950,1
DB01233,DB01238,1
DB00967,DB00584,1
DB00880,DB00684,1
DB01036,DB00758,1
DB00494,DB00404,1
DB00555,DB01043,1
DB00649,DB00541,1
DB00624,DB00590,1
DB00585,DB00734,1
DB00285,DB00675,1
DB00585,DB00334,1
DB00257,DB00678,1
DB00598,DB00136,1
DB00425,DB00857,1
DB00874,DB00370,1
DB00443,DB01029,1
DB00860,DB00448,1
DB00860,DB01211,1
DB00999,DB01067,1
DB01114,DB00451,1
DB00571,DB00959,1
DB01020,DB01006,1
DB00625,DB00904,1
DB00673,DB01001,1
DB00196,DB00328,1
DB00681,DB00661,1
DB00585,DB00959,1
DB00967,DB00390,1
DB00250,DB00818,1
DB00381,DB00675,1
DB00540,DB00433,1
DB00790,DB00857,1
DB00330,DB00178,1
DB01229,DB00897,1
DB00563,DB00962,1
DB00285,DB00619,1
DB00351,DB00178,1
DB00497,DB00305,1
