Drugbank_id,Uniprot_id
DB15149,P11362
DB00843,P29475
DB01576,P23975
DB01014,P35354
DB00252,Q16445
DB00535,P05164
DB04519,Q07869
DB00721,Q9NPA1
DB00321,P25100
DB13953,O75469
DB00898,Q99808
DB00313,P14210
DB00929,P43115
DB04855,P10827
DB01164,Q99584
DB00463,P28472
DB01593,P07357
DB01251,Q15842
DB01595,P47869
DB14533,P01591
DB06446,P08908
DB09059,P37288
DB00199,Q12809
DB09167,P25100
DB11763,P29597
DB09130,P13645
DB09283,Q9NP56
DB06195,P50613
DB08895,P52333
DB06741,Q12879
DB12404,P31644
DB11577,P35348
DB00770,Q9Y5Y4
DB16019,P07288
DB00825,O60840
DB13872,O14764
DB00696,P41595
DB01103,P47712
DB00313,Q9Y5Y9
DB00201,Q14432
DB00630,P14324
DB01076,P35869
DB06202,Q92731
DB00475,O14764
DB01235,P21917
DB09167,P11229
DB11638,P63261
DB02659,P20674
DB05152,P11229
DB00907,Q9UQD0
DB00228,O00555
DB01351,P47869
DB00726,P46098
DB01541,P10275
DB00458,P21728
DB08897,P08172
DB01545,P31644
DB01229,O75469
DB12518,P14416
DB01038,P21728
DB00825,Q13936
DB06195,P06493
DB09236,Q08289
DB09130,P63261
DB00898,P42261
DB12010,P22694
DB01873,P04350
DB14487,P02765
DB00628,P18507
DB01593,P00441
DB01608,P35368
DB02115,P05091
DB09079,P36888
DB01373,P20810
DB00246,P28566
DB13581,P08173
DB01593,O14791
DB01113,Q01064
DB13955,Q15596
DB00797,P25021
DB00804,P20309
DB00669,P30939
DB00367,P10275
DB01544,P47869
DB03467,Q16678
DB14507,P29218
DB13335,P47869
DB01593,P69905
DB15569,P01116
DB09217,P35354
DB00242,P00491
DB00477,P34969
DB01511,Q99928
DB00548,P51857
DB01053,Q8TCC7
DB01133,Q8N8Y2
DB00726,P14416
DB01149,P08908
DB00197,P09211
DB09130,P00387
DB01878,P03372
DB06678,P08913
DB09089,Q12791
DB00898,A5X5Y0
DB11638,P04350
DB01110,Q9Y691
DB09017,Q99928
DB01045,O75469
DB11936,P53396
DB00203,Q13956
DB00454,Q12879
DB01159,P47870
DB01022,P02818
DB01183,P41143
DB01593,P01011
DB08811,P27815
DB01353,P47869
DB00277,Q15155
DB07780,O95749
DB01041,P02763
DB00612,P07550
DB00849,P42262
DB01189,O75185
DB04866,P02452
DB00867,Q9NPA1
DB00277,P29274
DB14487,Q06830
DB00374,P43119
DB00898,P43681
DB06153,P25100
DB01567,P28472
DB04209,P41743
DB14185,P14416
DB04846,P18089
DB06774,Q8NER1
DB12010,O43353
DB00317,P00533
DB00477,P08913
DB01093,Q01344
DB09282,P33402
DB13025,P28222
DB01352,P47869
DB01403,P21918
DB12010,P43405
DB06712,P54289
DB00842,P14867
DB00211,P25100
DB14533,P46939
DB00201,P29275
DB00228,P14867
DB14487,P30101
DB06153,P11229
DB14481,Q9UBV8
DB00397,P18089
DB11638,Q15942
DB14719,P34903
DB12404,P48169
DB08906,P06401
DB00898,P36544
DB09074,P42330
DB00683,Q99928
DB00201,P21817
DB00228,P62955
DB00939,P35354
DB04948,P28221
DB00428,P11168
DB00834,P04150
DB00408,P21728
DB12010,P07332
DB01511,P18505
DB00315,P28221
DB01558,Q99928
DB00115,Q99707
DB00458,Q12809
DB03010,P68371
DB12010,Q99640
DB12010,P16591
DB15035,Q06187
DB00201,Q13370
DB00231,O14764
DB01183,P23141
DB00433,P14416
DB00715,P35368
DB14001,Q13574
DB01035,P26358
DB12267,P00519
DB00717,P04150
