Drugbank_id,Uniprot_id
DB01129,P28676
DB08960,Q15120
DB01026,P56537
DB00814,P04279
DB08922,P63000
DB01656,P09210
DB13720,P00403
DB01173,Q9BYV1
DB05607,P13631
DB13125,P00352
DB00978,Q16478
DB01178,Q16659
DB01134,Q9Y6K1
DB00530,Q9UJT0
DB00696,P07451
DB12513,Q9NY72
DB00392,Q9P2K8
DB04851,Q96S37
DB01076,Q8TE23
DB04690,Q16654
DB00975,P30872
DB06230,P46939
DB06789,P06239
DB09071,P55769
DB01121,P42081
DB11619,P08172
DB11560,P23415
DB00334,O95865
DB04879,P08253
DB11837,P16220
DB01254,P04798
DB07768,Q9UKV0
DB06127,P26447
DB02552,O95644
DB03756,Q14289
DB04847,P29322
DB07348,Q8WXI7
DB00394,Q8N5S9
DB00491,P49411
DB00960,Q06830
DB01548,P62753
DB00764,Q9NPA1
DB05223,P43155
DB00381,P07359
DB01135,Q8TD08
DB06154,P00740
DB08802,P62277
DB01483,P05023
DB06151,P80365
DB02377,P21964
DB06468,P05106
DB12010,P32745
DB00287,P49747
DB00458,P63098
DB06233,P12931
DB00448,Q16558
DB09229,Q00536
DB00640,P10721
DB01099,Q6PHR2
DB01382,P20815
DB00750,Q13423
DB00902,Q9C0B1
DB16019,P00846
DB12184,O15528
DB00626,P07949
DB00334,P29973
DB08816,P63252
DB00669,Q05901
DB06213,P02766
DB11429,Q14032
DB13346,Q5KSL6
DB14059,P28476
DB12478,Q13885
DB00746,Q8WXS5
DB08167,P10909
DB09091,P02533
DB06335,Q9NZQ7
DB00628,Q96NR8
DB11642,Q70Z44
DB05137,P00492
DB00682,O00591
DB08486,P00325
DB00310,P30101
DB11447,P35398
DB00605,P14735
DB11090,P48507
DB09121,P34995
DB13751,P15086
DB09273,P02679
DB06616,P00403
DB13781,Q9Y5Y4
DB13166,Q96SW2
DB04519,Q96GD4
DB00659,P02533
DB01429,P05026
DB00495,Q99571
DB01629,P62807
DB09409,P12004
DB01267,Q9NY65
DB00261,Q16288
DB00371,O14832
DB00897,P16455
DB04957,P08908
DB00593,O60706
DB15565,P14867
DB00611,Q9Y230
DB11855,P18669
DB01041,P07900
DB13955,P12814
DB16703,O14965
DB11652,Q9NZQ7
DB01429,P46597
DB12184,Q9UGJ0
DB09230,Q9NRP7
DB11737,Q16322
DB06712,P02750
DB11703,P15814
DB11081,P50416
DB00389,P32320
DB12478,O75964
DB00768,Q9UHF0
DB00929,Q7KZI7
DB08868,Q9NZV8
DB00331,Q02750
DB06777,P05187
DB00626,P11217
DB14649,P21281
DB09235,P30536
DB09013,P11586
DB01213,P32297
DB01103,Q00532
DB00471,P49368
DB01656,P15056
DB01324,P0DP23
DB09401,Q92918
DB01403,P34932
DB01594,P04818
DB06469,P04049
DB13581,Q13946
DB13948,P04083
DB06764,P48728
DB00445,P05155
DB11365,Q02818
DB09209,Q01064
DB06710,Q07075
DB01600,P30626
DB00327,P28222
DB01244,Q92952
DB12332,P60842
DB06587,Q92952
DB12695,P62316
DB05039,P84098
DB02552,P04196
DB00415,Q8IVH8
DB04846,O14936
DB00904,P78356
DB13345,P23526
DB01228,P17658
DB09185,Q9UJU2
DB04889,P56696
DB11148,Q9BRS2
DB14064,O60939
DB08960,Q9NSD9
DB01189,P29218
DB11429,P41238
DB01708,P41238
DB00014,P68104
DB00118,P35858
DB01149,P16233
DB04707,Q13936
DB00656,P45954
DB03255,Q00537
DB06701,Q16881
DB06159,P27635
DB01349,O60218
DB00680,P00395
DB01245,P50750
DB06726,P29590
DB00945,Q92753
DB01148,Q06481
DB00350,P49619
DB09555,P35348
DB00953,Q16512
DB06283,O95644
DB02709,P23469
DB09078,Q9NZD4
DB09244,P56181
DB13953,P51800
DB14989,O60858
DB11699,P02655
DB00603,P27348
DB00178,P11166
DB00273,P53985
DB00797,Q15375
DB08486,P04083
DB06153,P10636
DB09244,P06241
DB00173,P02763
DB00298,P30968
DB01114,Q9P286
DB00857,P21554
DB15456,Q15746
DB01062,P40429
DB06635,P54760
DB00349,P09669
DB11817,Q00975
DB00367,Q9Y616
DB00883,Q969G6
DB00936,Q13488
DB00902,P52564
DB01435,P35368
DB01142,Q9H2X6
DB00347,P15502
DB11739,P15559
DB00886,P45984
DB01221,Q14957
DB00540,O15146
DB00132,P25105
DB00548,Q96FI4
DB01065,P15559
DB00575,O15382
DB01038,P06239
DB00940,P15814
DB00790,P07204
DB04630,P22557
DB00449,P55017
DB00750,P29034
DB00904,Q9H6Z9
DB01267,P27707
DB01194,P21462
DB01183,P15153
DB09389,P21860
DB04854,P50613
DB01113,Q03181
DB00913,Q8IVH4
DB04930,P01011
DB00745,P07900
DB00972,P07327
DB00957,P67775
DB00346,P19801
DB00186,P35498
DB00387,P01023
DB00898,Q15238
DB06777,P14416
DB16650,O60494
DB00439,P23258
DB01114,P19320
DB00310,P18858
DB11979,P02790
DB00909,O14832
DB02345,P36955
DB16165,Q8N1G2
DB06262,P01138
DB00280,P51649
DB00633,P53667
DB06732,Q9UK17
DB00834,P20648
DB00902,P43166
DB01324,Q8TD08
DB01419,Q8NEY4
DB00455,Q9P0Z9
DB08882,O60488
DB05667,Q13873
DB00704,Q13423
DB06421,Q8TC12
DB06637,Q9BTZ2
DB12319,Q2M2I8
DB00715,Q8TD30
DB04866,P21817
DB01124,P05109
DB00253,P21918
DB02165,P23141
DB09085,Q96PR1
DB12332,P48637
DB09257,Q16568
DB14488,Q9UNQ0
DB00699,P07101
