0.314638783,0.36026616,0.325095057,0.393536122,0.30513308,0.301330798,0.507604563,0.202471483,0.289923954,0.467680608,0.183460076,0.348859316,0.553231939,0.298479087,0.148288973,0.421102662,0.265209125,0.313688213,0.341254753,0.211977186,0.446768061,0.384980989,0.375475285,0.239543726,0.348859316,0.307034221,0.344106464,0.309885932,0.450570342,0.239543726,0.106463878,0.764258555,0.129277567,0.430608365,0.300380228,0.269011407,0.427756654,0.314638783,0.257604563
0.213523132,0.355871886,0.430604982,0.284697509,0.31316726,0.402135231,0.40569395,0.227758007,0.366548043,0.338078292,0.160142349,0.501779359,0.419928826,0.37366548,0.206405694,0.348754448,0.256227758,0.395017794,0.24911032,0.170818505,0.580071174,0.31316726,0.309608541,0.377224199,0.501779359,0.256227758,0.241992883,0.256227758,0.366548043,0.377224199,0.099644128,0.84341637,0.056939502,0.380782918,0.409252669,0.209964413,0.483985765,0.213523132,0.302491103
0.430588235,0.331764706,0.237647059,0.494117647,0.301176471,0.204705882,0.592941176,0.209411765,0.197647059,0.555294118,0.183529412,0.261176471,0.658823529,0.242352941,0.098823529,0.52,0.249411765,0.230588235,0.432941176,0.225882353,0.341176471,0.383529412,0.407058824,0.209411765,0.261176471,0.287058824,0.451764706,0.317647059,0.472941176,0.209411765,0.12,0.663529412,0.216470588,0.451764706,0.232941176,0.315294118,0.348235294,0.430588235,0.221176471
0.299765808,0.333723653,0.366510539,0.3735363,0.298594848,0.327868852,0.474238876,0.213114754,0.31264637,0.418032787,0.176814988,0.405152225,0.50117096,0.357142857,0.141686183,0.419203747,0.229508197,0.351288056,0.322014052,0.179156909,0.49882904,0.319672131,0.423887588,0.256440281,0.405152225,0.24824356,0.346604215,0.259953162,0.483606557,0.256440281,0.093676815,0.798594848,0.107728337,0.447306792,0.286885246,0.265807963,0.43793911,0.299765808,0.262295082
0.243333333,0.496666667,0.26,0.39,0.366666667,0.243333333,0.596666667,0.176666667,0.226666667,0.376666667,0.323333333,0.3,0.543333333,0.373333333,0.083333333,0.39,0.366666667,0.243333333,0.33,0.213333333,0.456666667,0.503333333,0.27,0.226666667,0.3,0.413333333,0.286666667,0.406666667,0.366666667,0.226666667,0.09,0.796666667,0.113333333,0.45,0.253333333,0.296666667,0.446666667,0.243333333,0.31
0.290039063,0.4921875,0.217773438,0.41015625,0.298828125,0.291015625,0.594726563,0.124023438,0.28125,0.4765625,0.287109375,0.236328125,0.641601563,0.288085938,0.0703125,0.443359375,0.348632813,0.208007813,0.376953125,0.264648438,0.358398438,0.51171875,0.280273438,0.208007813,0.236328125,0.454101563,0.309570313,0.385742188,0.40625,0.208007813,0.116210938,0.76171875,0.122070313,0.45703125,0.166015625,0.376953125,0.401367188,0.290039063,0.30859375
0.24122807,0.368421053,0.390350877,0.361842105,0.271929825,0.36622807,0.478070175,0.179824561,0.342105263,0.403508772,0.179824561,0.416666667,0.504385965,0.337719298,0.157894737,0.35745614,0.276315789,0.36622807,0.274122807,0.230263158,0.495614035,0.370614035,0.379385965,0.25,0.416666667,0.315789474,0.26754386,0.287280702,0.462719298,0.25,0.078947368,0.835526316,0.085526316,0.414473684,0.304824561,0.280701754,0.469298246,0.24122807,0.289473684
0.291479821,0.383408072,0.325112108,0.387892377,0.343049327,0.269058296,0.538116592,0.201793722,0.260089686,0.401345291,0.242152466,0.356502242,0.52690583,0.334080717,0.139013453,0.401345291,0.282511211,0.316143498,0.322869955,0.204035874,0.47309417,0.396860987,0.356502242,0.246636771,0.356502242,0.316143498,0.32735426,0.322869955,0.430493274,0.246636771,0.096412556,0.778026906,0.125560538,0.434977578,0.30941704,0.255605381,0.448430493,0.291479821,0.260089686
0.310810811,0.387387387,0.301801802,0.436936937,0.310810811,0.252252252,0.574324324,0.182432432,0.243243243,0.434684685,0.231981982,0.333333333,0.558558559,0.313063063,0.128378378,0.416666667,0.290540541,0.292792793,0.326576577,0.231981982,0.441441441,0.40990991,0.351351351,0.238738739,0.333333333,0.326576577,0.34009009,0.34009009,0.421171171,0.238738739,0.076576577,0.781531532,0.141891892,0.427927928,0.288288288,0.283783784,0.414414414,0.310810811,0.274774775
0.315545244,0.366589327,0.317865429,0.354988399,0.306264501,0.3387471,0.466357309,0.201856148,0.331786543,0.457076566,0.187935035,0.354988399,0.545243619,0.324825986,0.129930394,0.459396752,0.229698376,0.310904872,0.324825986,0.220417633,0.454756381,0.350348028,0.371229698,0.278422274,0.354988399,0.294663573,0.350348028,0.266821346,0.454756381,0.278422274,0.118329466,0.774941995,0.106728538,0.447795824,0.262180974,0.290023202,0.408352668,0.315545244,0.276102088
