drugbank_id_1,drugbank_id_2,label
DB00962,DB00421,1
DB00586,DB00650,1
DB00811,DB00737,1
DB01211,DB00523,1
DB00230,DB00695,1
DB00973,DB00136,1
DB01212,DB01589,1
DB00920,DB00503,1
DB00334,DB01216,1
DB01150,DB01062,1
DB00989,DB00370,1
DB00207,DB00495,1
DB01248,DB01085,1
DB00571,DB00321,1
DB00603,DB01101,1
DB00873,DB00264,1
DB00927,DB00445,1
DB01193,DB00175,1
DB00710,DB01023,1
DB00625,DB00773,1
DB00916,DB00214,1
DB00530,DB00927,1
DB00460,DB00331,1
DB01020,DB00773,1
DB00472,DB00580,1
DB00379,DB00966,1
DB00531,DB00316,1
DB00194,DB00316,1
DB01115,DB00577,1
DB00673,DB00715,1
DB00924,DB00836,1
DB00494,DB01001,1
DB00530,DB00188,1
DB00199,DB00557,1
DB00218,DB00264,1
DB00230,DB00404,1
DB00924,DB00794,1
DB01263,DB00773,1
DB01059,DB00829,1
DB00492,DB01222,1
DB00512,DB01216,1
DB00331,DB00328,1
DB01129,DB00273,1
DB01004,DB00186,1
DB00213,DB00178,1
DB00641,DB00451,1
DB00710,DB00153,1
DB00808,DB01068,1
DB00481,DB00877,1
DB01197,DB00317,1
DB01233,DB00918,1
DB00590,DB01222,1
DB00248,DB00214,1
DB00343,DB00396,1
DB00395,DB00641,1
DB00281,DB00480,1
DB00373,DB00829,1
DB00549,DB01068,1
DB01036,DB01167,1
DB00909,DB00186,1
DB00924,DB00641,1
DB00424,DB00753,1
DB00413,DB00577,1
DB00883,DB00727,1
DB00424,DB01229,1
DB00577,DB00619,1
DB01595,DB00973,1
DB00563,DB00209,1
DB01137,DB00227,1
DB00773,DB00722,1
DB00601,DB00860,1
DB01036,DB01105,1
DB00376,DB00678,1
DB01193,DB01016,1
DB00542,DB00338,1
DB00796,DB00584,1
DB00315,DB01068,1
DB00363,DB00904,1
DB00186,DB01072,1
DB00335,DB00230,1
DB00577,DB00811,1
DB00153,DB00285,1
DB01337,DB00708,1
DB00455,DB00495,1
DB00115,DB00675,1
DB00448,DB00717,1
DB00331,DB01117,1
DB01212,DB00836,1
DB00864,DB01183,1
DB00860,DB00950,1
DB00787,DB00177,1
DB00238,DB01216,1
DB00649,DB00641,1
DB00741,DB01068,1
DB01337,DB01097,1
DB00741,DB00292,1
DB01197,DB00257,1
DB00194,DB00863,1
DB01036,DB00482,1
DB00472,DB00216,1
DB01197,DB00863,1
DB00213,DB00359,1
DB00912,DB00863,1
DB00305,DB01101,1
DB01033,DB00177,1
DB00196,DB00313,1
DB00790,DB00675,1
DB00555,DB01097,1
DB00967,DB00191,1
DB00555,DB00842,1
DB01128,DB00186,1
DB00441,DB00564,1
DB00275,DB00178,1
DB00327,DB00796,1
DB00227,DB01067,1
DB00773,DB00334,1
DB00829,DB00844,1
DB00450,DB00758,1
DB00612,DB00863,1
DB00681,DB00741,1
DB00990,DB00448,1
DB01203,DB00252,1
DB00742,DB00465,1
DB00422,DB01215,1
DB00358,DB00836,1
DB00749,DB00501,1
DB00571,DB01022,1
DB00571,DB00136,1
DB00586,DB00363,1
DB01045,DB00316,1
DB00410,DB00501,1
DB01233,DB00708,1
DB01076,DB00277,1
DB00199,DB00423,1
DB00661,DB00214,1
DB01114,DB00196,1
DB00773,DB00305,1
DB00586,DB00327,1
DB00252,DB00281,1
DB00590,DB00401,1
DB01273,DB00451,1
DB00275,DB00787,1
DB00776,DB00593,1
DB00698,DB01039,1
DB00927,DB00869,1
DB02379,DB00331,1
DB01248,DB00968,1
DB00620,DB00804,1
DB00404,DB00575,1
DB00897,DB00584,1
DB00571,DB00559,1
DB00564,DB00333,1
DB00497,DB00371,1
DB00958,DB00584,1
DB00742,DB00136,1
DB00598,DB01029,1
DB00601,DB00722,1
DB00252,DB00404,1
DB00927,DB00675,1
DB01079,DB01104,1
DB00194,DB00813,1
DB00448,DB00188,1
DB00275,DB00796,1
DB00820,DB00186,1
DB00924,DB00470,1
DB00250,DB00584,1
DB00535,DB00567,1
DB00441,DB01229,1
DB00480,DB01062,1
DB00441,DB01586,1
DB01128,DB00331,1
DB01033,DB00580,1
DB00341,DB01238,1
DB00924,DB01264,1
DB01004,DB00451,1
DB00338,DB00608,1
DB01595,DB00938,1
DB01132,DB00468,1
DB00999,DB00227,1
DB02300,DB00264,1
DB00624,DB01136,1
DB00630,DB00480,1
DB00334,DB00395,1
DB00747,DB00390,1
DB00836,DB00762,1
DB00884,DB01211,1
DB00211,DB00482,1
DB00904,DB00470,1
DB00490,DB00678,1
DB00967,DB00231,1
DB01115,DB00916,1
DB01044,DB01039,1
DB00625,DB01232,1
DB00231,DB01041,1
DB00880,DB00641,1
DB00742,DB01203,1
DB00762,DB00842,1
DB01005,DB00796,1
DB00710,DB00273,1
DB00333,DB00575,1
DB00787,DB00863,1
DB00238,DB00715,1
DB00248,DB00590,1
DB00993,DB00136,1
DB01586,DB01221,1
DB00853,DB00422,1
DB01115,DB00993,1
DB00758,DB00857,1
DB00945,DB00351,1
DB00270,DB00196,1
DB00328,DB00215,1
DB00542,DB00332,1
DB00570,DB00316,1
DB00281,DB00481,1
DB00335,DB01044,1
DB00829,DB00395,1
DB01162,DB00883,1
DB00630,DB00863,1
DB00371,DB00215,1
DB00331,DB00715,1
DB01586,DB00747,1
DB00853,DB00675,1
DB01022,DB00421,1
DB00727,DB00501,1
DB00186,DB01097,1
DB01212,DB00181,1
DB00630,DB00737,1
DB00222,DB00502,1
DB01327,DB00620,1
DB00654,DB00207,1
DB00889,DB00186,1
DB00661,DB00737,1
DB01233,DB01142,1
DB00455,DB00331,1
DB00884,DB01211,1
DB00445,DB01097,1
DB00590,DB00538,1
DB01069,DB00423,1
DB00285,DB00889,1
DB01136,DB00390,1
DB00590,DB00904,1
DB00635,DB00833,1
DB01202,DB00656,1
DB00635,DB00681,1
DB00410,DB00722,1
DB00537,DB00843,1
DB00710,DB00281,1
DB00586,DB00842,1
DB01241,DB00783,1
DB00514,DB01264,1
DB00341,DB01101,1
DB01337,DB00435,1
DB01233,DB00575,1
DB00787,DB00598,1
DB00196,DB00641,1
DB00773,DB00291,1
DB00268,DB00630,1
DB00813,DB00523,1
DB00399,DB00404,1
DB00808,DB01104,1
DB01045,DB00715,1
DB01337,DB00264,1
DB00426,DB00222,1
DB00945,DB00820,1
DB00295,DB00669,1
DB00218,DB00836,1
DB00681,DB00584,1
DB00338,DB01232,1
DB00338,DB00524,1
DB00533,DB01079,1
DB00709,DB00904,1
DB00203,DB00480,1
DB00749,DB00273,1
DB00317,DB00178,1
DB00601,DB01029,1
DB00207,DB01023,1
DB00441,DB01029,1
DB01248,DB00530,1
DB00524,DB01043,1
DB00787,DB01104,1
DB00675,DB00451,1
DB00175,DB01110,1
DB00697,DB01043,1
DB00422,DB00425,1
DB00563,DB01072,1
DB00804,DB00421,1
DB01095,DB00468,1
DB00770,DB00863,1
DB00585,DB00328,1
DB00438,DB01110,1
DB00709,DB00724,1
DB00231,DB00619,1
DB01036,DB00448,1
DB00927,DB00811,1
DB01150,DB01079,1
DB00492,DB00537,1
DB00883,DB01142,1
DB00820,DB01062,1
DB01118,DB01128,1
DB00441,DB00313,1
DB00746,DB00448,1
DB00319,DB01183,1
DB00472,DB00537,1
DB00461,DB00331,1
DB00175,DB01072,1
DB00425,DB01095,1
DB00745,DB00315,1
DB00492,DB00484,1
DB00443,DB00328,1
DB00590,DB00188,1
DB00713,DB01050,1
DB01155,DB00390,1
DB00717,DB00904,1
DB01044,DB00490,1
DB01022,DB00987,1
DB00216,DB00273,1
DB01020,DB01142,1
DB01241,DB00715,1
DB01032,DB00215,1
DB00796,DB00897,1
DB00277,DB00668,1
DB00603,DB00669,1
DB00661,DB01069,1
DB00275,DB00310,1
DB01036,DB00227,1
DB00285,DB00622,1
DB00927,DB00501,1
DB00455,DB00459,1
DB00335,DB01126,1
DB00321,DB00445,1
DB00656,DB01264,1
DB00376,DB01219,1
DB00704,DB01273,1
DB00465,DB00178,1
DB00321,DB06151,1
DB00381,DB00377,1
DB00967,DB00363,1
DB00496,DB00451,1
DB00836,DB00178,1
DB00945,DB00758,1
DB00343,DB00499,1
DB00916,DB00319,1
DB01048,DB01060,1
DB00455,DB01240,1
DB00230,DB01232,1
DB00808,DB00305,1
DB00654,DB00370,1
DB00376,DB00264,1
DB02379,DB00313,1
DB00887,DB00912,1
DB01193,DB00451,1
DB00564,DB00567,1
DB00351,DB00524,1
DB00564,DB00715,1
DB00136,DB00176,1
DB00484,DB00448,1
DB00455,DB00605,1
DB00425,DB01610,1
DB00953,DB01036,1
DB00277,DB00758,1
DB00650,DB00188,1
DB00338,DB01069,1
DB00220,DB00215,1
DB00338,DB00912,1
DB00445,DB00257,1
DB00492,DB01156,1
DB00726,DB00199,1
DB01115,DB01036,1
DB00177,DB01001,1
DB00413,DB00199,1
DB00820,DB01112,1
DB00897,DB00468,1
DB00395,DB00584,1
DB00630,DB00575,1
DB00586,DB00649,1
DB00577,DB00909,1
DB00454,DB00580,1
DB00851,DB00390,1
DB00252,DB00641,1
DB00422,DB00264,1
DB00635,DB00188,1
DB00482,DB00795,1
DB00425,DB00524,1
DB00927,DB01221,1
DB01229,DB00188,1
DB00571,DB01048,1
DB01117,DB00188,1
DB00787,DB01143,1
DB00945,DB01069,1
DB00557,DB00794,1
DB00492,DB01020,1
DB00422,DB00813,1
DB00373,DB00175,1
DB00635,DB00857,1
DB00343,DB00820,1
DB00512,DB00238,1
DB00916,DB00906,1
DB00458,DB01136,1
DB01104,DB00367,1
DB01413,DB00537,1
DB00222,DB00869,1
DB00468,DB00715,1
DB00218,DB00833,1
DB02379,DB00567,1
DB00460,DB00678,1
DB00649,DB00590,1
DB00537,DB00737,1
DB00361,DB00544,1
DB00586,DB00734,1
DB00921,DB01211,1
DB00862,DB00950,1
DB00181,DB00252,1
DB00533,DB00333,1
DB00555,DB00451,1
DB00549,DB00481,1
DB00480,DB01132,1
DB00207,DB01062,1
DB01197,DB01223,1
DB00945,DB00273,1
DB00213,DB00321,1
DB01413,DB00541,1
DB00864,DB00684,1
DB01140,DB00381,1
DB01233,DB00295,1
DB00975,DB00654,1
DB00813,DB00915,1
DB00813,DB00753,1
DB00996,DB00544,1
DB00244,DB00959,1
DB01212,DB00214,1
DB00598,DB00695,1
DB00285,DB00396,1
DB01248,DB00544,1
DB00829,DB00351,1
DB00484,DB00433,1
DB00623,DB01238,1
DB00439,DB00727,1
DB00603,DB00695,1
DB00627,DB00423,1
DB01044,DB00987,1
DB00275,DB00584,1
DB00883,DB00503,1
DB00555,DB01076,1
DB01248,DB00787,1
DB01224,DB00749,1
DB00555,DB01586,1
DB00270,DB01050,1
DB01004,DB00188,1
DB00967,DB00989,1
DB01044,DB00482,1
DB00218,DB00493,1
DB00698,DB01069,1
DB01273,DB00863,1
DB00542,DB01115,1
DB00370,DB00684,1
DB00371,DB00904,1
DB01137,DB00485,1
DB00590,DB01006,1
DB00343,DB00669,1
DB01156,DB01595,1
DB00398,DB00222,1
DB00841,DB00904,1
DB01104,DB00737,1
DB00842,DB00678,1
DB00541,DB00973,1
DB01172,DB00421,1
DB00338,DB00603,1
DB00182,DB00776,1
DB00390,DB00863,1
DB00497,DB00795,1
DB00214,DB00257,1
DB00381,DB00625,1
DB00582,DB00199,1
DB01416,DB00215,1
DB00218,DB00619,1
DB01327,DB00951,1
DB00559,DB00695,1
DB01129,DB00319,1
DB00567,DB00178,1
DB01233,DB00650,1
DB00215,DB00292,1
DB01327,DB00257,1
DB00481,DB00399,1
DB01229,DB00619,1
DB01236,DB00678,1
DB00586,DB01050,1
DB00316,DB00878,1
DB00408,DB00425,1
DB00346,DB00796,1
DB00811,DB00334,1
DB00341,DB00960,1
DB00818,DB01249,1
DB00497,DB00656,1
DB00390,DB00897,1
DB00833,DB00334,1
DB00564,DB00390,1
DB00630,DB01005,1
DB00704,DB00425,1
DB00582,DB00319,1
DB00710,DB00567,1
DB00395,DB00605,1
DB00275,DB00864,1
DB00422,DB00328,1
DB00818,DB00683,1
DB00590,DB00833,1
DB00533,DB01097,1
DB00829,DB00887,1
DB00158,DB00656,1
DB01005,DB00734,1
DB01079,DB00468,1
DB00482,DB00178,1
DB00999,DB01085,1
DB00633,DB00829,1
DB01115,DB01611,1
DB01242,DB01039,1
DB01062,DB01041,1
DB00461,DB00722,1
DB00489,DB00334,1
DB00465,DB01005,1
DB01236,DB00564,1
DB00211,DB01156,1
DB01212,DB00484,1
DB00535,DB00950,1
DB01337,DB00443,1
DB01273,DB00399,1
DB00530,DB01036,1
DB01149,DB00857,1
