drugbank_id_1,drugbank_id_2,label
DB00312,DB00637,1
DB06636,DB00820,1
DB01282,DB00528,1
DB01154,DB09118,1
DB09232,DB01113,1
DB09270,DB00672,1
DB00714,DB00232,1
DB04946,DB00872,1
DB01576,DB01106,1
DB00501,DB00175,1
DB04948,DB08807,1
DB01010,DB09300,1
DB00391,DB00458,1
DB00736,DB00266,1
DB00298,DB01320,1
DB01168,DB09082,1
DB01212,DB00266,1
DB01200,DB08807,1
DB01211,DB01591,1
DB01202,DB00215,1
DB01201,DB00474,1
DB01236,DB00706,1
DB00391,DB09085,1
DB01234,DB01016,1
DB00188,DB00972,1
DB00753,DB00790,1
DB00582,DB00328,1
DB00206,DB00373,1
DB00544,DB00624,1
DB01143,DB00661,1
DB00871,DB00232,1
DB00238,DB01601,1
DB04896,DB08439,1
DB00862,DB01119,1
DB01135,DB01092,1
DB00582,DB01115,1
DB00633,DB00264,1
DB09065,DB09102,1
DB04896,DB01359,1
DB00559,DB01159,1
DB01026,DB01159,1
DB00691,DB01253,1
DB01095,DB00796,1
DB00721,DB00555,1
DB00210,DB00596,1
DB13142,DB00270,1
DB01104,DB01623,1
DB04878,DB01015,1
DB01149,DB01227,1
DB01029,DB07615,1
DB01189,DB01029,1
DB01149,DB00335,1
DB00188,DB00398,1
DB09068,DB04844,1
DB01166,DB00266,1
DB08987,DB09017,1
DB01320,DB00738,1
DB00593,DB01202,1
DB00677,DB00373,1
DB00863,DB06480,1
DB00537,DB06708,1
DB09118,DB01418,1
DB00816,DB06764,1
DB00333,DB00637,1
DB00443,DB01132,1
DB00338,DB00872,1
DB04846,DB00281,1
DB00736,DB01424,1
DB00224,DB00641,1
DB08933,DB00477,1
DB00178,DB01435,1
DB08806,DB01592,1
DB00394,DB00681,1
DB01606,DB01177,1
DB00623,DB01224,1
DB00295,DB00934,1
DB06595,DB09080,1
DB00564,DB00622,1
DB00408,DB01065,1
DB06414,DB00604,1
DB09570,DB01076,1
DB06825,DB01182,1
