PubChem_id,Uniprot_id
44592153,P31645
6539985,P07949
138686702,Q9NYK1
56602459,Q9Y618
60202661,Q15759
11715767,Q13627
53348185,O00329
11527661,P41597
24889392,P51946
24759534,P29322
53302364,P27986
4996,Q9UBN7
129237045,P29597
44431212,P27487
139557089,P07333
155525494,P0DMS8
44327417,P37231
53516400,P00918
132271998,Q9NYK1
45269009,P00915
10961828,P08253
44476436,P50406
10297043,P04626
44327417,Q07869
44142086,P16050
46202652,P27986
71586229,Q15858
70688360,Q16790
66926928,P08908
4917,P18089
10752,P27338
10302451,P06239
126565,Q9NWZ3
134201301,Q15858
69260079,P35367
23648310,P25774
44324507,Q08493
16658290,P00749
25181078,P00918
71659612,O14684
164617445,P42336
145431055,P19099
24777692,P27487
49836299,P35367
90373024,P56817
5291,P00519
5494449,P07949
3241275,P21728
135320947,Q9UBN7
154593787,Q92793
146436505,Q13464
9814387,P46098
53237896,P08908
5328940,Q9H0K1
4260,P18825
136041847,O00329
87343636,O00329
44449340,P23975
154584268,Q13315
86294663,Q96S37
7048703,P00734
16730109,Q16539
135125803,P56817
23646733,P00749
44443727,P27487
118560618,Q9P0X4
73776203,Q16790
126752322,Q03181
134441941,P07333
661788,P41143
117769217,P29597
71552261,P41597
71698376,P07949
141724606,P19099
121245322,P05556
44592155,P31645
49855758,P04626
154593743,Q92793
49868651,O95977
50917620,P00740
44568169,P27487
126565,Q16620
85469562,P56817
134329303,Q9NYK1
71548718,O00329
126557050,P56817
23647118,P27487
118684958,Q9NZ42
44609485,P11309
5312149,P50406
155511557,P42345
44395024,P35354
57505996,P21453
49854228,P31749
3372,P28335
100606,P00918
11017241,P27815
90373037,P56817
5509,P23219
134442205,P07333
122690207,Q9UBN7
118211558,P36897
10479468,Q13370
162679118,Q9NYK1
44450384,P29274
162722549,Q9UBN7
49797014,P27487
50925469,O76074
6539966,P06239
155765889,Q13231
30323,Q13547
57384238,Q96KS0
49796955,P27487
71666292,P56817
44357391,P25101
164610419,P48736
90413619,P56817
130391959,P27487
154584269,Q13315
5035,P41595
46226156,P31751
21877253,P35968
6539459,P49760
16722836,O14976
44324507,Q07343
155513515,P0DMS8
11514394,Q9UBN7
11419694,P00749
16718576,P49759
86288009,P15090
57387542,Q96KS0
162722277,Q9UBN7
126565,Q00536
162722911,Q9UBN7
3964,P34969
126565,P11802
24856436,P55263
91934354,P27487
91935957,P27487
122419211,P42685
155765830,Q9BZP6
135126139,P56817
118866963,P56817
9915743,O00506
11228183,P10415
71534670,P08581
24759534,O60285
56599995,Q9H228
59627005,P06239
11843159,Q06187
142506225,O00329
11623823,P31645
147254231,Q9UBN7
67008690,P52333
70684312,Q9H2X6
162722818,Q9UBN7
59603829,P24941
10341154,Q15759
10862463,P0DMS8
156013678,P30926
135285446,Q9Y5Z0
126524421,P56817
90168938,O00329
44569058,P08253
42626282,P11802
44378359,P49840
3501,P24941
44448726,P04049
45487922,P27487
134441987,P07333
91896179,O43570
130282633,P08254
166635890,P34913
6420138,Q9NSY1
146421697,Q9UQD0
25031915,P07949
11680597,P19099
25211572,P37231
9849697,P13612
44205240,P29597
10341154,Q13705
137125258,Q13547
155540964,P03952
54580118,P28845
57387541,Q96KS0
46226278,P34972
122363051,P50579
121225442,Q8TEK3
162721944,Q9UBN7
135398495,Q04771
51051330,P27487
56602461,Q13547
11562302,P00519
125246,P14416
54584273,P00797
10451184,P27815
44592831,P08709
71226367,Q15303
155549538,O15379
24826799,P41240
118684967,Q92542
9870947,P00742
6537802,Q9Y2D0
60197824,P05177
118432844,P09211
6539489,P49841
49847378,Q96KS0
132510986,P34972
3062316,P11274
118433065,O60341
135125845,Q9Y5Z0
54580470,P55210
9849682,P08908
11519268,P55210
56783276,P29275
59454220,Q13547
154640021,Q9NR97
16118392,Q15375
122184847,O15379
126524133,P56817
162722274,Q9UBN7
10366136,P04629
25095678,Q9Y5N1
44350342,P06756
22336148,P00742
44473009,Q05655
162722892,Q9UBN7
132585192,O15379
124147932,Q06124
57387539,Q9GZT9
118196517,Q15059
118709244,P00797
2160,P21728
118374514,Q9Y618
11497983,Q9UQB9
118432828,P09211
5685,P18089
10073864,P13726
10143532,P00742
5494449,Q96SB4
44516953,P48736
71451390,P51677
44454369,Q92633
5281616,Q16678
138479590,Q92793
155526359,P27487
67294297,P48736
11228183,O43521
11077271,P21397
71072050,P51677
90200922,P20309
169290280,Q9UBN7
9915743,Q13177
5494449,Q08345
68078922,O14965
137661322,P30542
115237,P18825
56946894,Q9H422
136180342,Q92731
118095161,O60885
24826799,P11362
53310827,P08581
127051129,P08069
155523951,P21589
5494414,P24941
11478903,P06276
122186544,Q9Y618
52913813,P27986
155528897,O60674
121455794,Q06187
5330812,P11802
11134644,P08709
71449776,P42338
134157459,Q12879
46946080,P21397
52944941,P27487
53473234,P28845
90667424,P08581
16725726,P31751
135242349,P23458
46882987,P34913
10138259,P35968
5304328,P18505
10501958,P35354
135285450,P56817
7048703,P10828
124222799,P56817
162722885,Q9UBN7
122678983,P51449
11712625,O15197
71555922,P15090
71553484,O60341
136092233,P21397
149328467,Q92793
118211015,P36897
71714121,Q99705
58459229,P27986
86566836,Q15059
44565965,P11387
46884062,P10635
86288362,P23975
118721405,O43570
11957945,P27487
76318504,Q96JM7
49797124,P27487
1779,Q8TCU5
24764449,P08581
24905294,P42345
71304814,Q8IXJ6
162722876,Q9UBN7
10523190,P35354
2160,P28335
16722836,P12931
11712649,O14965
86567195,Q06187
66882808,P31749
10565133,P00915
11715767,Q9HAZ1
67055888,P22460
118406950,Q07820
157049321,P28065
127036976,P0DMS8
149645458,Q92793
15950345,P00742
122498421,P43405
2726,P50406
85468764,P56817
9915743,Q15303
71572050,O75907
6918638,P56524
11017241,Q08499
5328134,P12931
24767976,P09619
135285425,P56817
129205125,P51449
65340,P21728
122670030,P36897
53373577,Q92847
12005086,P49798
71456804,P22303
168288596,P22607
42642645,Q9H2X6
71462100,P51677
162722765,Q9UBN7
134441952,P07333
11442891,O14965
11429654,P09619
167844970,P09874
134263768,P08173
137225025,P27487
49842670,P16234
118055233,P28335
49783903,P53634
54753444,P27338
22336127,P00742
46207586,P00519
134329827,Q9NR97
53372672,P11309
1832,P47898
124087,P41595
10217590,P00533
167845032,P09874
132019596,P03372
137529965,O14842
1499306,P27815
155981972,P23458
115237,P28223
10578601,P25101
70977969,P19099
11497983,P09619
44143088,P53634
132272347,Q9NR97
162722089,Q9UBN7
56672570,P37288
90373160,P56817
162722386,Q9UBN7
23648352,P25774
162779212,P03952
135434961,P49840
10460251,P24723
162646248,P25025
90413748,P56817
24826799,P07947
66562573,P56817
4917,P35367
5494449,P06239
54575456,Q9UQL6
71817136,P14780
5265,P25100
131964853,P27986
155191083,P30291
146421743,Q9UQD0
9862427,P49356
126508982,Q13547
71553154,Q06418
138686391,Q9NYK1
155054127,P35372
68551,P28335
145963201,P48736
9966051,P31645
155316134,P00748
102593934,P31644
9911830,P35916
126554894,P56817
89462288,P11309
146676759,Q9UBN7
215610,P0DMS8
49837968,P56817
44605429,P42345
11634973,P30559
10907740,P14780
155523061,P00915
127035376,P27487
56835179,P11511
46236221,Q16584
137649716,Q15858
730672,Q16790
145949712,Q92769
155925379,O15379
11338033,O76039
3042985,P0DMS8
118435403,Q9Y5Z0
71279507,P43405
146020618,P21589
60795,P35368
9844392,P00742
16007391,P16234
9863341,P19793
89951897,P05067
49797013,P27487
118626089,P31645
46869878,P45984
16086336,P00749
71659613,O14684
50741845,Q16790
57388005,Q96KS0
71660879,O60939
10837144,Q07343
5330157,P35916
71041627,P42345
76332759,Q13547
117884192,P56817
57389550,P42338
71731477,P27487
4369496,P00519
164618958,P08581
23647119,P27487
139390011,P11802
135320998,Q9UBN7
117849712,P36888
76287260,P28472
145744590,O95835
135398495,P54619
44443347,P27487
7382238,O43570
123131772,Q9UBF8
54582924,P55210
72943374,P07333
86719933,Q16790
688785,O43570
148424297,Q92793
23647114,P27487
942,P43681
46191454,P24941
53353847,O00329
130470501,Q13315
24830571,Q13464
44443358,P27487
66557875,P56817
164610419,P42345
6610310,O76074
118374514,P42338
10551910,P08254
10808909,P46098
86293723,Q15059
54562,P21917
52945063,P21397
11723962,P50579
129236920,P29597
86567429,O60885
91826322,P25440
56946894,Q92630
71767991,Q9Y478
121231531,P42338
44406452,P45452
5166,O95819
2818,P18089
162722276,Q9UBN7
5327838,P00533
3964,P21917
46220502,P24864
68765,Q08499
127051087,Q9H8M2
137496414,P21453
42625614,P30542
117723317,P25440
25183622,P45452
124222810,P56817
162722407,Q9UBN7
444539,P56524
10073832,P35968
127042532,Q9Y233
44285692,P13945
126558771,P56817
67960134,O95271
49797644,P27487
86275248,Q04771
5330209,O95067
2725,P35367
134477136,Q15858
6539467,Q9H2G2
44250316,P28845
86715869,P56817
68078770,O14965
56834936,O14684
44449333,P23975
134442348,P07333
22336172,P00742
44415006,P43235
71455293,P42330
10297043,P07947
16725726,Q05655
118095243,Q15059
155060741,Q96RI1
9953715,P06756
90643903,Q14416
118938545,Q13224
1342,P28223
146436160,O75116
9954289,P00734
5830240,P22460
122589352,Q13315
25168565,P31639
126556908,Q9Y5Z0
126752349,Q03181
134442203,P07333
151198708,Q92793
49797036,P27487
11332920,P43681
91895737,P27487
155517789,P0DMS8
126565,Q9NSY1
44327507,Q07869
176167,Q04759
9842576,Q07343
140629025,P56817
46846313,P10635
46226148,P34972
140801879,Q99500
89455219,P00533
52946883,P43115
137661210,P50406
3501,Q08881
5327726,P17252
138686925,Q9NYK1
16095102,Q9UQL6
3062316,P54753
25183872,P25786
68291099,P33981
10554524,Q16790
169290364,Q9UBN7
24905294,P12931
155529247,P27986
90373201,P56817
57385936,P35462
5330812,P06493
58083358,P00797
1832,P46098
53466046,Q6V1X1
135398744,P16499
5289419,P06493
86343284,P19099
3799,P52333
9819926,P30542
132272402,Q9NYK1
49846123,O15379
163200093,Q01064
6918638,Q969S8
168298667,Q13547
10044786,P35354
44219901,P45452
138686823,Q9NYK1
46882951,P34913
24767976,P07333
11977753,O00443
89614492,Q15858
58109729,P28845
166627869,Q92630
11473281,P09960
134442356,P10721
49856084,Q9Y5N1
156069645,P03952
44583290,P34913
5330591,Q8NER1
118709259,P28845
11213558,O96013
118958694,Q01959
9888897,P22894
57402952,P42345
132233289,Q9NR97
50912802,Q9Y5Z0
49848443,P34972
60795,P35462
122510365,Q9NR97
135320975,Q9UBN7
54586343,P42574
155717794,Q9NPC2
91826355,P25440
16222392,Q04912
117870507,P56817
155533370,O00329
118687898,Q96BI3
56665357,Q9Y5N1
163322146,O14965
15951636,Q12884
46226427,P34972
71659610,O14684
121414234,Q9NR97
66882625,P42338
71578658,P49840
136173253,Q15759
56683044,P41597
60795,P28221
118725368,Q9Y233
10361512,P21917
11091843,P00734
16037804,P35372
6540005,P35916
90675935,Q16790
46207586,P51451
21336495,Q15761
44303442,P05129
234562,P00915
66576848,P19099
44342018,Q9Y4D2
25117760,Q9Y5N1
11655271,P27487
25184832,P28335
90412765,P56817
89963023,Q15858
118732037,Q92731
134493575,Q05586
24759534,Q14164
117652572,P52333
24905216,P78527
127046317,P42338
10138259,Q9H422
5472588,P43166
138686764,Q9NR97
56603116,O75907
135398737,P41595
58088056,P46098
126557047,P56817
11213558,Q5S007
126715379,P23458
42642645,P17948
71811292,Q9UBN7
86715808,P56817
121365145,P03952
156016507,P32297
124222778,P42330
10409556,P28223
73355285,P27487
49865328,O14920
156018960,O15379
10291002,P29274
71230234,P23458
155289404,O15379
71542153,P42330
6918365,P25103
16118680,Q13255
150404087,Q9NYK1
44290272,P35408
11590078,P17948
44188281,P08709
24905272,P00519
166633756,Q13627
10615632,Q9H2K2
44316126,P35354
71731476,P27487
44380417,P00734
124222806,P56817
118253883,P53634
9808508,P34995
54764565,P00519
44541014,Q16539
49806720,O14976
76283682,P49768
146704342,Q92793
57345662,P35218
136069609,P42338
11953235,Q13627
127037832,P13945
91930005,P21397
118917669,Q96S37
42641863,Q13258
72550012,P42336
155535920,O60674
6539963,P06239
46869882,P45984
16749267,P55210
5754,P04150
10506935,P35354
163200095,Q01064
153328504,P56817
56946894,O43293
5330157,P35968
49855759,P04626
90413118,P56817
57389622,O00329
22010118,Q15661
24853802,P0DMS8
16722836,P52333
59635796,P28845
46202652,P48736
78426693,P42336
134491887,P04150
148555749,Q92793
53372790,P11309
138686957,Q9NYK1
86566780,Q15059
136069611,P42338
5329333,P35968
5329004,P35916
11502103,P35228
57514697,Q9Y468
44384443,P14867
6603857,P04626
6539499,P49840
11167602,P04049
71517240,P41597
176870,O94804
56679805,P34972
6763,P00748
44621451,P48736
4095,P35372
138725616,Q9NR97
9925306,Q13946
126565,Q9H0K1
53325283,P45984
11429729,P36888
67950125,P56817
168299120,Q13547
44592955,P00734
24748204,Q96GD4
46220502,P24385
53467761,P31639
11599973,Q99705
25117126,Q16288
134155224,Q13093
11152667,Q12851
15979151,P31749
167238165,Q9UBN7
117869335,P56817
129245918,P36888
10655805,P23141
71717494,Q15858
148886,P00918
91755097,P52333
135565545,P07947
164619865,P51449
44431177,P27487
42642645,P10721
90654152,O60341
44368815,P35968
141724625,P19099
90395394,O60341
66818569,Q9Y5Y6
11978790,P42338
126555030,P56817
44449577,P35968
90414355,P56817
126509209,Q13547
44450104,Q92847
10045305,P28472
137289808,P42338
155553510,P30542
129237029,P23458
132141615,Q9UQD0
9829523,Q13627
53312326,P27487
126557180,P56817
86275248,P37023
57563344,P10275
117849652,P36888
134821691,P23458
10296883,O94806
59291925,P52333
16095102,Q9UKV0
51352361,Q9Y5Z0
25147692,P15538
24905305,P00519
45379346,P35968
15005604,Q14432
11213558,O43318
129236914,O60674
44450006,P28845
378227,P42224
5330169,P35968
11856170,P09917
56671897,Q6V1X1
135285450,Q9Y5Z0
168283672,P39900
10745718,P08253
57345659,Q9Y5N1
11656518,Q08345
58191961,Q8WUI4
72712051,P00734
690836,O43570
44425576,P08069
6918852,Q00536
