PubChem_id,Uniprot_id
15609637,P21397
15604510,P54753
46191454,Q13705
5291,P43686
11511120,Q15831
23643975,P30086
6439091,P29275
89614723,Q14524
137649905,P30926
72204933,P50281
10127622,P25098
70647728,P10635
23653175,Q7L7X3
155903299,Q14524
162722403,Q13547
155316148,P00734
44473100,P05177
44631912,Q9H2K8
23643975,Q16512
25141092,Q00534
17755052,Q8TD19
11488320,Q07912
11712625,P22612
42642645,P12236
24785538,Q6PHR2
59835725,P10635
51039094,P49589
11978790,P15056
11671467,P19784
23582824,P54760
72204933,P14780
118717616,P35968
11713159,P30085
24767976,Q9BZE4
22049997,P54760
11712649,P06737
122510382,Q9NYK1
11713159,P42680
42642648,O96013
24765037,Q9NTK5
46220502,P08240
6724,Q07820
141724620,P15538
42642645,Q96S44
134134229,P10635
23582824,Q9UHD2
122186555,Q9BY41
10430360,P24941
118717615,P10721
15604510,Q04771
121362063,Q12809
129033069,Q13547
118499636,P42336
11485656,P06241
11091928,P03956
9849735,P48729
151194,P08240
118406995,Q07817
123631,P27361
78322077,P07339
44443723,Q86TI2
146469056,Q12809
123631,O75460
46224777,P08514
9823820,P55263
10288191,P30085
57335384,P61158
25190493,P11712
46840946,Q14524
9823820,P23458
57990770,O94804
11955855,Q9UL54
3038522,P29323
146432439,Q06418
9879532,P11712
23635314,P17252
9808844,Q16512
10296883,O95835
11552706,O94806
25211064,P31749
3062316,P31749
49837968,P07339
23645409,Q86TI2
154593634,O60885
16718576,O75116
9823820,Q99759
11977753,O60313
49855949,Q9UBN7
11494412,Q13131
11494412,P00533
44333955,P06870
25145656,P37023
162722162,Q13547
16007391,P28482
46220502,Q16513
16722836,Q9NTK5
16739650,P36897
11285002,P36507
73670318,P07339
44603533,Q8NI60
86300420,O60674
25151352,Q9HCP0
52944858,O95271
156458424,Q13535
90415313,P07339
44318819,P00734
46220502,Q9UHD8
3794,Q00534
153999,P36507
134585831,P05177
25072568,Q12809
129032682,Q13547
46911863,P10398
122678117,P22460
44631912,Q9UHD8
11952856,P09619
76955651,P05177
9849735,O76039
11234052,Q13131
11671467,Q9H2K8
44631912,P33981
10113978,Q86XP3
156414,P22694
16124208,Q12851
135398495,P54760
154640028,Q9NR96
76325821,P07478
11599767,P49721
9915743,P23443
9829523,Q9H2K8
5494449,Q9NSE4
25117126,Q9H0K1
25166740,Q03181
5494449,P27361
10288191,P36888
11667893,P49759
6013,P06276
11955855,P45983
5287969,Q9ULC5
25167777,Q9UKE5
132190912,P03951
6914629,P08684
10907042,P41743
77844888,P33261
3062316,Q8IW41
44315677,P00747
44592617,P00734
56960447,P36896
25141092,Q13627
6445562,O75676
117723263,Q92793
11667893,O96013
44187362,P30291
10081163,P03956
5280953,Q15139
3794,O94806
10437018,Q15746
11338033,P05771
118796783,P07339
72548199,P07339
46191454,P04629
44187362,O94804
46191454,Q5VT25
151194,P10398
137645815,P43681
70679302,Q14432
9911830,Q96S44
11285002,Q9UBE8
22049997,Q12851
44137946,P51617
134325589,O00329
9868037,O14578
148555749,O60885
50922675,Q8IVH8
10427712,Q15759
49797116,Q86TI2
137638955,P21397
5287969,Q8TDX7
9834183,P35368
11248502,P00533
22049997,O14976
71748255,P41595
121264262,Q9H228
9806229,Q9UHD2
24748573,P00519
42642645,Q9NYV4
