PubChem_id,Uniprot_id
9981035,P14416
155765988,Q9BZP6
4168,P35462
11560568,P50613
16658742,P00749
16657950,P00749
135398744,P18545
168283489,O60331
58299570,P11802
138686333,Q9NR97
141724679,P19099
127757,P17252
10273854,P35968
10572129,P35354
4634,P08172
49797018,P27487
155436559,Q9Y5Y6
11663529,Q16790
15953860,P27487
58298318,P78527
46933992,Q08499
76310598,P08648
11556711,P49721
10417378,Q9BZJ3
126565,Q16288
122599346,Q13315
28864,P21917
136214186,Q9NYK1
53326941,P07900
127036437,P29274
59603829,P50750
89560043,O43613
57384481,Q96KS0
9549184,P06241
49856931,O15379
10444038,P19099
86287936,P15090
71285760,P52333
69274365,P35367
45487940,P27487
126664227,P43405
11711413,P27487
145997874,Q07343
45482752,Q9Y5N1
58507717,P42336
11439407,Q16539
57345660,Q9Y5N1
162779242,P03952
155557199,Q13547
139557062,P10721
124222813,P56817
10390481,P00734
136069611,O00329
122184847,O15379
91933883,P48736
78104985,P56817
54583706,Q9Y5Y4
23643975,O76039
5329004,P35916
90413118,P56817
25010200,P0DMS8
10074640,P07948
71041954,P42336
16007391,P16234
11682521,Q9Y5Y4
45481766,P29274
22336172,P08709
16718576,P49759
132272457,Q9NYK1
71565588,O43614
25183872,P28066
145953005,P23458
2418,P13631
76955651,P56817
16658407,P00749
44819241,P09874
155546691,Q9Y618
44583234,P34913
44425577,P08069
10025359,P49354
136069605,P31749
24749606,Q9Y5N1
162675429,P49768
11026399,P00734
11485656,Q14004
136504263,P23219
6539488,P49840
89560239,O43614
3696,P35348
134329566,Q9NYK1
4708,P21860
30291292,P49840
24756910,Q9UQL6
155548898,Q04771
10231447,P43235
5330587,Q8NER1
24360,P30872
16124479,P51817
135285398,P56817
71506446,P05091
146243619,Q13627
5328354,P00533
168071674,Q9UBN7
86287681,P23975
146695069,Q92793
155810867,Q9BQE3
44320323,Q16790
11560185,Q13255
85469563,P56817
24905230,P48736
118735332,Q9Y463
72722126,P56524
118169838,Q14145
124114603,P11802
118888923,Q13464
162721952,Q9UBN7
44449722,Q15858
66556035,P43403
122510279,Q9NR97
90412867,P56817
22050741,Q16539
44462760,P53671
5330812,P35968
129237035,P23458
46865125,P04626
44603533,P08581
134329827,Q9NYK1
25196773,P21554
91373497,P17948
24865437,Q04759
23648397,P25774
131954137,Q9H2K2
130335105,Q01118
11649751,P25774
16068694,Q9UBN7
71666292,P56817
15984936,P10275
118684967,Q96BI3
154584275,Q13315
10391699,Q15661
90412200,P56817
44537923,P00734
162655316,P29274
58459093,P34972
155517175,Q92769
155765847,Q9BZP6
5281600,O00591
90412664,P56817
196841,P23219
31348,P22748
10696511,P00734
118978102,P06756
155765775,Q9BZP6
5494449,P42684
90645090,P05556
49784884,P30542
44361369,O96017
11502103,P35228
126565,P09619
10366136,Q9P289
75522,P43166
86727669,P42336
10529121,P00734
1475852,P28845
137650518,Q00987
46220502,O75909
16747696,P10721
132271620,O00750
11530377,P11511
137496847,Q01064
118938506,Q13224
122193935,Q9Y233
44268120,Q8TCU5
46893542,Q9Y5N1
11374110,P36888
9933475,Q9H2G2
16118737,P07333
68867935,P41597
118170503,Q14145
135321089,Q9UBN7
141522811,Q9BY41
124114603,P50750
44393354,Q9H773
57397290,P41143
138686979,Q9NR97
76322043,P13945
118715995,P08581
155755037,Q12884
10623020,P41595
71818146,O95551
117737118,Q15858
117607901,P28062
155510489,P0DMS8
70647728,P42680
132272559,Q9NYK1
11376611,P25774
71553653,P09211
118217751,P51449
85469560,P56817
90925631,P78536
11526826,P45452
5265,P28223
44395044,Q16539
10451184,Q08499
71456803,P06276
44143370,P41279
91826353,O60885
146676715,Q9UBN7
155535006,P36897
134329478,Q9NYK1
85469562,P56817
10437629,P78536
141724644,P19099
126556917,P56817
9901086,P28335
25217299,Q9Y5N1
155765889,Q13231
156413,P00533
90665988,Q9UM73
1238,P14416
134157542,O60674
126565,Q9Y4K4
89462288,P11309
137636007,P10721
58423153,P11309
165156395,Q9Y5S2
136041805,O00329
121365060,P03952
439260,P13945
71455291,P42330
45275255,P53667
71553658,O60341
91884614,Q10469
132272717,Q9NR97
9999105,Q13370
66881945,P31749
155511764,P23458
66571548,P36888
86292798,O60885
134491881,P04150
5289518,Q16478
44449377,P00742
10029213,P07477
126524428,Q9Y5Z0
6468,Q05586
10366136,P07741
25183872,P28062
76283682,Q92542
155755133,Q12884
126641983,Q9BZP6
66882808,P42338
68335378,P68400
71226367,Q15303
135320949,Q9UBN7
12049163,O43570
45275255,Q9UM73
135126127,Q9Y5Z0
4634,P08912
12082381,P27338
24759534,O14757
1342,P47898
122191639,O14965
68563058,O75116
11690457,Q16513
65015,P41597
72164290,P68400
57750311,O75116
118723328,P42574
90412788,P56817
10150601,Q05469
129237045,P29597
42618044,P35228
137500530,Q9Y5S2
44158157,P55210
262696,P00918
42642645,Q16620
118523406,Q13315
118720614,Q13535
136268880,Q99814
44160248,Q9Y5N1
9863341,P28702
44342242,P00742
118095278,Q15059
44291240,P25101
162670318,P43405
135126562,P56817
44315124,Q02156
141754234,P48736
66615217,P11309
23646483,P28845
164514139,Q92793
49838879,Q16539
132190788,P03952
132258520,Q9UBN7
66762835,P23443
11338033,Q00526
122510307,Q9NR97
4413,Q9Y5Y6
126641960,Q9BZP6
155517086,Q9UBN7
127039250,P15056
44404503,P45452
11652621,O14965
610479,P42330
44443355,P27487
45269631,P08253
24995524,Q96GD4
137656598,P13945
49849231,Q9GZT9
156013710,Q9Y5Z0
135277113,P03372
138687095,Q9NYK1
154827331,O95271
130453528,O60341
10529003,P50406
11496223,P35228
24783396,O14965
3038522,Q9UHD8
162722758,Q9UBN7
197033,P28335
90200922,P07550
71522538,O60341
162722242,Q9UBN7
11522916,P28845
134329912,Q9NYK1
11213558,Q5S007
67195758,P21453
122553380,Q15059
10155221,P35354
9829523,Q13043
67155199,P00734
71544706,P21554
57780018,P35367
57384749,Q9GZT9
16718576,P36888
5355635,Q9UBN7
23647724,P27487
46236221,Q5S007
681,P21917
141724620,P19099
49868651,O95977
14925759,P35348
23643975,Q86XP3
135936176,P21554
71716866,Q15858
89963585,O60939
11762075,P25100
11485656,P36888
51000510,P14635
16727109,Q07869
134442092,P07333
145968675,Q969S8
79740,P22455
122510370,Q9NR97
71506826,P05091
6539964,P06239
10875332,P45452
152909716,Q92793
91935942,P27487
52942644,P08908
10367012,P00734
46216796,Q2M2I8
135398495,P11362
14246200,P00533
155538647,P27338
57345662,P00915
72714081,P08253
154593718,Q92793
11858109,P17948
135126114,P56817
126715477,P23458
137660171,Q9Y618
71506251,P05091
162722291,Q9UBN7
25134326,Q05397
25034489,P19099
71461237,P27338
57385071,P27487
117723269,Q15059
25118127,Q9Y5N1
89735655,P51812
146408514,P23458
46225540,P31751
138686399,Q9NR97
91895858,P27487
44223357,P37023
132009332,Q03181
49855569,P00533
1150,P28335
162648673,P41597
132141470,Q9UQD0
9879532,P46098
138534389,P03372
