0,1
24821094,P51451
11289792,Q9UHL4
91863383,P27338
11639939,P49841
56664958,Q6V1X1
122510317,Q9NR97
3339,P07148
146421743,Q9UQD0
155568484,P00747
44430520,P43166
134492070,P04150
11437501,P23141
134330253,Q9NR97
9943908,P43681
89735655,P51812
651615,P21554
10436126,P00734
49803313,O00444
3163969,Q9H773
86297585,P34972
49797608,P27487
44420049,P48067
23645705,P27487
76321826,Q9UHD2
46208601,P52333
44415581,P08709
155551946,Q6PL18
87502,P00748
16007391,P16234
121364636,P03952
44565892,P27487
59603829,P07333
46884202,P35367
127047647,Q14833
25070031,P46098
145956144,Q16790
71525587,Q9H3N8
145956144,P00918
145957352,P41145
52944406,P27338
11048367,P09619
11661106,Q13255
5994,P10275
137651481,P23458
44583235,P34913
16090844,P27487
118720564,P34972
44418498,Q9Y5N1
6539815,P19099
56846693,P07949
57780016,Q9Y5N1
126524407,Q9Y5Z0
134329944,Q9NYK1
86715808,P56817
90656284,P07948
134330049,Q9NYK1
10894269,P00742
126554901,P56817
53354365,P12821
132271950,Q9NR97
11843159,P12931
145984217,P25774
121414237,Q9NR97
2160,P08172
11234800,P27487
42602175,P31751
11518581,P48067
91895727,P27487
72188905,P27487
145431097,P19099
451705,Q05655
127035742,P27487
86270008,P78527
58688444,P53667
44346053,P45984
145431088,P19099
24794418,P30530
118499636,Q13315
3696,P11229
11419146,P27487
44443359,P27487
24825713,P34913
89471136,O60674
145980094,P51449
42642645,Q08345
46946735,O75907
5328940,P00519
90665374,Q9Y233
728528,P03951
49796940,P27487
139557484,P10721
60170775,P35372
451705,O96013
135285434,Q9Y5Z0
126557114,Q9Y5Z0
141724603,P19099
155561775,Q16790
135343705,P03372
118734875,Q9Y5N1
118705579,P47901
11295146,P56817
90395384,P09211
9933475,P09619
14281001,Q9H244
10478569,P35968
44286978,P00734
90667424,P08581
70684312,P68400
138454792,Q92769
53329215,P08254
24748204,Q13470
11338033,Q15078
16040152,P50281
15005578,Q14432
66598153,P11309
50925425,Q16790
86727663,P42336
16778344,P42330
11613998,P08648
24772513,Q07343
5329002,P11362
25118127,Q9Y5N1
44376426,P00742
44439395,P34969
73669640,P56817
121364584,P03952
9867212,Q15761
10366136,P07741
45268455,Q9Y5Y4
122510232,Q9NR97
145955012,O43570
130453527,O60341
5336569,Q16790
3081361,Q06418
444031,P08173
25107503,P21554
145968444,P21554
91935943,P27487
122589412,Q13315
57606048,P21554
448942,P39900
44219903,P45452
89455219,P06239
72550848,P03951
392622,P24557
117897542,P48067
25134326,Q07912
1377410,O43570
119098889,Q9H8M2
49797107,P27487
26257,P23141
