drugbank_id_1,drugbank_id_2,label
DB00292,DB05271,1
DB09065,DB00567,1
DB01609,DB00549,1
DB00674,DB00450,1
DB00887,DB01113,1
DB00220,DB00672,1
DB00598,DB01021,1
DB05039,DB00872,1
DB01615,DB01106,1
DB01380,DB08864,1
DB00735,DB00594,1
DB01390,DB09020,1
DB01320,DB00396,1
DB09085,DB00285,1
DB00379,DB01621,1
DB09119,DB09068,1
DB00854,DB00285,1
DB06736,DB00594,1
DB09280,DB00622,1
DB06716,DB00215,1
DB00189,DB00593,1
DB01149,DB00297,1
DB00813,DB09085,1
DB00304,DB01016,1
DB00679,DB01551,1
DB00312,DB00599,1
DB00476,DB01623,1
DB00280,DB00612,1
DB01319,DB00624,1
DB00590,DB01020,1
DB00250,DB09112,1
DB00238,DB01026,1
DB00834,DB00443,1
DB01232,DB00331,1
DB00549,DB09068,1
DB01075,DB00530,1
DB00196,DB08868,1
DB00939,DB01050,1
DB00794,DB01359,1
DB01254,DB00285,1
DB01264,DB00285,1
DB00794,DB00400,1
DB00628,DB01209,1
DB00932,DB00592,1
DB01024,DB01077,1
DB00691,DB00883,1
DB09120,DB00546,1
DB01132,DB00731,1
DB00224,DB08907,1
DB00687,DB00774,1
DB01169,DB01029,1
DB00358,DB00373,1
DB01097,DB00487,1
DB00218,DB04844,1
DB00744,DB00266,1
DB01623,DB01353,1
DB00470,DB01394,1
DB01624,DB00434,1
DB00482,DB00373,1
DB01069,DB01035,1
DB00673,DB06708,1
DB09084,DB01295,1
DB00091,DB11156,1
DB00647,DB01028,1
DB06718,DB01132,1
DB01234,DB00310,1
DB01050,DB03585,1
DB00203,DB13874,1
DB01229,DB00309,1
DB08899,DB00647,1
DB08976,DB01600,1
DB00937,DB01246,1
DB01186,DB00333,1
DB04839,DB00908,1
DB09082,DB00363,1
DB01159,DB00983,1
DB01401,DB00684,1
DB00619,DB00204,1
DB00475,DB01065,1
DB00227,DB05294,1
DB00199,DB01349,1
DB08820,DB01558,1
DB02709,DB11079,1
DB01116,DB00678,1
DB08970,DB00621,1
DB00696,DB00396,1
DB06144,DB00949,1
DB00714,DB00774,1
DB01377,DB04868,1
DB01370,DB00908,1
DB09104,DB00896,1
DB01601,DB00898,1
DB01072,DB01267,1
DB00203,DB09074,1
DB01168,DB01407,1
DB09063,DB00762,1
DB01348,DB00768,1
DB01029,DB01041,1
DB00169,DB00623,1
DB01351,DB06288,1
DB00390,DB00445,1
DB04846,DB00765,1
DB06788,DB01232,1
DB13158,DB00772,1
DB00196,DB00530,1
DB01224,DB04876,1
DB00588,DB00951,1
DB06700,DB01120,1
DB00295,DB00268,1
DB00226,DB01240,1
DB00564,DB01241,1
DB08976,DB00695,1
DB01420,DB09286,1
