drugbank_id_1,drugbank_id_2,label
DB00492,DB00768,1
DB01403,DB00567,1
DB00188,DB01114,1
DB00653,DB09085,1
DB00700,DB01113,1
DB00169,DB06203,1
DB00214,DB00880,1
DB00652,DB00872,1
DB00484,DB00753,1
DB09054,DB08860,1
DB09292,DB00187,1
DB00635,DB00491,1
DB00468,DB00748,1
DB06717,DB01012,1
DB00344,DB01621,1
DB12267,DB00216,1
DB00176,DB01012,1
DB01283,DB00187,1
DB12001,DB06480,1
DB00437,DB09273,1
DB08865,DB00593,1
DB01211,DB01218,1
DB00527,DB09085,1
DB00959,DB01016,1
DB09128,DB00956,1
DB00780,DB00966,1
DB00248,DB00935,1
DB00244,DB00195,1
DB09091,DB00624,1
DB00450,DB01182,1
DB01002,DB00232,1
DB00247,DB01167,1
DB00661,DB00620,1
DB04871,DB13025,1
DB09238,DB09068,1
DB04846,DB06704,1
DB00715,DB01238,1
DB01207,DB00945,1
DB00264,DB01359,1
DB01403,DB00204,1
DB06663,DB00204,1
DB01017,DB00555,1
DB00275,DB01143,1
DB01161,DB09034,1
DB00469,DB00896,1
DB00908,DB01197,1
DB00793,DB01045,1
DB00373,DB00672,1
DB04920,DB08907,1
DB01397,DB01418,1
DB01264,DB00185,1
DB01232,DB01136,1
DB04868,DB00222,1
DB00218,DB04844,1
DB01059,DB00284,1
DB00854,DB00228,1
DB00364,DB00738,1
DB01156,DB00321,1
DB09279,DB00195,1
DB00757,DB01165,1
DB06402,DB00204,1
DB00797,DB01214,1
DB06148,DB09119,1
DB01026,DB00943,1
DB00014,DB01261,1
DB04930,DB00872,1
DB08822,DB06739,1
DB00619,DB00637,1
DB01601,DB04845,1
DB00715,DB00805,1
DB09295,DB00972,1
DB00257,DB01201,1
DB00427,DB00921,1
DB00468,DB01154,1
DB08883,DB00206,1
DB01065,DB04896,1
DB01263,DB08867,1
DB00543,DB01169,1
DB08912,DB01118,1
DB00556,DB05294,1
DB05521,DB08932,1
DB04575,DB04938,1
