Drugbank_id,Uniprot_id
DB00418,Q8TCU5
DB00668,P08913
DB00975,P27815
DB12978,P07333
DB00909,Q8N1C3
DB00408,P08913
DB01017,P27361
DB00334,P31644
DB00228,O60840
DB11995,P40238
DB14011,Q16678
DB11763,P29597
DB14185,P28335
DB00246,P08172
DB01043,P78334
DB01393,P48443
DB00477,P02763
DB01588,P31644
DB12010,Q8NEV4
DB01185,P03372
DB00834,O75469
DB01184,P35462
DB14011,P41143
DB11672,P37231
DB09061,P35354
DB09304,P50406
DB00431,O75469
DB12010,P53355
DB09211,P43115
DB07780,P53611
DB11273,P41595
DB09235,Q01668
DB03395,P00797
DB08810,Q13639
DB00884,P14324
DB00963,P23219
DB14754,P23975
DB01254,P07947
DB00202,P30926
DB11348,Q9UBV8
DB00412,P19793
DB00502,P28223
DB07996,P17612
DB00622,Q9P0X4
DB01351,P48169
DB00209,P20309
DB01553,P48169
DB00628,P34903
DB00829,P47870
DB12010,P51813
DB01254,Q92570
DB01182,P08588
DB04861,P08588
DB01133,P21281
DB01135,Q15822
DB11328,Q9UNN8
DB00142,O00222
DB00422,P08908
DB00726,P18089
DB00135,P17735
DB01559,P34903
DB00421,O60840
DB00420,P11229
DB05087,P18505
DB06406,P00742
DB01167,Q16850
DB01273,Q15825
DB01340,P12821
DB11755,O75762
DB12010,Q13237
DB01238,P28222
DB01215,O14764
DB09283,O95263
DB00384,P51168
DB08439,P35354
DB00661,O00305
DB13837,P18507
DB00843,Q00653
DB06202,Q92731
DB00122,P22303
DB12010,Q9H422
DB01014,P23219
DB00333,P46098
DB06787,P20309
DB00179,Q96QT4
DB00543,P25100
DB01352,P42262
DB15598,P05106
DB01289,P01308
DB13345,P35368
DB00657,P43681
DB13025,P35462
DB06127,P27487
DB01200,P28335
DB02659,P23141
DB05219,Q07343
DB00934,P11229
DB01403,P18089
DB00623,P14416
DB09089,Q9H2S1
DB01019,P08912
DB00843,P06276
DB01009,P25024
DB09345,Q9UI33
DB00454,Q01959
DB00197,Q99808
DB01189,Q09470
DB01079,P28223
DB04885,P46098
DB06712,O95180
DB13925,P30874
DB00794,P34903
DB00661,O95180
DB00640,P29274
DB01142,P25021
DB00313,Q92769
DB01791,Q08493
DB01364,P35348
DB01419,P35354
DB01565,P41143
DB01593,P00450
DB11859,Q9UN88
DB14006,Q13393
DB12010,Q9NRH2
DB00346,P35348
DB00321,P25100
DB08162,P61925
DB09194,P08913
DB08822,P30556
DB13746,Q01118
DB03880,P51512
DB00908,P35348
DB00997,P11387
DB01159,Q99928
DB11638,Q14103
DB01567,P31644
DB01205,P48169
DB01248,P11137
DB01159,P18505
DB12278,P08172
DB01589,P31644
DB09304,P08913
DB01267,P28221
DB00231,O14764
DB04832,P31645
DB00546,Q8N1C3
DB01588,P18507
DB09462,P84077
DB00424,P08173
DB01041,P02763
DB04513,P0DP23
DB01708,O75469
DB00273,Q02641
DB00818,P18505
DB01267,P35462
DB06077,P14416
DB01094,P35610
DB01107,P18507
DB00458,P31645
DB11274,P21918
DB00854,P41143
DB12177,P28335
DB08437,P61313
DB01254,P06239
DB05541,Q01118
DB13025,P08913
DB12010,P35590
DB01425,P14416
DB01133,Q96A05
DB00913,P35372
DB06246,O00408
DB02342,Q16678
DB00421,P10275
DB06711,P35348
DB04946,P21728
DB00945,O43741
DB12612,Q9H228
DB01159,Q01814
DB01355,P47869
DB13335,P28472
DB01567,P78334
DB00642,P04818
DB05668,P26358
DB00794,O00591
DB00555,Q99928
DB14542,P04083
DB06148,P34969
DB04824,O60656
DB01567,O00591
DB13345,P08913
DB00805,P21728
DB01511,P47869
DB05219,P27815
DB14543,P14060
DB00813,P35372
DB00777,P14416
DB01122,P22303
DB00562,P43166
DB09232,O60840
DB00394,P04150
DB00404,Q99928
DB00402,Q16445
DB01267,P28335
DB12010,Q9H2X6
DB01380,P04083
DB09209,P41143
DB09203,P25100
DB00145,O60391
DB13615,O00206
DB01149,Q12809
DB09130,P51858
DB00481,P50453
DB00162,Q9BTZ2
DB00805,P28223
DB01349,P50052
DB00875,P21917
DB01593,Q06481
DB01026,P05093
DB09130,P48637
DB01267,P35368
DB00246,A5X5Y0
DB09078,P17948
DB01074,Q12809
DB12001,Q00534
DB12404,P48169
DB00599,P20309
DB08814,Q9Y233
DB12010,P06493
DB00126,Q02809
DB01593,P04217
DB00675,P45983
DB09130,P01042
DB00543,P08908
DB00799,P28702
DB02659,P20674
DB12010,P36888
DB06603,Q92769
DB01236,O14764
DB01614,P08908
DB13985,P32745
DB11148,Q14500
DB13956,O75469
DB00476,P23975
DB12537,Q8N1C3
DB09147,P69905
DB00142,O15399
DB01365,P18825
DB00543,P18507
DB00397,P08913
DB13837,P47869
DB11638,P23246
DB00201,Q08493
DB01236,Q99928
DB00668,P08588
DB00402,P28472
DB01873,Q9H4B7
DB00242,P56282
DB09345,Q9UQD0
DB01591,P20309
DB00309,Q9H4B7
DB00898,P30532
DB01133,Q9HBG4
DB06016,P35367
DB00248,P08588
DB06153,P28222
DB00866,P13945
DB06263,P11388
DB00555,Q9NY46
DB00934,P08912
DB00448,P10636
DB04540,Q9ULY5
DB09130,P08758
DB01248,P10415
DB05532,Q5NUL3
DB00988,P21917
DB00454,P20309
DB14631,P04083
DB12010,O75460
DB12010,P07333
DB04842,Q06432
DB09238,Q02641
DB00726,P08908
DB02266,P42330
DB01036,P08173
DB00897,Q8N1C3
DB01708,P78334
DB00182,P07550
DB06196,P15144
DB11800,P36888
DB00338,P20648
DB01559,P18507
DB00189,O14764
DB01254,P10721
DB00555,P28472
DB04849,P35968
DB14011,P04798
DB00380,Q02880
DB06148,P08913
DB00540,P18825
DB00349,Q99928
DB09121,O95622
DB08633,P50579
DB12978,P36888
DB00201,O76074
DB01124,P48048
DB09085,P21817
DB00679,P35348
DB00898,Q05901
DB09130,P42858
DB09089,P11229
DB11447,P10275
DB12147,P09619
DB00179,P09917
DB01241,Q07869
DB01593,P03372
DB00268,P25100
DB00457,P35348
DB12693,P28223
DB00876,P30556
DB00281,P02763
DB00312,P47869
DB01151,P28335
DB02587,P13569
DB06216,P35348
DB00237,P30926
DB09202,P35348
DB00909,Q99928
DB09194,P28335
DB00907,Q9UI33
DB01559,P78334
DB14491,Q9GZT9
DB15565,P12821
DB00548,P51857
DB12010,P16234
DB00142,Q8N159
DB00721,Q15822
DB06441,Q9H244
DB14071,P08183
DB01327,P40933
DB01189,O14764
DB01558,P48169
DB00818,Q9UN88
DB09061,P14902
DB14533,P08603
DB09235,O95180
DB09300,P08172
DB00915,P14416
DB03496,P00533
DB01559,P31644
DB13346,P35354
DB09061,O75311
DB01594,P31644
DB06637,P22459
DB00818,P28472
DB16628,O96007
DB01576,P08913
DB00661,Q13698
DB06512,P28335
DB01021,P05023
DB00193,P23975
DB03496,P11216
DB00349,P47870
DB11274,P35462
DB00282,P14324
DB13872,P47870
DB01159,P28472
DB01238,P08913
DB02709,P48039
DB04297,Q8WUI4
DB13643,P47869
DB12637,Q6QNK2
DB00243,Q08289
DB09283,Q13370
DB04216,Q6NVY1
DB11235,P20309
DB00451,P06756
DB09061,P24752
DB01159,P03886
DB00198,Q9Y3R4
DB14533,P02649
DB00404,Q9UN88
DB13269,O60939
DB01221,P06276
DB09130,P08603
DB00680,Q14524
DB06707,P18825
DB00482,P07451
DB00908,Q14524
DB00231,Q16445
DB00661,O60359
DB00795,P23219
DB00918,P28221
DB00334,P21918
DB11855,P08172
DB09235,Q9Y698
DB01037,P27338
