0,1
44259,PIK3C2G
5494449,PDGFRA
5329102,PDPK1
5494449,TNIK
44150621,NEK6
16725726,PRKCD
5328940,ERBB2
10113978,NEK2
10184653,JNK3
11984591,PAK3
153999,CSNK2A2
44259,MARK1
10427712,PIP5K2C
123631,FLT3
3062316,p38-alpha
25243800,BRSK1
11717001,CSNK1E
3081361,SRMS
10138260,EPHA6
11427553,BMPR1A
11338033,CDKL5
11234052,DDR1
5287969,CDK3
16038120,NEK6
44150621,PFCDPK1(Pfalciparum)
3081361,LTK
51004351,BLK
11427553,CSNK2A2
16007391,AURKB
153999,SLK
51004351,RIOK2
5329102,LATS2
126565,PIM3
44259,NEK1
156422,TRKB
5287969,AAK1
16007391,YSK4
126565,DAPK1
11427553,GCN2(KinDom2S808G)
126565,PHKG1
17755052,STK16
11667893,JAK1(JH1domain-catalytic)
10113978,SLK
5287969,CDK8
126565,TAOK2
126565,MAP3K15
176167,PIM2
11485656,ROCK2
44259,ULK2
42642645,LYN
5329102,PKN2
5329102,RIOK1
25243800,CDK7
5328940,SLK
5329102,RSK1(KinDom.1-N-terminal)
16038120,MAP3K3
176870,ULK3
126565,JNK1
11409972,PRKX
3062316,ERBB2
16722836,CLK4
44259,TESK1
126565,ERK1
123631,LYN
9915743,TIE1
44259,MELK
3025986,DYRK2
11364421,HIPK4
44150621,NEK5
644241,MRCKB
126565,EPHA5
11409972,p38-alpha
25127112,QSK
9809715,CAMKK1
4908365,LATS2
11364421,MERTK
5494449,MAP4K3
10138260,DRAK1
51004351,MAP4K4
156414,LOK
9915743,PRKD1
51004351,JNK3
447077,EGFR
11626560,TYRO3
51004351,PRKCQ
5328940,MAP4K5
16038120,DAPK2
10461815,BIKE
5494449,LIMK2
9809715,MYLK4
44150621,AMPK-alpha1
11409972,ANKK1
16725726,YSK4
44259,BLK
4908365,ULK3
5287969,LTK
3062316,YSK1
25243800,SNARK
11485656,LTK
11364421,TAOK3
153999,MEK4
25243800,PRKCE
11617559,CSF1R
4908365,FER
176870,EPHB6
11626560,DMPK
5291,CSF1R
44259,SLK
5287969,CAMKK1
44259,IKK-alpha
11409972,NEK5
3025986,CSNK1E
5328940,PLK1
16722836,DAPK2
3062316,JAK2(JH1domain-catalytic)
5287969,PRKD3
176155,TGFBR1
9926791,DMPK
5329102,SIK2
44259,ABL2
42642645,LTK
