0,1
9809715,ASK2
11656518,MARK2
216239,PLK3
9933475,MAK
10427712,INSR
151194,STK35
11234052,RSK2(KinDom.1-N-terminal)
123631,TAK1
216239,ROCK2
17755052,PKN2
9929127,MEK4
176870,CASK
11712649,ZAP70
9926054,CSNK1A1L
11338033,EIF2AK1
24180719,NLK
25243800,PAK3
9929127,EPHB3
16725726,CLK1
25127112,SRC
10113978,MARK1
176870,MAPKAPK2
6918454,SBK1
11667893,DAPK3
11364421,FRK
10138260,EPHA4
10427712,MYO3B
11409972,ADCK4
5291,GSK3A
11338033,BMPR1B
156422,CSNK2A2
11712649,GSK3B
10074640,SBK1
25243800,MAST1
24779724,MARK3
11364421,AMPK-alpha1
9933475,AKT3
10138260,PLK3
3025986,NEK7
4908365,CDKL2
156414,MEK6
16722836,RAF1
11485656,LZK
11427553,ADCK4
17755052,BMPR1B
5287969,PDGFRB
9884685,INSR
24889392,CSNK2A2
11485656,CASK
16725726,PRP4
11338033,SIK
10074640,CAMK2B
24180719,PRKCH
176167,CAMK1G
11409972,IGF1R
11364421,MARK2
9884685,PLK3
644241,MAPKAPK2
25127112,EIF2AK1
9926054,JAK3(JH1domain-catalytic)
10074640,PCTK3
10113978,EPHB4
151194,MAP3K2
3038522,ALK
10127622,PAK1
11717001,MLCK
11667893,MEK2
6918454,ERBB4
11717001,MYO3A
176167,CLK3
208908,PRKD1
3062316,CDKL1
11656518,EPHB1
216239,CDKL5
11656518,TTK
16725726,CDKL1
3062316,CLK2
176167,p38-gamma
24180719,CDK7
151194,LCK
6450551,TNNI3K
11717001,PRKD3
6918454,HIPK2
11234052,BTK
176155,p38-delta
3038525,PRKCQ
11364421,CTK
11717001,EIF2AK1
176870,DYRK1B
11717001,PIK4CB
24779724,CDK5
11617559,ADCK3
3038525,GAK
6918454,ICK
11338033,PHKG1
16007391,MAP3K1
10127622,ROS1
208908,LIMK1
3062316,MTOR
11314340,TIE1
208908,BRSK1
447077,PAK1
151194,BMPR1A
6450551,PAK1
11409972,SNRK
10127622,GSK3B
10127622,DAPK1
11656518,CDK9
3038525,JNK1
16038120,CDK3
42642645,PHKG2
10113978,CDK8
6450551,ICK
11427553,RPS6KA5(KinDom.1-N-terminal)
11427553,LIMK2
11234052,p38-gamma
123631,ADCK3
10127622,TRKB
11234052,CDK5
6450551,CLK1
6450551,WEE2
11656518,EGFR
11717001,FLT3
644241,LIMK2
9929127,MYLK2
3038525,RPS6KA5(KinDom.1-N-terminal)
176167,STK35
5287969,ERN1
9933475,PFPK5(Pfalciparum)
16725726,MRCKB
176167,CDKL1
6450551,CHEK1
644241,RIOK1
11626560,BRSK1
17755052,EIF2AK1
16007391,NEK3
11338033,p38-beta
3081361,MYLK2
17755052,LRRK2
24889392,ASK2
11234052,DRAK1
5329102,PFTAIRE2
151194,SIK
9933475,DYRK1A
123631,PDGFRA
11617559,FGFR4
11667893,CHEK2
216239,RIPK1
11667893,RSK4(KinDom.1-N-terminal)
9926054,PAK3
151194,PIK3CD
9933475,LKB1
44150621,PAK2
151194,MLK2
3038525,ACVRL1
5329102,STK36
24180719,CAMK2B
25127112,PCTK2
44150621,EPHA8
156414,AKT1
24779724,CAMK4
6918454,BRK
6918454,DCAMKL2
11617559,ROCK2
6918454,PLK3
9809715,PRKCE
10074640,PYK2
10461815,MLK3
176155,ARK5
11626560,MLK3
447077,DAPK1
5291,MAP3K3
9929127,PIP5K2C
11485656,NDR1
176167,LCK
3062316,SNARK
11717001,CDK11
44150621,TNK1
151194,CSNK1A1
17755052,CDC2L1
644241,ACVRL1
24180719,EPHB4
9926791,INSRR
11338033,EPHA4
10138260,PRKCE
208908,MAP4K5
644241,CSNK1G2
3038522,MYO3A
11717001,DAPK2
16007391,p38-alpha
10138260,MKK7
11338033,RIPK2
11364421,SGK3
208908,BMPR1A
11364421,STK36
11338033,MAP3K1
24889392,MKNK1
153999,ADCK4
3062316,CSNK1A1L
11712649,MRCKA
9926791,PAK1
42642645,IRAK1
11626560,ERK4
216239,YANK1
11617559,MST1
11626560,CLK2
9884685,NLK
9809715,EPHA7
42642645,FGFR4
10113978,CAMKK1
9926054,TRKC
10127622,ITK
11364421,IRAK3
11485656,ERBB2
24779724,MAP4K4
4908365,ERK8
11314340,ERBB3
176155,CDKL3
9926791,AKT3
10074640,MKK7
25243800,MAK
208908,RIPK4
44150621,CDK5
9933475,PRKCI
24779724,WEE1
156414,PRKCE
3038525,TAOK1
9884685,MINK
9926791,SBK1
9915743,MARK3
11667893,SNARK
156422,HCK
3062316,p38-delta
11667893,GRK7
11338033,PRKCQ
25127112,NEK9
3081361,p38-alpha
51004351,INSR
25127112,CAMK4
3025986,DAPK3
123631,IKK-beta
9933475,NIM1
3025986,PAK4
42642645,BRSK1
24779724,MYLK
5287969,TNK1
126565,CSNK1G3
24779724,PFTAIRE2
11617559,DDR1
17755052,ROCK2
10184653,AURKA
11717001,ULK1
24779724,PRKCD
3038525,CAMK2D
11656518,PRP4
5494449,ERK8
208908,RIOK2
11338033,ERK2
5291,MKNK2
10427712,CSK
9933475,EPHB1
9809715,CDKL3
10127622,RIOK2
11656518,CDK3
176155,GSK3A
51004351,FES
16725726,PHKG1
11485656,CDKL3
5329102,GSK3A
176870,MST4
11234052,RSK4(KinDom.1-N-terminal)
3038522,SIK
176870,ACVRL1
3038525,BMPR1A
5287969,FES
10113978,AURKB
9926054,MAP3K4
208908,ACVR1
447077,PAK3
156422,PFTAIRE2
151194,DRAK2
176167,CSNK1A1
10184653,MAP3K4
11667893,NEK9
11667893,PFPK5(Pfalciparum)
9929127,NEK7
11717001,LIMK2
9929127,PKN2
24779724,HIPK2
9926054,ACVR2A
3025986,PDGFRA
10461815,ITK
153999,YANK1
42642645,GRK1
9884685,ERBB3
10127622,JAK2(JH1domain-catalytic)
9884685,CLK4
644241,PFPK5(Pfalciparum)
24180719,CTK
51004351,ACVR1B
176155,SRPK2
176167,ANKK1
3038522,PKAC-alpha
11409972,IKK-epsilon
10113978,IRAK4
216239,TYRO3
16007391,MEK4
9884685,SRPK2
11234052,TEC
3038522,FYN
176167,MAPKAPK5
5328940,PIM2
24779724,MAP3K3
24180719,RIOK3
11617559,PFTK1
156414,PKMYT1
176167,TRKC
16007391,EPHB4
3025986,EPHA1
9926054,STK35
9884685,CAMK4
16725726,YANK3
9926054,ABL1
156422,HIPK3
9926791,PRKR
11656518,YANK1
6450551,NLK
3062316,RSK4(KinDom.1-N-terminal)
11656518,MLK1
153999,STK39
9929127,AURKC
176870,MYLK4
