PubChem_id,Uniprot_id
86582964,P31645
10324641,Q86TI2
24993189,Q15831
10113978,Q9NQU5
16362,P11712
16046125,P43235
46843057,P78368
122553408,Q92793
6445562,Q00537
10127622,Q16584
10430360,P11274
176870,P27448
44182295,Q8NI60
11548630,P78368
11387605,Q13043
3062316,O14757
50922691,P49674
9826528,O75460
52913813,O75582
24765037,Q5VT25
3038522,P51955
16718576,P43686
134283792,Q9UKV0
46216796,P49841
71731513,Q12809
10215912,P67870
10366136,Q8TBX8
71659896,P10635
71041625,P08684
25190500,P07339
11348345,Q12809
11620908,Q13976
16749163,Q14790
57990770,O96013
44395167,P23219
139301813,P06870
9933475,P51812
10650266,P00750
139390057,O00329
151194,O76039
6918852,Q13177
12635073,P00915
11973736,Q32MK0
25181472,P07949
42644084,P07099
11712649,Q9Y2K2
1924413,P06241
24964624,Q96S44
71452176,P49841
24905401,O75460
25181472,Q02750
44462760,P05771
16659841,Q9NWZ3
59757974,Q15067
11719003,P08240
44449460,P08684
10437018,P31751
6918736,P51617
16666708,Q9Y4K4
42611257,P43405
46885626,P27361
44158089,P55212
176167,P54619
25167777,P49137
46220502,Q9UL54
118987449,Q9UQL6
10113978,P48730
44187362,P43686
156414,Q9UHD2
16658680,P00750
126565,Q15759
16222096,Q99759
24864821,Q13418
10116618,P03956
10318708,P10635
138472668,O60885
25227436,P36896
154593774,O60885
57379345,Q12866
10426105,Q14957
91895839,Q6V1X1
46885626,Q6PHR2
25005990,P08684
42642648,P15056
156414,Q2M2I8
70252985,P00747
145971190,P52333
9811611,Q15759
5282073,P06239
11713159,Q8IVH8
5330286,Q13233
69936823,P00742
11995422,Q12809
71711862,Q14524
9811611,Q9UHD2
58874273,P08684
10527068,Q05513
42611257,P53667
49855760,Q9BY41
44187362,P48729
11719003,P05771
25151352,O14757
11522916,Q96GD4
89455219,Q9Y6R4
11785878,P27361
9863672,P12931
17755052,Q14004
6442177,P12931
11329138,P20309
24945542,P30926
16659841,Q9Y6R4
25102847,P27448
10430360,O60313
24748573,O75460
9823820,P54619
10138259,P08240
6445562,Q9UPZ9
644241,Q9UBE8
44137675,P29597
166178086,Q12809
10288191,P11802
23643975,P13861
11786814,P10632
162722432,Q13547
11234052,Q96S44
24864821,P12268
23643975,P51955
6442177,P49840
127050762,P11712
131954172,Q9UGN5
10288191,Q15831
1893730,P06493
154593801,O60885
162721925,Q96DB2
25145656,P06239
10297043,P51955
176870,P18074
11671614,P20618
25167777,P41743
89777463,P10635
3081361,Q9UGJ0
44383813,P07900
134154625,P00918
16662069,P52333
10691662,Q09428
14664195,P00742
15604510,Q9NSE4
44137946,P42684
25117126,P52564
57379345,P27448
46220502,Q13873
162661919,Q12809
44603533,P42680
6420138,Q9UL54
145704650,P04629
101898808,P05067
3025986,P51955
56925896,Q07869
24794418,Q14164
11552706,P49761
44516953,P49759
16725726,P23443
9851104,P05556
118211226,O00238
9810884,O75460
52936268,P35968
25066467,P28482
9829523,P36896
11338033,P25098
6445562,P45983
11548630,P49674
122510362,Q9NYK1
3025986,P30085
91930005,P27338
10430360,Q9Y2U5
16654980,O75676
16041424,Q9NYL2
5328137,Q02156
25030810,Q12809
9869943,P22612
9868037,Q9Y4K4
11712649,Q05655
25181472,P78368
78319162,P00519
70874786,P20813
3547,Q9Y572
57404012,Q99500
24748204,Q15375
9810884,Q9H2G2
23643975,O00444
