PubChem_id,Uniprot_id
9953722,P00742
155810867,P68363
3964,P35462
11556711,P28066
16124479,O75116
16118896,P28845
135400189,O43924
168283917,P31749
57869963,P49841
138609171,P14902
141754234,O00329
126565,Q2M2I8
10249183,Q08493
10565133,P00915
4543,P23975
46911794,P21728
155513515,P0DMS8
11650194,P08581
15604510,Q05655
57869889,P49841
46882950,P34913
73670653,P56817
11555218,P28845
10414330,P05106
126565,O15530
122548365,Q9UBN7
28864,P21917
136205832,Q9GZT9
53238125,P46098
127034071,Q9Y2T6
58688563,P53671
86729932,O60341
56946894,Q9Y463
7000183,P42263
49849122,Q9GZT9
10431917,P24941
78470894,P49798
71042078,P42345
68078828,O14965
45275255,P23458
126558766,P56817
11690457,P23443
145997874,Q07343
45272700,Q9Y5Y4
57990770,Q9NSY1
11442891,P11274
56846693,P29317
163196365,P22303
155561265,Q9Y618
139495458,P36894
124114343,P11802
10389239,Q13627
136069609,P42338
121480641,P51449
91895828,P27487
76314267,P21917
53516400,P00918
22674411,P30542
5328940,P29322
90395389,O60341
24964624,P31751
10053267,P41143
70685326,Q13224
15944971,P25098
11667893,P17948
45269430,P28845
21877253,P35968
16658024,P27487
132272303,Q9NR97
71542622,P56817
25167777,P42345
145952345,P00918
2551,P08172
76283682,P49810
16124208,O14965
44592955,P13726
155551946,Q6PL18
44565958,P11387
44403121,P20309
9984568,P00734
136069600,O00329
24748204,O14965
162677454,P14780
11027718,P14780
11485656,O15197
136264454,P31749
6539056,P06493
86732127,P56817
3564,P21397
134329482,Q9NYK1
4636,P35368
25227462,Q14680
24748573,P36888
155553510,P30542
10202765,P35408
5330195,P12931
24360,Q9UKV0
16098910,P03952
135285412,Q9Y5Z0
71456725,P51677
146243619,P49840
5327979,P24723
168071674,Q9UBN7
78322706,P56817
147329329,Q9UQD0
155925379,Q13547
44315123,P24723
11556711,Q99436
78319161,O43570
24882193,P28222
118720891,Q13535
72550186,P03951
118095161,O60885
122599434,Q13315
118728501,O43570
162722053,Q9UBN7
44442781,O00763
60138149,Q07912
122419211,P07949
90395376,O60341
20641745,P00742
44449751,P0DMS8
5330812,P24941
129236923,O60674
46226278,P34972
44589548,P56524
134329686,Q9NR97
25178356,P00918
90654827,Q16790
24826799,Q13546
23647898,P00797
130453737,Q13315
130196825,P30281
11635230,Q99705
16037804,P35372
71583084,P55210
15887336,P42336
118536088,O60341
154593665,Q92793
10389239,O43293
90373092,P56817
44462760,Q8TD19
162657979,P27338
57897151,P10635
155521355,P0DMS8
155765881,Q13231
5280666,P04798
90373228,P56817
176158,P49840
31703,O14965
10696089,P05106
118866347,P56817
155765830,Q9BZP6
5494414,P14635
90413693,P56817
46888721,P21554
44344888,P37231
11497983,P09619
126565,Q16584
10366136,Q9NWZ3
75522,P43166
86677234,P06213
10504537,P35354
1394668,Q13224
137648111,P29274
46207586,P35916
16722836,O00444
132233152,Q9NR97
11526745,Q92847
137434175,Q12809
118732977,P30542
122184845,Q9UBN7
44205240,O60674
46869741,P45984
11374110,P10721
9919680,Q08499
16095102,O15379
68004012,P41597
118095198,Q15059
135321163,Q9UBN7
140892454,P56817
122599347,Q13315
44350415,P06756
57387028,Q9GZT9
138686764,Q9NYK1
74221194,P39900
118707111,P17252
155765812,Q9BZP6
10621170,P25101
71716137,P00747
102593934,P18507
91934373,P27487
155514226,P34972
68767109,P41597
132272464,Q9NYK1
11381572,Q16539
71522537,P09211
118208048,P51449
78319159,Q16790
90654800,O43570
11522916,P22460
5291,P42684
44351097,P08246
10437018,P04626
71285760,P52333
42642645,P09619
90668211,P08473
146685838,Q92793
155540484,P52333
134329395,Q9NYK1
78319160,Q16790
10430360,O94806
141724645,P19099
126554901,P56817
9886177,P14780
25183872,P28065
155765968,Q9BZP6
132629,P25103
90644648,Q00987
1238,P21917
134153498,Q9UQB9
126565,P36888
86715904,P56817
137632925,P30542
57870042,P49841
165156385,Q9Y5S2
136041848,P42338
121245322,P05556
387447,P28074
71226367,P51813
45263683,P27487
71524808,O43613
91530809,P36888
132272557,Q9NR97
9961766,P20701
66562573,Q9Y5Z0
155517789,P29274
60162406,P00747
86270936,P15090
134491927,P04150
5288494,Q92731
44441701,P56817
9987251,P00749
126509351,Q13547
6468,Q12879
10355832,P16234
25166956,P37231
73670142,P56817
155765813,Q9BZP6
126557766,Q9Y5Z0
66571548,Q16620
67406727,Q92847
71041788,P42336
135320997,Q9UBN7
11951302,P21554
45263841,Q08499
135126128,Q9Y5Z0
4543,P11229
11952856,P00533
24757938,P17948
1342,P47898
122182835,P29274
67950186,P56817
11670894,P55210
60795,P35462
71719914,P11712
57401331,P42345
118714377,Q969S8
90373358,P56817
10138259,Q02750
129236951,O60674
25227462,Q9UK32
137440575,P07900
44124695,Q16539
218362,P08913
42605994,P08908
118440826,P56817
118709360,P35372
136245068,O00311
44137946,P17948
9844289,P06756
44324390,P27815
117884192,P56817
44268120,O60391
162675398,P29274
135126562,P56817
44296800,P39086
141755881,P14902
60199250,O43353
23635893,Q05469
164606754,Q99720
49797627,P27487
132141993,Q9UQD0
132190780,P03952
66555680,P49137
11349170,P07949
122419211,P06241
4260,P25100
126557761,P56817
155521187,Q9UBN7
127035243,P27487
44376328,P00742
11641563,P45452
491941,Q16790
44429104,P00742
44816692,Q9Y5N1
24945801,P28845
137654554,P35626
49837968,P56817
156017449,P00918
135283634,Q16539
138686823,Q9NYK1
155225969,Q9NR97
130288171,Q99500
10501958,P35354
11493492,P27487
24759534,O60563
3025986,P78396
162722793,Q9UBN7
176167,P05771
89782019,Q9P1W9
71463198,P11712
162722279,Q9UBN7
11517980,P36888
134329731,Q9NYK1
11213558,P43403
66780844,P42338
122510261,Q9NR97
10138259,P16234
9823820,P16234
66655446,Q9H228
71506635,P05091
57406804,P27487
56946894,Q9H2X6
16658031,P00749
5331798,O43570
23646026,Q6V1X1
46214673,Q92542
681,P21917
141724616,P19099
49853930,P42338
13499360,Q9Y5N1
22643554,P35354
136000590,P28845
71624869,O00408
89726151,P06213
11729563,P24723
11485656,Q14004
49862713,P27487
16678725,Q9Y5N1
134442003,P10721
145968675,Q96DB2
78105,P43166
122510232,Q9NR97
71456806,P06276
6539488,P49841
10879668,P23141
153328504,P56817
91930008,P21397
50991424,P22894
10366136,P04629
46206810,P0DMS8
135398495,P22612
11993875,P05181
155542687,P35462
56846693,P07949
72549782,Q9H2K2
154601227,Q9Y5Z0
11795080,P35354
135126108,P56817
126681029,P43405
137658515,P16234
71455731,P78368
162722338,Q9UBN7
25117126,O60674
25005270,P49841
71451391,P51677
56954011,P10635
91935960,P27487
25066467,P36888
89470690,P23458
146408603,P23458
46207586,P16591
138686292,Q9NYK1
91895719,P27487
44158240,P42574
131954163,O95271
49849007,Q9H6Z9
1150,P28223
162651817,Q9UBN7
131985494,P06756
9861687,P41595
138479320,Q92793
137640248,P00740
145975351,P35916
89844945,P41597
122678562,P51449
135251097,P23458
53467555,P31639
57394614,P35228
122589435,Q13315
25197075,P13866
134265705,P28335
9978117,P30542
53237902,P08908
11014608,P0DMS8
90395397,O60341
18660522,P25101
90395370,O60341
11473281,P09960
46202652,P42336
121480642,P51449
151400990,Q9NR97
162442897,Q9UBN7
49848896,Q9GZT9
102593934,P34903
66615705,P35367
73353756,P27487
4920903,P35348
10347489,Q9BZJ3
155316139,P00748
50941539,P45984
9810884,Q9Y2K2
76281831,P08581
134441941,P10721
2054025,Q92731
122690221,Q9UBN7
3380,P47870
9549184,P53667
86566780,O60885
126556780,P56817
132272478,Q9NYK1
3547,P51817
118714377,O15379
18536880,P00749
11213558,P28482
738674,O14649
53353847,O00329
4705,P00533
2662,O43570
91896514,P21728
24744325,Q13547
90395386,O60341
137530120,P29475
91934363,P27487
17838175,Q13464
127030069,Q99705
9829523,Q16512
42602949,P11362
91895782,P27487
5281855,P67870
145956819,O43570
91935957,P27487
137659930,P0DMS8
162669854,P22455
46207586,Q5S007
56659526,Q15759
59835725,Q99705
71042062,P42336
134283792,Q9UBN7
127757,Q02156
137662187,P00918
117723246,Q15059
10255,Q13003
44395086,Q9Y2D0
137641785,Q9Y463
308405,O43570
122191639,O14965
16007391,Q9UQB9
121426379,O00750
126565,Q8IU85
10578601,P25101
122179847,O43570
10695507,Q15661
11677610,P47901
14280990,Q14432
162678310,P08581
72164289,P68400
24749608,Q9Y5N1
5858639,P24941
168295973,P28062
138479254,Q92793
145431054,P19099
134441988,P10721
118211146,P36896
134691232,Q08345
134538572,O14842
155535968,Q96GD4
9939403,P13497
57842624,P08709
24864079,P24941
42642645,P35916
132272009,Q9NR97
122510278,Q9NR97
145431097,P19099
44592865,P00747
127757,Q05513
68078758,O14965
44449050,P36888
146432498,P08581
117769217,P29597
58437836,Q00987
44541014,P17252
46869674,P45984
134491874,P04150
49797081,P27487
3559,P21728
11751922,P04629
76685067,P00742
10646809,Q08493
151336586,Q92793
69285563,P41597
53353847,P42336
145950894,O43570
162722790,Q9UBN7
9796984,O43570
24949523,P22303
118868365,P04629
127051127,P08069
122510382,Q9NR97
73659204,P36888
91934360,P27487
71212419,P49840
24853959,P0DMS8
127046489,P04049
135343786,P03372
126524407,Q9Y5Z0
168269415,O43570
44443357,P27487
681,P21918
24865437,Q02156
1284324,Q13255
155519559,P35462
46207586,Q14164
58191961,Q9UKV0
444034,P14416
90372911,P56817
44315664,Q9BZJ3
78322077,P56817
90665809,Q13547
134329950,Q9NR97
6918852,P11802
53482463,O00329
122419211,Q02763
46226137,P31749
46220502,Q9HAZ1
49837961,P27487
126555030,P56817
3062316,P41240
2551,P08173
44426220,P00742
118723316,P42574
16718576,P30291
86727672,O00329
162645228,O43570
11213558,P42685
121426259,O00329
86290565,P03952
5496618,P42892
5329656,O95067
126715362,P23458
155765921,Q13231
10420920,P00915
73364,P07711
71150163,P05091
127051622,P08069
11631662,P24941
44592979,P00734
24178536,P46098
448763,P00734
155210922,Q9NR97
72550625,P03951
11386220,Q07869
3501,P51812
