0,1
2111,619
1794,418
1052,1661
1738,622
2166,1434
107,1685
1267,808
2438,2499
1115,360
957,1755
1779,961
1239,1131
1440,583
1442,76
1218,982
47,1793
2213,204
2047,332
42,486
415,647
1159,650
2201,263
987,2275
2011,1245
368,2235
950,758
1146,523
1923,1226
42,1737
2328,1969
2186,2313
1728,1126
2370,656
2133,100
1366,1135
662,1126
1724,1340
457,1303
755,360
1684,978
1401,2297
930,1944
2171,1799
1402,813
797,1914
2089,1471
1807,625
2330,1117
2222,1352
1030,1568
1500,640
2164,181
2213,1131
240,459
1978,778
491,2131
1690,886
959,1366
262,2121
2218,863
1846,1889
1690,1813
916,196
2097,795
415,293
755,1276
1699,2404
1181,1026
1571,1168
2218,2324
151,739
2129,938
518,552
596,1807
1435,457
982,124
1730,2314
2365,1606
1155,1696
1275,161
1316,870
2521,1230
1332,647
508,2054
2171,1810
1872,687
1673,2071
1035,1761
851,2227
76,1192
318,1104
1571,2179
1811,2473
1159,1723
1097,1229
1872,149
2,1256
2067,232
951,1372
1502,992
1003,1436
2186,2266
2328,585
546,1126
1003,2257
2011,1332
1907,2354
2475,333
1267,54
1666,2423
550,540
987,1175
2143,361
1401,625
867,498
2097,536
1138,764
1571,2472
226,2210
225,386
642,889
480,739
1872,15
1978,2012
2257,991
1009,400
1277,1094
1155,18
2521,2336
301,612
1176,1731
951,2359
225,1488
549,2455
1205,2092
551,527
1334,1680
816,2434
916,1786
893,2423
999,263
1724,884
1005,919
653,866
100,690
504,1062
490,639
950,2457
551,1137
692,2138
1097,1429
851,1790
165,124
1003,386
19,1593
1356,1141
1722,978
1690,43
946,1519
1138,2029
1065,1129
2367,204
1912,54
867,858
2516,2503
2469,2449
1279,1809
1203,1145
1656,430
67,1821
2023,1198
86,111
155,1751
2222,725
823,279
1439,234
47,1658
2023,619
2357,495
771,1494
2107,679
1516,187
566,1204
413,225
2247,244
1239,360
42,629
1218,78
1131,1002
1856,2314
967,1540
2010,968
959,929
746,672
724,2468
851,2481
1835,2116
1790,232
1907,430
2467,418
2468,955
843,2121
653,310
662,1311
2037,523
1794,1821
2308,1542
2002,2000
118,2117
1853,1670
1579,865
1699,1981
2168,1553
1362,235
783,967
381,795
1435,2498
2367,1411
1409,1657
1371,2077
2434,2355
734,898
1773,1374
1571,187
2447,2356
2047,652
2336,1217
1853,1659
1794,678
994,21
1598,225
1146,391
1226,877
1405,723
2438,1754
1673,378
2168,846
1696,774
256,2224
1277,2106
406,1628
1453,1944
1204,1579
566,1231
13,2078
2164,1572
2062,612
1300,2471
1402,1725
2516,2289
1249,1536
524,2120
1203,204
367,703
905,1753
1452,2189
113,1457
2367,1169
526,998
2421,1822
86,1468
1516,1912
49,1793
1724,235
873,1845
2326,502
480,1907
42,1295
1115,1032
1718,934
859,1179
2222,1608
1395,1969
526,1411
1366,15
22,697
957,2003
13,1101
1226,2344
2002,314
1442,225
1853,1410
475,1026
43,1590
1006,1273
2469,1630
886,1961
547,1241
413,1488
959,954
2328,2385
1009,458
808,1027
2516,1774
155,694
985,2451
723,2147
807,1813
2357,993
1409,475
2011,391
2089,439
1274,2459
1690,1901
2367,442
1440,1760
218,870
1205,1691
2421,2124
1274,891
1765,2041
2064,2131
110,1646
936,749
2468,678
1578,727
2139,1326
669,2054
1138,2462
1723,96
43,195
1265,1733
994,1621
1175,482
2308,339
851,1424
1018,1039
2473,485
808,1053
1936,1395
566,656
1864,454
2422,374
2509,469
1872,1200
1115,2301
2247,2161
1452,389
2516,644
1918,1761
1896,2282
551,2125
1976,1429
1765,1082
1155,1725
1070,2033
1409,1521
406,1303
820,2000
1729,28
717,2141
1277,743
1864,1017
2218,226
1572,2136
1453,1335
480,1096
2281,406
318,2208
755,2301
1807,1827
687,736
1218,314
1598,410
1403,992
508,639
1666,1203
2105,1157
2259,1985
369,496
1138,2385
256,2361
1967,1157
49,71
1642,925
385,801
2168,879
240,195
165,479
2164,650
1825,934
113,819
270,234
1346,2153
1138,1636
1773,897
1277,2114
999,2145
1267,1136
2516,2071
2222,1106
1334,906
1888,1217
1728,2182
566,488
274,1372
2002,1193
416,215
1956,226
820,531
1517,763
378,1737
2089,1991
2516,525
2445,2031
1150,888
1476,1506
769,206
1009,112
1175,1135
2468,915
2193,690
1584,1735
1718,1379
1588,883
994,78
1171,1168
2107,1125
2084,975
2105,1922
1797,33
1811,1719
1593,2177
1441,678
408,1094
615,784
1276,198
810,1963
2107,2060
2498,2442
1583,730
2232,2354
1608,818
438,314
2213,1002
1362,1768
2357,1904
1888,2442
165,762
1722,551
67,883
367,737
1729,1410
2193,1787
318,1043
2011,393
823,763
1872,1853
2143,984
909,254
1052,343
1218,2205
588,2140
1052,1439
1159,2209
1896,1252
1200,919
1276,1224
520,2319
725,1735
1035,562
946,866
1405,1111
2468,1192
2186,2475
480,1059
1738,1794
755,1948
2467,921
332,913
1159,1843
1951,557
480,2138
687,1135
1070,196
909,860
2509,1224
1666,779
959,883
2011,820
1328,300
319,378
566,71
1856,1613
2321,1299
1105,1899
2367,475
2067,991
2011,2224
823,2021
1277,157
2067,933
783,815
2105,1471
1103,128
525,2383
851,1407
442,1079
1159,27
1316,2399
1103,791
1088,1824
505,2051
764,1375
758,1026
227,1568
769,1334
863,1019
1442,1488
2505,1658
905,1946
1442,2314
945,1027
1277,1383
2473,887
438,620
2376,961
2062,527
1200,1135
556,584
442,1410
1193,65
2011,1298
2139,493
1165,213
1846,632
588,8
596,586
725,1073
2509,1636
662,1728
1912,1661
1243,345
889,1084
2336,2182
1462,91
2516,663
520,1095
1324,1334
1656,153
2328,1334
3,1637
1175,1766
2089,530
673,2000
100,1139
1956,863
2107,1843
1277,1038
642,440
2213,2210
1226,888
1370,1139
2168,915
367,632
1283,1010
155,2187
301,1506
987,157
669,866
1276,2471
1405,718
369,1670
1243,2426
42,1676
1277,2362
2179,848
1200,1780
1403,979
2124,1104
1313,2497
524,2002
1018,1927
524,424
1205,2012
1313,206
746,2373
2497,2153
110,1429
2438,2416
47,1886
367,1085
331,632
2218,1362
673,1969
2089,812
2218,1145
2451,1536
1029,2242
2336,2110
155,2209
2164,417
1959,915
1723,897
1797,2281
936,1948
319,157
2392,1907
2057,672
1476,654
546,1874
2469,716
1203,2049
1318,528
605,1565
151,640
2233,2116
526,2376
2084,1709
2438,2308
2047,2116
521,1327
1274,1465
2281,2458
1142,18
662,504
2258,479
2186,2509
2445,317
1641,2338
873,668
859,581
1155,1067
1641,647
47,2199
1003,844
859,1536
2233,2029
1146,1646
1300,2512
1888,2311
957,1862
1439,250
1666,455
1835,1429
1029,1104
2031,668
76,1719
2179,1192
2247,301
22,1568
226,1084
2445,2088
457,1116
2351,1491
2473,1953
1852,303
2011,2521
951,640
1370,195
1155,1934
47,1329
930,602
293,300
2060,467
1929,2054
2002,854
86,247
2365,1433
769,410
347,268
367,1117
2377,1731
2031,104
1642,1491
100,1379
1571,18
1872,1757
225,1719
1405,1039
2308,117
2509,1403
909,1410
78,2399
2067,1405
1362,112
165,1133
1853,736
369,683
1856,121
689,444
1300,1719
3,960
1435,1953
1982,1228
1951,1774
1883,2350
807,883
1018,343
1904,1141
2062,959
930,1256
318,82
22,1067
107,654
1797,869
1699,1589
1367,2129
1065,2324
1872,1457
136,627
1730,26
2257,1241
155,349
1883,2417
2023,47
1309,527
318,525
1608,1411
2469,386
1171,133
1696,1927
1718,2362
1976,548
2434,1013
2505,1295
1872,786
1031,496
1146,1245
1065,78
1181,1719
227,444
743,1094
165,1144
2281,436
2218,482
1466,741
318,1928
1196,434
1729,373
1584,1867
1453,2508
22,2112
2060,1944
491,1732
1159,2225
869,1039
2306,153
808,1110
1030,444
2509,2182
743,99
1797,2348
490,1843
2011,133
1978,1576
240,2093
2445,349
70,619
873,479
1951,1335
42,1660
274,1590
6,2093
318,784
78,2040
740,1857
273,1901
367,978
1673,896
1146,2133
1275,1264
1738,1534
2111,1843
859,1948
1699,510
1088,2136
816,602
19,2035
2171,1675
1267,345
1956,455
1405,1543
2222,2177
764,1094
1018,1761
769,436
1936,2373
2193,860
1150,1608
797,148
385,1578
1923,157
1571,462
967,1885
1283,2138
1811,887
2067,2088
1313,2377
319,2282
783,2324
301,1760
698,1680
491,547
1923,898
2392,1322
999,581
1453,602
1773,363
1729,730
932,486
746,704
1274,129
1187,1414
2218,868
2047,2183
2330,2393
331,1536
1454,1630
2232,1010
1846,961
2473,783
2133,218
1150,484
2308,135
1856,518
286,254
1476,95
1370,100
1435,1150
1502,2282
227,946
2247,1822
1440,1082
113,552
1453,2131
2179,858
1175,389
2002,762
994,2464
758,1617
873,1901
526,631
1856,1017
2247,2421
1978,2488
1018,1540
820,2125
369,1659
2485,1861
1738,149
1322,2354
2445,795
413,1014
1779,960
1699,1254
2467,1116
1462,1152
810,1441
368,988
118,1939
816,2147
2370,71
2497,2277
113,491
1896,965
1811,453
1729,2183
1608,1510
724,678
43,2475
416,1939
1571,1798
957,1944
1300,1739
1977,237
286,2077
724,281
1424,991
475,157
1097,1243
2186,540
2445,2209
2416,1934
905,985
724,1984
1159,173
240,303
1466,1516
256,1628
319,2171
685,1281
2084,1194
2365,1772
1825,1243
1765,627
1991,215
2516,2018
524,1861
225,1372
2418,921
1155,260
820,479
2421,495
769,906
2047,2393
72,2249
946,1736
2469,498
2105,620
1977,1957
1666,891
1696,968
2521,1536
1722,1137
596,213
2105,273
810,96
1722,467
1218,110
2168,690
1872,1005
2011,1766
2105,1202
1883,612
19,552
67,929
2421,925
1728,1974
1165,1013
957,1468
1371,1436
1159,2116
566,1579
810,1097
113,2330
2218,1565
1031,1264
951,18
1729,93
1738,930
1807,537
107,1914
1723,1295
2062,2017
1935,2209
2107,327
2360,779
2480,1816
662,1935
2023,2505
318,888
720,1226
2416,2209
1181,2481
1274,2344
1266,846
1005,1254
1218,2033
505,786
1852,1414
2164,355
2213,1084
331,703
816,1013
1888,1982
1369,2471
1835,917
2480,2243
1155,1661
1476,736
2258,993
76,1488
13,266
1006,2160
1300,1548
1181,1690
270,2178
2213,523
2186,547
1794,2047
347,1788
1370,1590
1807,1472
432,2187
1370,333
807,954
1918,2241
2299,1461
1807,1793
1811,1088
999,2387
526,1839
1883,260
2421,854
524,1262
1864,2304
987,2337
957,2208
2445,631
1852,122
1740,1885
2084,488
34,640
110,403
1277,1810
406,562
2447,327
1835,1808
226,1145
1362,2166
106,1621
704,2499
6,577
2328,153
1316,1418
292,1675
698,1725
967,133
1779,101
1864,808
2308,2182
1699,442
2017,523
1452,1150
588,281
2023,1329
124,792
1846,858
2483,1125
1598,819
546,2138
724,931
556,2398
556,495
1779,1222
1409,1169
1346,789
1476,741
1334,1798
2483,843
318,2177
2257,296
746,1551
1283,2121
1658,1246
1690,1861
1401,2138
1740,1813
1588,771
400,1985
884,1824
1453,1864
2133,1399
1316,2111
1243,266
1956,511
2392,221
274,530
1881,2348
734,2301
1138,2488
2218,510
2062,2279
457,678
1324,1020
2133,2112
500,21
1005,1200
2526,1541
124,585
2166,1828
2124,15
783,1104
301,1153
1912,1798
685,1827
1573,1857
113,165
734,360
863,1669
549,355
2469,915
2129,1739
1502,1019
1435,416
2247,1213
2133,1311
124,333
549,1152
2089,2297
226,1203
1453,707
812,2048
151,1289
932,1839
1655,13
2509,2187
22,453
1005,361
959,1401
518,437
2067,2383
78,1866
627,16
783,1126
2445,2522
769,2188
1356,2301
1856,548
2067,1790
999,1578
1864,1661
1723,2014
810,844
1588,929
551,2340
1740,1419
2521,1204
84,1816
1453,657
1247,1082
2516,1593
1155,2417
2281,2289
2218,1371
2498,697
1811,2225
1131,373
155,317
2438,1062
2193,89
957,1414
596,1774
3,1793
2416,2145
1005,1228
1159,2445
1588,485
252,629
2526,1125
1328,800
2321,2393
1283,1626
930,1688
596,2289
1794,34
1690,102
151,1326
1571,1725
1403,6
2257,584
270,2249
1896,1922
1803,1824
107,1973
331,870
2031,993
1728,2141
967,1657
2062,1881
1105,2153
2186,28
408,854
1578,1798
1690,913
1243,363
2186,1856
1155,268
1277,1275
884,842
22,1326
1807,551
118,161
1856,620
1018,293
1606,1737
2308,985
1452,2418
480,1276
2281,481
851,387
1982,204
1085,1014
1699,1203
2526,1035
1283,2304
848,2145
1690,1265
1097,196
270,528
42,65
1187,1901
843,1262
107,2141
2521,91
1666,369
1722,2189
662,1017
2485,866
1699,410
2328,2468
1159,2382
698,564
2257,167
1322,1101
2089,620
2469,424
1655,2471
2483,698
1205,2355
2107,27
2023,209
2421,244
698,2329
959,1165
884,2319
1584,577
2023,1869
1956,1659
113,790
1122,1981
1172,1059
1103,1326
1122,1961
107,678
1283,1422
292,2462
724,1959
816,1799
1023,1552
347,813
1929,300
319,1038
1578,1680
1171,8
2107,650
755,270
2111,2160
1956,528
1872,984
669,2053
2133,1139
1991,93
1951,161
1864,19
1274,2506
2193,2048
930,1214
1009,1985
1346,913
2357,1883
1283,1096
1845,614
1367,260
2218,1982
482,2077
2067,795
2186,373
1366,1593
2011,2338
1977,2244
1452,1766
1018,1052
1138,732
1977,1070
385,65
413,1813
776,2224
1797,406
