0,1
2019,2167
1129,889
1810,1974
1765,1378
2432,456
851,724
273,407
1555,1555
6,1437
1176,1681
513,1291
1148,1942
1746,1875
48,2161
235,479
1389,153
1003,2095
810,2260
603,62
2200,1862
1805,1585
1580,1887
1715,1626
569,6
1046,2116
1687,783
1045,1803
1806,547
1570,1651
1689,1223
1037,2022
2384,1116
2184,1739
1622,386
893,727
2116,703
1740,644
74,2451
525,920
130,1756
1574,1287
2487,1263
209,958
1271,160
2479,929
619,214
151,1853
704,1164
2199,1754
1564,2502
505,693
1993,851
2474,1676
2504,1925
527,1685
1758,1612
1754,581
130,591
1037,2137
1309,725
2423,1534
2012,1072
1033,2502
2150,2437
563,2301
1636,1313
1281,950
1909,810
2015,1105
144,454
304,2228
195,1375
2383,1246
2205,232
1468,679
1901,719
832,757
963,624
769,1480
1588,298
663,102
701,505
2004,611
931,390
571,25
179,1421
1170,2522
1805,2434
2010,383
1371,1324
817,359
130,590
1134,2280
541,323
2141,1288
2267,411
389,1309
30,1014
2416,715
1040,2396
2416,2327
1018,2495
1025,304
297,1841
2289,1067
57,2257
780,617
1487,2146
2047,1085
955,1326
591,942
658,1803
1440,1354
1641,193
2330,136
322,2402
1765,320
1781,1542
2504,2504
1851,824
1105,2132
1573,236
591,590
1338,1752
1582,850
1850,1336
1757,1513
135,774
1554,1160
279,749
1899,2398
1072,1485
1754,2235
2359,493
598,470
302,714
769,1277
1998,196
1365,1513
651,2206
2363,1567
1038,442
982,1223
1773,179
1946,2435
1897,1554
817,1176
323,1585
1378,1195
2465,361
833,1562
307,810
316,2488
1634,1547
1946,53
2142,2280
2440,802
895,895
795,940
216,1341
1680,1957
829,1351
2469,2327
447,1505
885,95
1340,369
1039,479
225,1636
75,1811
813,465
350,2487
30,268
1221,2132
2004,1615
1653,860
817,2334
435,1862
89,1231
2333,234
998,813
115,1020
378,380
942,1755
1294,890
1644,1415
2374,2167
1281,1
1436,2088
1482,2074
1459,624
1105,1186
1211,863
1346,1223
998,922
1338,1519
457,1875
883,889
998,753
1519,608
504,2403
1817,1997
144,1424
304,790
604,115
2096,827
1194,2355
860,2161
1489,2188
590,1348
200,109
537,689
795,2000
1561,611
447,2155
2080,380
1367,902
2141,1622
2065,579
2335,1410
856,2502
1942,1000
746,2095
1582,670
57,763
2373,2242
160,1480
1105,722
2051,2234
79,483
1464,1315
2112,1073
2497,1450
1111,430
252,2097
23,1473
423,2301
759,1597
879,2202
1245,1464
2150,816
916,259
982,1105
1104,235
1920,86
172,2433
966,728
2013,301
2168,411
324,1543
332,884
1110,976
2496,2313
1305,359
2419,670
1957,956
736,1460
1257,456
1781,2270
2342,2280
569,689
590,162
493,1299
1429,956
2094,920
2188,1874
529,135
2189,1926
1468,871
1849,833
1480,2222
89,1153
1987,2020
603,1602
2409,757
678,630
1039,661
299,144
805,1112
1431,1431
1843,622
2404,1389
678,612
1836,1049
2298,1738
1016,578
1365,2348
1555,1162
20,2013
375,64
304,1131
966,271
304,1072
2491,670
2,2424
1868,1566
1468,581
1518,612
1965,2100
856,435
2340,1217
1641,79
1455,1535
2391,1544
2035,675
27,1381
1160,1656
1802,2082
