0,1
126555288,P56817
117818276,O60341
72713638,P14780
71585683,Q00987
57750369,P31751
134329950,Q9NR97
44302359,P08253
90441958,P56817
86287793,P15090
73670320,P56817
11257152,P55212
10471556,O76074
5281614,P06239
134441977,P10721
137653588,P30542
11370656,P28482
71449919,P42330
23645581,P27487
44314322,P14780
124222799,P56817
11691531,P48067
24424330,P11229
118559717,Q13224
134129996,Q08499
59291203,P08069
44454650,Q13547
9933456,P35354
126524317,Q9Y5Z0
86732265,P56817
10403711,P29274
45482763,Q9Y5N1
51,Q9H255
135320742,Q9UBN7
90373209,P56817
122510317,Q9NR97
118675596,P31645
9887378,P35348
25169119,P12931
137628639,P11802
86287746,Q01959
145431052,P19099
118709245,P00797
11510566,P42574
86715855,P56817
44223357,P12644
25183622,P45452
11547260,P52732
54539763,P36507
134329466,Q9NYK1
71500036,P14416
23647114,P27487
5330800,P06493
59351313,Q9Y233
54761473,Q13535
22346947,P06239
44431200,P27487
44588220,Q9UEE5
138393071,Q9UBN7
10607286,Q12884
1400,O43353
15979276,P31751
78321115,Q13255
58688380,P53671
2769,P41595
135321145,Q9UBN7
9808181,P08254
42635875,P27487
138686652,Q9NR97
9863341,P37231
118401317,P43405
118433013,P09211
59291951,P52333
122193710,Q9Y233
126557113,P56817
44431775,P27487
73670321,P56817
118217922,P51449
134822681,P56817
122193176,Q13255
118394843,Q07820
134136880,O60674
45487772,P31645
6918798,Q13946
118523397,Q13315
11392716,P27487
10045603,P34972
11494718,O75116
118211558,P36897
5202,P34969
72547066,P56817
57396117,Q9Y5N1
77844826,P08246
53379501,P23219
132271620,O00750
137649617,Q13547
141724660,P19099
135320861,Q9UBN7
11608317,Q9UHL4
73669986,P56817
134442127,P10721
135320931,Q9UBN7
126556908,P56817
91895729,P27487
71583078,P55210
46888775,P21554
121365001,P03952
90412855,P56817
155554682,P34913
45486354,P09958
10096130,P27487
15941550,P08253
134491717,P06401
134329612,Q9NYK1
44297037,O76074
86715756,P56817
117844010,P56817
122510283,Q9NR97
124222779,P42330
155538647,P27338
44467575,P56817
10249183,Q08499
700133,P08246
132272520,Q9NYK1
86345287,P03952
118938565,Q13224
126557477,P56817
138686600,Q9NYK1
10320144,P27487
117769346,P29597
73056747,P00918
86287938,P15090
3100,P11229
91934362,P27487
117652519,P52333
122510309,Q9NR97
1464,Q07817
44395145,Q16539
72550848,P03951
86287681,P31645
132176517,Q9NR97
134442196,P10721
118709360,P35372
155519776,P30542
11590078,P17948
91895762,P27487
25197227,P21554
122184848,Q13547
134441968,P10721
89810255,P56817
9939403,P13497
44420048,P48067
11541277,P27487
90372933,P56817
11596174,P31639
25115962,P04629
122367675,P00915
46839028,P48067
9994528,O76074
72188554,Q13547
132272503,Q9NYK1
16749162,P42574
122510263,Q9NR97
11619968,P55210
44423817,P30542
90373325,P56817
54592382,P00918
129283536,Q9UBN7
90656284,P43403
118523427,Q13315
155511557,P42345
471,O43570
44157086,P42574
89455219,Q13882
10173309,P27338
68578314,Q9Y233
132272267,Q9NYK1
71744395,P56817
71043,P00748
129309499,Q9UBN7
134157459,Q12879
89810311,P56817
122186548,O15379
118733354,P43405
121365140,P03952
44249906,Q9Y5N1
28693,P28335
11573427,P27487
117909909,P25116
44442787,O00763
71212419,P49840
132272492,Q9NYK1
86288362,P31645
137647845,P00918
87343636,P48736
118211226,P36896
44444292,P48067
11628992,P55210
90412755,P56817
5333,P43166
91936672,P49841
134442362,P10721
6918800,Q13946
11198569,P48147
135565082,Q9UGN5
10133748,P35354
135320846,Q9UBN7
44418400,P28845
11213558,Q9UEE5
71455296,P42330
73671623,P56817
71666140,P56817
86288442,P23975
11548909,P42574
137649218,Q06187
146676720,Q9UBN7
3163969,Q9H773
132272610,Q9NYK1
135285417,Q9Y5Z0
91895763,P27487
118938544,Q13224
10173796,P24941
71144018,Q7Z2W7
122186558,O15379
24424330,P00734
132271970,Q9NYK1
10273854,P35968
77107756,P41145
134441976,P10721
138686649,Q9NR97
90441948,P56817
25211572,P37231
16045297,P21554
10048700,P08246
20631902,Q01959
59450914,P41145
118796783,P56817
44302359,P08254
90667651,P08253
135285403,P56817
8515,Q9NSY1
145954248,Q92769
155512474,Q13547
118712788,P27487
10746038,P08514
10578300,P25101
118483320,P02766
68078828,O14965
23646512,P27487
4687521,O76074
127026193,P22303
134330035,Q9NYK1
5754,P08235
135320836,Q9UBN7
72197632,Q99685
126556783,Q9Y5Z0
118707843,P29274
14982,P80365
126556780,Q9Y5Z0
146676758,Q9UBN7
44447194,Q13547
126557761,P56817
10224745,P25101
60169703,Q07817
44561011,P27487
71455939,Q9Y233
44159411,Q9Y5Y4
73670148,P56817
90372911,P56817
58035576,O60341
126524407,P56817
138547901,P21802
90412793,P56817
44143262,P56817
11462174,Q9Y5Y4
10207821,P49841
44415905,Q9UHL4
145980094,P51449
5281708,O43570
11385845,P06276
72707537,P27487
45101723,P27487
11439333,P27487
129032682,Q9UBN7
134152624,O60674
10094378,P00734
57393725,P41143
118722126,P34972
117769464,P29597
62706767,P35372
89471114,P23458
44406452,P45452
10264543,P00749
90413234,P56817
690158,P14780
145963554,P51449
118499639,Q13315
126556817,P56817
44443350,P27487
118433065,P09211
9823594,P35354
31494,P00748
134442356,P10721
46232270,P45984
11596123,P27487
71452431,Q9Y233
126524075,P56817
126556778,P56817
126524644,P56817
45275255,Q9UM73
23653789,P25103
133081182,P00734
9884543,P27487
16049886,Q9Y5N1
90413383,P56817
118675596,P23975
89514856,P09211
145990784,P22303
11691964,P45452
44418491,Q9Y5N1
16035094,P27487
90413246,P56817
118712775,P27487
129032684,Q9UBN7
130196825,Q00535
16747696,P17948
138686416,Q9NR97
89514841,O60341
138454792,Q9BY41
580653,P27338
57406911,P56817
44423821,P30542
5329235,P00533
57842624,P08709
134329686,Q9NR97
283893,P00748
136203812,P52732
59271992,P00797
72713639,P14780
9888897,P08253
132272557,Q9NR97
44574723,P08588
10624176,P35354
24946690,P48067
91895856,P27487
155542755,Q9UBN7
3869,P08588
71580737,O00311
136214186,Q9NYK1
44417479,P55210
127052581,P27487
121429454,Q9NR97
121334520,P42345
28693,P28223
10620528,P35354
68078758,P23443
11774557,P35354
127042532,Q9Y233
122510261,Q9NR97
86279278,P42574
118987739,P52333
5330196,P12931
118432832,P09211
118727530,P21397
16730346,P28482
134491891,P04150
71536098,P08581
45487726,P31645
44362531,P27338
25125014,O60563
2952737,P00918
118502919,Q13315
137647477,P35626
16086340,P00749
118536122,P21397
10527068,P05771
132271966,Q9NYK1
52946862,P27338
49797642,P27487
118960581,Q01959
21129772,P25929
44592593,P08709
135285395,P56817
46916385,Q12884
5289247,Q9Y463
44623998,P21453
145969815,Q13315
11663033,P48067
46938705,Q12884
8515,Q2M2I8
132272564,Q9NYK1
45272913,P48067
86275248,P37023
91895842,P27487
134329395,Q9NR97
154575,Q08499
124222803,P56817
66829396,P22460
66541,P07858
45487773,P31645
71541292,P23975
118987858,P49841
145967332,P08581
141724657,P19099
46226156,P31751
44273653,P11387
16124208,O00444
155538087,Q9UBN7
57750311,P31749
25166741,P37231
